participant_id,order,familiarity (1-7),mutual_friends,caste_RA,religion_RA,gender,Notes,
5968,60,2,9,,Muslim,Male,Khan,
5465,1,6,0,,Hindu,Female,Jain,
5465,2,7,1,Not Indian,Other,Male,Jose,
5465,3,7,0,,Hindu,Male,Gupta,
5465,4,2,59,General,Hindu,Female,Kapoor,
5465,5,6,2,,Hindu,Female,Muthanna,
5465,6,4,24,Not Indian,Other,Male,Voytenko,
5465,7,5,3,,Hindu,Female,Goyal,
5465,8,1,1,Not Indian,Other,Female,Derby,
5465,9,4,8,,Hindu,Female,Bansal,
5465,10,1,0,,Hindu,Female,Mishra,
5465,11,5,0,,Hindu,Male,Gandhi,
5465,12,1,2,,Hindu,Female,Gupta,
5465,13,1,14,Not Indian,Other,Male,,
5465,14,6,30,Not Indian,Other,Female,Hz,
5465,15,1,0,Not Indian,Other,Female,Sanna,
5465,16,7,2,Not Indian,Other,Female,,
5465,17,6,23,Not Indian,Other,Female,Richter,
5465,18,5,5,,Hindu,Female,Vedula,
5465,19,6,2,,Hindu,Female,Agarwal,
5465,20,1,51,Not Indian,Other,Male,Soemadiredja,
5465,21,4,0,,Hindu,Female,Tomar,
5465,22,1,0,Not Indian,Other,Male,Gagnol,
5465,23,4,28,,Hindu,Female,Jagannath,
5465,24,1,0,,Hindu,Female,Singal,
5465,25,1,1,Not Indian,Other,Female,Sara,
5465,26,1,28,Not Indian,Other,Male,Richter,
5465,27,5,24,Not Indian,Other,Female,,
5465,28,2,60,Not Indian,Other,Male,,
5465,29,1,6,,Hindu,Female,Kumar,
5465,30,2,15,,Hindu,Female,Mohan,
5465,31,1,2,,Hindu,Female,Gupta,
5465,32,1,27,Not Indian,Other,Female,,
5465,33,6,23,Not Indian,Other,Male,,
5465,34,6,30,Not Indian,Other,Male,,
5465,35,1,9,,Hindu,Male,Vadehra,
5465,36,4,13,Not Indian,Other,Female,,
5465,37,4,3,,Hindu,Male,Varshney,
5465,38,1,39,,Hindu,Female,Munjal,
5465,39,3,36,Not Indian,Other,Male,,
5465,40,4,4,,Hindu,Male,Veghal,
5465,41,6,5,,Hindu,Male,Gandhi,
5465,42,1,2,Not Indian,Other,Male,,
5465,43,1,0,Not Indian,Other,Male,,
5465,44,4,43,,Hindu,Male,Yadav,
5465,45,1,25,Not Indian,Other,Female,,
5465,46,1,3,,Hindu,Female,Gupta,
5465,47,1,32,,Hindu,Female,Dawar,
5465,48,1,28,Not Indian,Other,Male,,
5465,49,1,3,,Hindu,Female,Sen,
5465,50,1,1,,Hindu,Female,Dutt,
5465,51,6,34,Not Indian,Other,Male,,
5465,52,1,14,,Hindu,Male,Handa,
5465,53,1,33,Not Indian,Other,Male,,
5465,54,1,1,Not Indian,Other,Male,,
5465,55,1,0,Not Indian,Other,Male,,
5465,56,1,42,,Hindu,Female,Bansal,
5465,57,1,36,,Hindu,Male,Ahuja,
5465,58,1,0,,Hindu,Female,Aggarwal,
5465,59,1,1,,Hindu,Female,Grover,
5465,60,1,39,,Hindu,Female,Roy,
1596,1,1,49,,Hindu,Female,Kamat,
1596,2,1,1,,Hindu,Female,Aditi,
1596,3,1,4,,Hindu,Female,Ritika  Gawas,
1596,4,5,21,,Hindu,Female,Sidhi Tari,
1596,5,1,13,,Muslim,Male,Ruksan ,
1596,6,1,3,General,Hindu,Male,Thakur,
1596,7,6,25,,Other,Female,Perciny,
1596,8,7,13,,Hindu,Female,Ruchi Bandevakr,
1596,9,1,9,,Hindu,Female,Nandini Talilukar,
1596,10,1,1,,Muslim,Female,Aliya,
1596,11,5,17,,Other,Female,Colaco Prisma,
1596,12,7,45,,Hindu,Female,Nikita Naik,
1596,13,1,3,,Hindu,Male,Rohan Naik,
1596,14,6,82,,Muslim,Female,Sadiya,
1596,15,6,16,General,Hindu,Male,Shiva,
1596,16,5,30,General,Hindu,Female,Neha Ayyer,
1596,17,1,13,,Muslim,Female,Mullah,
1596,18,1,5,,Other,Female,Fernandes ,
1596,19,4,1,General,Hindu,Female,Sameksha Shetty,
1596,20,1,20,,Other,Female,Adlina Rodrigues,
1596,21,7,53,,Hindu,Female,Vishaka Kharade,
1596,22,7,32,,Hindu,Male,Prennoy,
1596,23,1,17,General,Hindu,Male,Kartik,
1596,24,7,32,,Other,Male,Elrich,
1596,25,1,9,,,Male,Shray Lama,
1596,26,1,16,,Hindu,Female,Nikita Tari,
1596,27,1,53,,Hindu,Female,Sneha,
1596,28,1,56,,Other,Female,Valanca,
1596,29,1,250,,Hindu,Female,Pranali Pingankar,
1596,30,6,77,,Hindu,Female,Sejal Sinde,
1596,31,7,120,,,Female,Sumedha Mane,
1596,32,6,49,,Other,Male,Manish Johnson,
1596,33,6,7,,Other,Male,Frankie,
1596,34,1,83,,Hindu,Female,Siddhi Holkar,
1596,35,1,26,General,Hindu,Female,Simran Kumar,
1596,36,6,42,,Hindu,Female,Snehal ,
1596,37,1,0,,Hindu,Male,Sneha  Madhavi,
1596,38,7,135,,Hindu,Male,Shubham Patnaik,
1596,39,6,155,,Muslim,Female,Zafrah,
1596,40,1,15,,Hindu,Non-binary,Sneha Adelkar,
1596,41,1,2,,Hindu,Female,Sneha Gawde,
1596,42,,,,,,Siddhi Holkar,Repeated
1596,43,1,35,,Other,Female,Jennifer,
1596,44,1,25,,Other,Female,Chrysal,
1596,45,1,3,,Muslim,Male,Xec Altaf,
1596,46,6,1,,Hindu,Female,Sanjana Satardekar,
1596,47,1,0,,Hindu,Female,Suhasini Naryankar,
1596,48,6,26,,Hindu,Male,Shubham Mahale,
1596,49,7,125,,Hindu,Female,Bharavi,
1596,50,1,154,,Hindu,Male,SanjanaKolambkar,
1596,51,1,5,,Muslim,Male,Samaira Khan,
1596,52,1,0,General,Hindu,Male,Sakshi Desai,
1596,53,,,,,,Adlina repeated,
1596,54,1,52,,Muslim,Male,Shaan Shaikh,
1596,55,6,18,,,Female,Nyk Srusthi,
1596,56,,,,,,Vianney Fernandes (Repaeted),
1596,57,6,44,,Hindu,Male,Mahi Saterdekar,
1596,58,1,1,,Hindu,Male,Jyoti Naik,
1596,59,1,9,,Hindu,Male,Shalini Naik,
1596,60,1,29,,Hindu,Male,Archana  Gunagi,
8708,1,7,2,,Hindu,Female,Kumar,
8708,2,1,3,,Hindu,Female,Sharma,
8708,3,7,3,,Hindu,Female,Sharma,
8708,4,1,13,,Other,Male,Singh,
8708,5,7,7,,Hindu,Female,Sharma,
8708,6,7,3,,Hindu,Female,Das,
8708,7,7,9,,Hindu,Female,Sharma,
8708,8,7,1,,Hindu,Male,Sharma,
8708,9,1,0,,Hindu,Male,Sharma,
8708,10,7,6,,Hindu,Female,Sharma,
8708,11,1,0,,,,It's a page,
8708,12,7,4,,Hindu,Male,Kumar,
8708,13,3,30,,Other,Female,Singh,
8708,14,4,2,,Hindu,Male,Akhouri,
8708,15,1,1,,,Male,Tamilselvan - no last name,
8708,16,1,5,,Hindu,Female,Sinha,
8708,17,7,46,,Hindu,Male,Chouhan,
8708,18,6,4,,Hindu,Male,Mehta,
8708,19,5,6,,Hindu,Male,Mahato,
8708,20,2,3,,Hindu,Male,Bhagat,
8708,21,7,7,,Hindu,Male,Bhadury,
8708,22,7,17,,Hindu,Male,Sharma,
8708,23,5,18,,Hindu,Male,Tigga,
8708,24,6,35,,Muslim,Male,Ali,
8708,25,1,0,,Hindu,Male,Gope,
8708,26,1,6,,Hindu,Female,Kumari,
8708,27,1,1,,,Male,Crizt ,
8708,28,3,10,,Hindu,Male,Prasad,
8708,29,1,19,,Hindu,Female,Kumari,
8708,30,1,3,,Hindu,Female,Nayak,
8708,31,3,17,,Hindu,Male,Kumar,
8708,32,2,1,,Hindu,Female,Upadhyay,
8708,33,5,25,,Hindu,Female,Kittu,
8708,34,7,33,,Hindu,Male,Murmu,
8708,35,1,3,,Hindu,Female,Bhaduri,
8708,36,7,30,,Other,Male,Singh,
8708,37,1,2,,Hindu,Male,Sharma,
8708,38,4,51,,Hindu,Male,Pandey,
8708,39,1,0,,Hindu,Female,Rahi,
8708,40,1,0,,Other,Female,Burman,
8708,41,3,23,,Hindu,Female,Pandey,
8708,42,1,15,,Hindu,Male,Rajwar,
8708,43,2,29,,Hindu,Male,Agrawal,
8708,44,3,8,,Hindu,Female,Sharma,
8708,45,1,0,,Hindu,Male,Kumar,
8708,46,1,0,,Hindu,Male,Fating,
8708,47,1,1,,Hindu,Female,Rohit,
8708,48,1,1,,Hindu,Male,Mattu,
8708,49,2,7,,Hindu,Male,Diwan,
8708,50,1,0,,Hindu,Male,Chakraborty,
8708,51,,,,,,,
8708,52,,,,,,,
8708,53,,,,,,,
8708,54,,,,,,,
8708,55,,,,,,,
8708,56,,,,,,,
8708,57,,,,,,,
8708,58,,,,,,,
8708,59,,,,,,,
8708,60,,,,,,,
6945,1,1,1,,Muslim,Male,Ansari,
6945,2,1,2,,Hindu,Female,Ghodke,
6945,3,1,8,,Muslim,Male,Khan,
6945,4,1,1,,Muslim,Female,Shah,
6945,5,5,11,,Hindu,Male,Chaudhary,
6945,6,7,6,,Muslim,Female,Shaikh,
6945,7,1,19,,Muslim,Female,Misbah,
6945,8,6,2,,Hindu,Male,Behera,
6945,9,5,6,,Hindu,Female,Mistry,
6945,10,2,21,,Muslim,Male,Momin,
6945,11,6,11,,Muslim,Male,Khan,
6945,12,1,10,,Hindu,Male,Pawar,
6945,13,1,23,,Muslim,Female,Shah,
6945,14,1,7,,Muslim,Male,unknown name,
6945,15,4,27,,Hindu,Female,Jadhav,
6945,16,6,26,,Hindu,Male,Borade,
6945,17,4,4,,Hindu,Female,Jadhav,
6945,18,1,22,,Muslim,Male,Raeen,
6945,19,1,2,,Muslim,Male,Khan,
6945,20,6,26,,Muslim,Male,Khan,
6945,21,5,17,,Hindu,Female,Maske,
6945,22,1,10,,Muslim,Male,Khan,
6945,23,6,2,,Muslim,Male,Anssari,
6945,24,7,16,,Hindu,Male,Shah,
6945,25,1,13,,Hindu,Male,Patel,
6945,26,3,8,,Muslim,Male,Khan,
6945,27,6,1,,Muslim,Male,Shamim,
6945,28,4,1,,Muslim,Male,Shah,
6945,29,6,11,,Muslim,Male,Shaikh,
6945,30,1,4,,,Male,K- no last name,
6945,31,5,28,,Hindu,Male,Naik,
6945,32,3,3,,Muslim,Male,Faiyaz,
6945,33,6,34,,Hindu,Female,Nimbale,
6945,34,1,16,,Other,Male,Mendonca,
6945,35,1,1,,Muslim,Female,Shaikh,
6945,36,5,78,,Muslim,Male,Shaikh,
6945,37,5,4,,Hindu,Female,Gupta,
6945,38,3,24,,Hindu,Female,Ghajbiye,
6945,39,1,2,,,Female,Suneeta - no last name,
6945,40,,,,,,,
6945,41,6,12,,Hindu,Male,Singer,
6945,42,5,24,,Hindu,Male,Rutik,
6945,43,5,29,,Hindu,Male,Valmiki,
6945,44,5,4,,Muslim,Male,Khan,
6945,45,5,17,,Muslim,Male,Khan,
6945,46,6,2,,Muslim,Male,Ansari,
6945,47,5,33,,Muslim,Female,Babar,
6945,48,5,2,,Hindu,Female,Kulshreshtha,
6945,49,2,16,,Muslim,Male,Shaikh,
6945,50,6,25,,Muslim,Male,Shaikh,
6945,51,5,24,,Hindu,Female,Wakde,
6945,52,4,16,,Hindu,Male,Salvi,
6945,53,3,19,,Muslim,Male,Shaikh,
6945,54,6,28,,Muslim,Male,Khan,
6945,55,3,2,,Hindu,Male,Mudliar,
6945,56,2,4,,Hindu,Male,Auji,
6945,57,1,2,,Hindu,Male,Shaikh,
6945,58,1,14,,Hindu,Male,Gawali,
6945,59,6,0,,Hindu,Male,Pal,
6945,60,5,32,,Hindu,Male,Salvi,
2023,1,7,35,,Hindu,Female,Aman,
2023,2,7,41,,Hindu,Female,Bodra,
2023,3,1,3,,Hindu,Female,Sen,
2023,4,7,60,,Hindu,Female,Srivastava,
2023,5,7,5,,Hindu,Male,Bodra,
2023,6,1,29,,Other,Male,Singh,
2023,7,1,3,,Hindu,Female,Ansh,
2023,8,7,59,,Hindu,Female,Nanda,
2023,9,7,70,,Other,Female,Singh,
2023,10,1,31,,Hindu,Male,Raj,
2023,11,1,39,,Hindu,Male,Jha,
2023,12,1,1,,Other,Female,Singh,
2023,13,1,27,,Hindu,Female,Lal,
2023,14,7,49,,Hindu,Male,Raj,
2023,15,7,5,,Hindu,Female,Bara,
2023,16,1,2,,Hindu,Female,Chhetri,
2023,17,7,43,,Other,Female,Singh,
2023,18,1,2,,Hindu,Male,Pal,
2023,19,2,34,,Hindu,Female,Choudhary,
2023,20,7,20,,Hindu,Male,Kumar,
2023,21,1,45,,Hindu,Female,Mohanlal,
2023,22,1,37,,Hindu,Male,Agarwal,
2023,23,1,28,,Hindu,Female,Vishwakarma,
2023,24,2,63,,Other,Male,Joshua,
2023,25,1,28,,Hindu,Male,Banerjee,
2023,26,2,4,,Hindu,Male,Bhatnagar,
2023,27,2,25,,Hindu,Female,Mukherjee,
2023,28,2,15,,Other,Male,Singh,
2023,29,1,15,,Other,Male,Singh,
2023,30,3,16,,Other,Male,William,
2023,31,2,38,,Hindu,Female,Biruly,
2023,32,1,1,,Hindu,Female,Khadelwal,
2023,33,1,13,,Other,Female,Verghese,
2023,34,1,28,,Other,Male,Jain,
2023,35,2,56,,,Male,Nitish - no last name,
2023,36,2,31,,Hindu,Male,Uniyal,
2023,37,1,34,,Hindu,Male,Ranjan,
2023,38,1,41,,Hindu,Male,Subarno,
2023,39,7,25,,Hindu,Male,Hassa,
2023,40,4,0,,Hindu,Female,Chatterjee,
2023,41,1,23,,Hindu,Female,Aind,
2023,42,1,15,,Hindu,Male,Jha,
2023,43,1,1,,Hindu,Male,Sharma,
2023,44,7,22,,Hindu,Female,Gupta,
2023,45,5,26,,Hindu,Male,Tiru,
2023,46,1,40,,Hindu,Female,Sinha,
2023,47,2,40,,Other,Female,Singh,
2023,48,2,22,,Hindu,Female,Srivastava,
2023,49,4,75,,Hindu,Female,Mukherjee,
2023,50,1,4,,Hindu,Female,Jha,
2023,51,1,55,,Hindu,Male,Karua,
2023,52,2,50,,Hindu,Male,Jaiswal,
2023,53,1,50,,Other,Female,Singh,
2023,54,7,36,,Hindu,Male,Krityanand,
2023,55,1,65,,Hindu,Male,Tigga,
2023,56,1,24,,Hindu,Male,Kumar,
2023,57,7,21,,Hindu,Female,Mukherjee,
2023,58,1,17,,Hindu,Male,Kujur,
2023,59,1,63,,Other,Male,Archie,
2023,60,1,46,,Hindu,Female,Kashyap,
6128,1,,,,,,,
6128,2,,,,,,,
6128,3,,,,,,,
6128,4,,,,,,,
6128,5,,,,,,,
6128,6,,,,,,,
6128,7,,,,,,,
6128,8,,,,,,,
6128,9,,,,,,,
6128,10,,,,,,,
6128,11,,,,,,,
6128,12,,,,,,,
6128,13,,,,,,,
6128,14,,,,,,,
6128,15,,,,,,,
6128,16,,,,,,,
6128,17,,,,,,,
6128,18,,,,,,,
6128,19,,,,,,,
6128,20,,,,,,,
6128,21,,,,,,,
6128,22,,,,,,,
6128,23,,,,,,,
6128,24,,,,,,,
6128,25,,,,,,,
6128,26,,,,,,,
6128,27,,,,,,,
6128,28,,,,,,,
6128,29,,,,,,,
6128,30,,,,,,,
6128,31,,,,,,,
6128,32,,,,,,,
6128,33,,,,,,,
6128,34,,,,,,,
6128,35,,,,,,,
6128,36,,,,,,,
6128,37,,,,,,,
6128,38,,,,,,,
6128,39,,,,,,,
6128,40,,,,,,,
6128,41,,,,,,,
6128,42,,,,,,,
6128,43,,,,,,,
6128,44,,,,,,,
6128,45,,,,,,,
6128,46,,,,,,,
6128,47,,,,,,,
6128,48,,,,,,,
6128,49,,,,,,,
6128,50,,,,,,,
6128,51,,,,,,,
6128,52,,,,,,,
6128,53,,,,,,,
6128,54,,,,,,,
6128,55,,,,,,,
6128,56,,,,,,,
6128,57,,,,,,,
6128,58,,,,,,,
6128,59,,,,,,,
6128,60,,,,,,,
1327,1,7,2,,Hindu,Male,Kumar,
1327,2,6,4,,,Female,no last name,
1327,3,4,2,,Hindu,Female,Khushwaha,
1327,4,1,0,,Hindu,Male,Gupta,
1327,5,1,14,,Hindu,Male,Keshri,
1327,6,4,49,,Hindu,Male,Ray,
1327,7,1,30,,Hindu,Male,Chatterjee,
1327,8,1,1,,Hindu,Female,Sharma,
1327,9,1,12,,Hindu,Female,keshri,
1327,10,1,3,,Hindu,Male,Raval,
1327,11,1,0,,Hindu,Female,Yadav,
1327,12,7,21,,Hindu,Male,Arya,
1327,13,1,0,,Other,Female,Singh,
1327,14,7,103,,Hindu,Female,Chatterjee,
1327,15,1,1,,Hindu,Male,Ray,
1327,16,4,111,,Hindu,Male,Mukherjee,
1327,17,3,8,,Hindu,Female,Keshari,
1327,18,1,14,,Hindu,Male,Banik,
1327,19,7,1,,Other,Male,Singh,
1327,20,1,16,,Hindu,Female,Maurya,
1327,21,1,10,,Hindu,Male,Kumar,
1327,22,7,3,,Other,Female,John,
1327,23,1,0,,Hindu,Female,Kuri ,
1327,24,5,38,,Muslim,Male,Mustafi,
1327,25,7,29,,Hindu,Male,Keshri,
1327,26,6,30,,Hindu,Male,Rai,
1327,27,4,14,,Hindu,Male,Keshri,
1327,28,1,1,,Hindu,Male,Keshri,
1327,29,2,4,,Other,Male,Singh,
1327,30,1,14,,Hindu,Male,Saha,
1327,31,6,90,,Hindu,Male,Dutt,
1327,32,3,82,,Hindu,Female,Roy,
1327,33,1,15,,Hindu,Male,Keshri,
1327,34,1,21,,Hindu,Female,Keshri,
1327,35,1,0,,Hindu,Male,Roy,
1327,36,3,16,,Hindu,Male,Mitra,
1327,37,6,8,,Hindu,Female,Sharma,
1327,38,6,17,,Hindu,Male,Sarkar,
1327,39,7,47,,Hindu,Male,Keshari,
1327,40,6,4,,Hindu,Female,Keshri,
1327,41,1,2,,Muslim,Male,Lahiri,
1327,42,5,6,,Hindu,Female,Keshri,
1327,43,5,79,,Hindu,Male,Dutta,
1327,44,1,16,,Muslim,Male,Nasim,
1327,45,5,33,,Hindu,Male,Chakraborty,
1327,46,1,3,,Hindu,Female,Keshri,
1327,47,1,2,,Hindu,Female,Keshri,
1327,48,2,41,,Hindu,Male,Das,
1327,49,6,17,,Hindu,Male,Kumar,
1327,50,6,28,,Hindu,Male,Jaiswal,
1327,51,1,14,,Hindu,Female,Keshri,
1327,52,1,7,,Hindu,Male,Durge,
1327,53,6,3,,Hindu,Male,Kumar,
1327,54,1,3,,Hindu,Male,Roy,
1327,55,1,15,,Other,Male,Singh,
1327,56,1,104,,Hindu,Male,Ghoshal,
1327,57,2,120,,Other,Male,Martin,
1327,58,1,4,,Hindu,Male,Kesari,
1327,59,1,0,,Hindu,Female,Kumari,
1327,60,3,21,,Hindu,Male,Mukherjee,
5839,1,7,5,,Hindu,Female,Verma,
5839,2,2,3,,Hindu,Female,Pathak,
5839,3,4,3,,Hindu,Female,Ramesh,
5839,4,1,3,,Hindu,Female,S - no last name,
5839,5,1,1,,Hindu,Female,Maheshwari,
5839,6,7,3,,Hindu,Female,Manjari,
5839,7,7,2,,Muslim,Female,Rooh,
5839,8,7,2,,Hindu,Male,Shravan ,
5839,9,1,3,,Hindu,Female,Loungani,
5839,10,7,2,,Hindu,Male,Tezaa ,
5839,11,7,4,,Hindu,Male,Janagam,
5839,12,3,2,,Hindu,Female,Goel,
5839,13,3,2,,Hindu,Male,Pollineni,
5839,14,5,1,,Muslim,Male,Nayeem,
5839,15,1,1,,Hindu,Female,Soujanjya,
5839,16,1,3,,Hindu,Female,Dawar,
5839,17,6,3,,Hindu,Female,Swathi,
5839,18,4,2,,Hindu,Male,Pallam,
5839,19,3,3,,Hindu,Female,Nagunuri,
5839,20,1,1,,Hindu,Female,Bytha,
5839,21,4,3,,Hindu,Female,Shree,
5839,22,2,1,,Hindu,Female,Palagummi,
5839,23,1,1,,Hindu,Male,Gandhi,
5839,24,3,2,,Hindu,Female,Sood,
5839,25,1,2,,Hindu,Female,Ramarathnam,
5839,26,4,0,,Hindu,Male,Maringanti,
5839,27,7,1,General,Hindu,Female,Iyer,
5839,28,1,0,,Other,Female,Mary,
5839,29,5,1,,Hindu,Female,Mortha Rider,
5839,30,2,3,,Hindu,Male,Yellamaty- might be christian,
5839,31,1,5,,Hindu,Female,Sanghi,
5839,32,1,2,General,Hindu,Female,Singh,
5839,33,3,2,,Other,Female,Nazareth,
5839,34,1,0,,Hindu,Female,Sahni,
5839,35,1,1,General,Hindu,Male,Reddy,
5839,36,7,2,,Hindu,Male,Kavety,
5839,37,1,2,,Hindu,Female,Manoharan,
5839,38,1,0,,,,Page - Congressional Bespoke,
5839,39,1,1,,Hindu,Female,Niha,
5839,40,5,1,,Hindu,Male,Kumar,
5839,41,1,2,,Hindu,Male,Karthik,
5839,42,1,2,,Hindu,Female,Khatter,
5839,43,4,3,,Hindu,Female,Hiran,
5839,44,1,4,,Hindu,Female,Arora,
5839,45,1,0,,Hindu,Male,Merchant,
5839,46,3,1,,Hindu,Female,Panda,
5839,47,1,2,,Hindu,Female,Meka,
5839,48,4,1,,Hindu,Female,Venkatesan,
5839,49,5,1,,Hindu,Female,Kaur,
5839,50,1,0,,Hindu,Male,Amlani,
5839,51,2,0,,Hindu,Male,Kalepu,
5839,52,7,4,,Hindu,Female,Annamraju,
5839,53,1,0,,Hindu,Male,Panneeru,
5839,54,4,2,,Hindu,Female,Thakran,
5839,55,1,2,,Muslim,Male,Nayeem,
5839,56,1,2,,Hindu,Male,Gutta ,
5839,57,5,2,,Hindu,Female,Suresh,
5839,58,1,1,,Hindu,Male,Madha,
5839,59,4,2,,Hindu,Female,Sivaraman,
5839,60,1,3,,Hindu,Female,Myadam,
5618,1,4,2,,Hindu,Male,Rajbhar,
5618,2,4,4,General,Hindu,Male,Rathod,
5618,3,4,2,,Hindu,Female,Bhushan Sankhyan (not sure about gender),
5618,4,5,11,,Hindu,Male,Yadav,
5618,5,3,2,,Hindu,Female,Jaiswal,
5618,6,6,2,,Hindu,Male,Yadav,
5618,7,2,1,,Hindu,Male,Kumar Bharti,
5618,8,5,26,,Muslim,Male,Khan,
5618,9,6,57,,Hindu,Male,Yadav,
5618,10,5,10,,Hindu,Male,Patil,
5618,11,2,0,,Hindu,Female,Chouhan,
5618,12,4,2,,Hindu,Female,Yadav,
5618,13,4,12,,Hindu,Male,Vishwakarma,
5618,14,6,3,,Hindu,Male,Jai ,
5618,15,3,1,,Hindu,Male,Yadav,
5618,16,6,3,,Hindu,Male,PU (no last name),
5618,17,2,13,,Hindu,Male,Yadav,
5618,18,2,3,,Hindu,Male,Yadav,
5618,19,6,0,,Hindu,Male,Yadav,
5618,20,3,4,,Hindu,Male,Yaduvanshi,
5618,21,5,3,,,,Page - Map Tutorials,
5618,22,5,7,,Hindu,Male,Sharma,
5618,23,5,29,,Hindu,Male,Bhai Bhai (real name not given),
5618,24,6,5,,Hindu,Male,Raj ,
5618,25,4,0,,Hindu,Male,Chaudhary,
5618,26,6,19,,Hindu,Male,Digjivay,
5618,27,4,21,,Hindu,Male,Yadav,
5618,28,3,2,,Hindu,Male,Rajak,
5618,29,5,70,,Muslim,Male,Khan,
5618,30,5,7,,Hindu,Male,Varma,
5618,31,5,63,,Hindu,Male,Chauhan,
5618,32,5,3,,Hindu,Male,Yadav,
5618,33,2,5,,Hindu,Female,Pasi,
5618,34,5,45,General,Hindu,Male,Singh,
5618,35,2,5,,Hindu,Female,Kengar,
5618,36,2,3,,Hindu,Female,Yadav,
5618,37,2,6,,Hindu,Female,Gaud,
5618,38,3,30,,Hindu,Male,Pal,
5618,39,2,44,,Hindu,Male,Swarankar,
5618,40,2,9,,Hindu,Male,Dubey,
5618,41,3,18,,Muslim,Male,Siddiqui,
5618,42,4,14,,Hindu,Male,Daate,
5618,43,3,16,,Hindu,Male,Jaiswar,
5618,44,2,26,,Hindu,Male,Yadav,
5618,45,3,4,,Hindu,Male,Yadav,
5618,46,4,38,,Muslim,Male,Khan,
5618,47,2,11,,Hindu,Male,Yadav,
5618,48,2,3,,Hindu,Male,Yadav,
5618,49,3,6,,Hindu,Male,Chauhan,
5618,50,2,8,,Hindu,Male,Issue (not sure of religion),
5618,51,3,4,,Muslim,Male,Khan,
5618,52,2,3,,Hindu,Male,Yadav Golu,
5618,53,2,17,,Muslim,Male,Shaikh,
5618,54,4,4,,Hindu,Female,Yadav,
5618,55,2,1,,Hindu,Female,Patwa,
5618,56,4,15,,Hindu,Male,Yadav,
5618,57,5,55,,Hindu,Male,Yadav,
5618,58,1,0,,Hindu,Female,Kharat,
5618,59,1,0,Not Indian,Other,,Page/Person - wood craft sales,
5618,60,5,31,,Hindu,Male,Yadav,
7489,1,3,42,,Hindu,Male,Raj,
7489,2,2,28,,Hindu,Male,Nayak,
7489,3,6,33,General,Hindu,Male,Singh,
7489,4,5,29,,Hindu,Female,Kumari,
7489,5,4,22,,Hindu,Male,Ponrajan,
7489,6,4,30,,Other,Male,Xavier,
7489,7,2,44,General,Hindu,Female,Singh,
7489,8,5,38,General,Hindu,Male,Thakur,
7489,9,2,27,,Hindu,Male,Topno,
7489,10,3,20,,Hindu,Male,Kindo,
7489,11,6,39,General,Hindu,Male,Sinha,
7489,12,4,51,,Hindu,Female,Krutika,
7489,13,3,36,,Other,Male,Richardson,
7489,14,3,45,General,Hindu,Male,Chauhan,
7489,15,5,44,,Hindu,Female,Bodra,
7489,16,1,22,General,Hindu,Female,Singh,
7489,17,1,18,,Hindu,Female,Vishwakarma,
7489,18,5,33,,Hindu,Female,Nanda,
7489,19,3,48,,Hindu,Female,Gupta,
7489,20,4,20,,Other,Female,Bodra,
7489,21,1,45,,Hindu,Male,Gaurav,
7489,22,4,45,,Other,Male,Hector,
7489,23,1,2,,Other,Male,Willis,
7489,24,1,3,,Hindu,Female,Ansh,
7489,25,4,18,,Hindu,Male,Kumar ,
7489,26,1,31,,Hindu,Female,Sinha,
7489,27,3,49,,Hindu,Female,Tudu,
7489,28,6,0,,Hindu,Female,Roy,
7489,29,3,37,,Hindu,Male,Patra,
7489,30,1,44,,Hindu,Male,Jagadeesan,
7489,31,4,88,,Other,Male,Sam,
7489,32,4,20,,Hindu,Female,Tirkey,
7489,33,1,8,,Hindu,Male,Kant,
7489,34,2,33,,Hindu,Female,Kaur,
7489,35,4,38,,Hindu,Female,Choudhary,
7489,36,1,25,,Other,Male,James,
7489,37,1,33,General,Hindu,Female,Singh,
7489,38,4,59,,Hindu,Female,Raj,
7489,39,1,97,,Other,Male,Philip,
7489,40,1,21,,Hindu,Male,Lakra,
7489,41,3,6,,Hindu,Male,Ohol,
7489,42,1,49,General,Hindu,Female,Singh,
7489,43,5,135,,Other,Male,Thangaraj,
7489,44,1,19,,Hindu,Female,Sahay,
7489,45,3,42,,Hindu,Female,Biruly,
7489,46,6,0,,Hindu,Female,Shree,
7489,47,1,37,,Other,Male,Rajendran,
7489,48,1,67,,Hindu,Male,Kuruba,
7489,49,1,7,,Hindu,Male,Anand,
7489,50,1,28,,Hindu,Male,Nandan,
7489,51,1,6,,Other,Female,Murmu,
7489,52,4,33,General,Hindu,Female,Srivastava,
7489,53,4,105,,Other,Male,no last name,
7489,54,1,33,General,Hindu,Male,Singh,
7489,55,1,26,,Muslim,Male,Ahmad,
7489,56,2,26,,Hindu,Female,Barla,
7489,57,1,31,,Hindu,Male,Jha,
7489,58,6,23,,Hindu,Male,Kritiyanand,
7489,59,1,24,,Hindu,Female,Mohanlal,
7489,60,1,136,,Other,Male,George,
2036,1,6,3,,Hindu,Female,Jalan Female,
2036,2,5,3,General,Hindu,Female,Chakraborty Suparna,
2036,3,1,0,General,Hindu,Female,Gupta ( Her),
2036,4,4,19,,Hindu,Female,Shreya Puri,
2036,5,1,0,,,Female,Alavi Don,
2036,6,3,1,,Hindu,Male,Mishra ( male),
2036,7,5,1,,Hindu,Male,Krishna Madhoriya,
