participant_id,order,preference (1-7),post_tenure,tenure_units,human (y/n),nf_group (y/n),event (y/n),caste_RA,religion_RA,gender,Notes,,
4833,49,1,6,Days,1,0,0,,Hindu,Female,Sharma,,
4833,50,1,14,Hours,1,1,0,,Muslim,Male,Zadav,,
4833,51,3,23,Hours,1,1,0,,Hindu,Male,Bogra,,
4833,52,2,15,Hours,0,0,0,,,,,,
4833,53,1,14,Hours,1,1,0,,Muslim,Male,Mansoori,,
4833,54,1,1,Hours,1,0,0,,Hindu,Male,Topon,,
4833,55,1,16,Hours,1,0,0,,Hindu,Male,Pathak,,
4833,56,1,25,Minutes,0,0,0,,,,,,
4833,57,2,15,Hours,1,1,0,,,Male,No last name,,
4833,58,1,6,Hours,1,0,0,Not Indian,Other,Female,Anh,,
4833,59,1,20,Hours,1,1,0,,Hindu,Male,Biswas,,
4833,60,2,1,Hours,0,0,0,,,,,,
1869,1,4,4,Hours,1,0,0,,Hindu,Female,Singh,,
1869,2,4,3,Days,1,0,0,,Hindu,Female,Kumari,,
1869,3,4,5,Days,1,0,0,,Hindu,Male,Rauniyar,,
1869,4,5,6,Days,1,0,1,,Muslim,Male,Imam,,
1869,5,6,5,Days,1,0,0,,Muslim,Male,Khan,,
1869,6,4,1,Days,1,0,0,,Hindu,Male,Tiwari,,
1869,7,5,30,Days,1,0,1,,Hindu,Male,"Bhagat, new job",,
1869,8,4,1,Days,1,0,0,,Hindu,Male,Jiaswal,,
1869,9,4,2,Hours,1,0,0,,Hindu,Female,Gupta,,
1869,10,4,5,Hours,1,0,0,,Hindu,Male,Gupta,,
1869,11,4,3,Days,1,0,0,,Hindu,Female,Bharti,,
1869,12,3,5,Hours,1,0,0,,Hindu,Male,Gupta,,
1869,13,3,7,Days,1,0,0,,Hindu,Female,Bharti,,
1869,14,4,4,Days,1,0,0,,Hindu,Male,Tirkey,,
1869,15,5,6,Days,1,0,0,,Hindu,Male,Srivastava,,
1869,16,5,1,Days,1,0,0,,Hindu,Male,Kr,,
1869,17,3,3,Days,1,0,0,,Hindu,Male,Kumara,,
1869,18,4,17,Hours,1,0,0,,Hindu,Male,Kishore,,
1869,19,4,2,Days,1,0,0,,Hindu,Female,Mukherjee,,
1869,20,4,5,Days,1,0,0,,Hindu,Female,Agrawal,,
1869,21,4,5,Days,1,0,0,,Hindu,Male,Gupta,,
1869,22,3,6,Days,1,0,0,,Hindu,Male,Kumar,,
1869,23,4,2,Days,1,0,0,,Hindu,Female,Gautam,,
1869,24,4,1,Days,1,0,0,,Hindu,Female,Gupta,,
1869,25,4,1,Days,1,0,0,,Hindu,Male,Kumar,,
1869,26,3,2,Days,1,0,0,,Hindu,Female,Lata,,
1869,27,3,1,Days,1,0,0,,Hindu,Male,Aniket,,
1869,28,2,3,Days,1,0,0,,Hindu,Female,Saha,,
1869,29,3,6,Days,1,0,0,,Hindu,Male,Sahu,,
1869,30,3,5,Days,1,0,0,,Hindu,Female,Lata,,
1869,31,3,5,Days,1,0,0,,Hindu,Female,Zeni,,
1869,32,3,6,Days,1,0,0,,Hindu,Female,Nutan,,
1869,33,3,6,Days,1,0,0,,Hindu,Male,Mishra,,
1869,34,4,16,Hours,1,0,0,,Hindu,Female,Kumari,,
1869,35,3,5,Days,1,0,0,,Hindu,Male,Gupta,,
1869,36,3,1,Days,1,0,0,,Hindu,Female,No surname,,
1869,37,3,2,Days,1,0,0,,Hindu,Male,Rajput,,
1869,38,2,3,Days,1,0,0,,Hindu,Female,Lata,,
1869,39,2,2,Days,1,0,0,,Hindu,Male,Jaiswal,,
1869,40,3,2,Days,1,0,0,,Hindu,Male,Sahu,,
1869,41,4,1,Days,1,0,0,,Hindu,Male,Pilu,,
1869,42,4,5,Days,1,0,0,,Hindu,Female,Verma,,
1869,43,4,1,Days,1,0,0,,Hindu,Male,Kumar,,
1869,44,4,4,Days,1,0,0,,Muslim,Male,Khan,,
1869,45,3,3,Days,1,0,0,,Hindu,Female,Jaiswal,,
1869,46,3,3,Days,1,0,0,,Hindu,Male,Jaiswal,,
1869,47,4,2,Days,1,0,0,,Hindu,Male,Agarwal,,
1869,48,1,1,Days,1,0,0,,Hindu,Male,Verma,,
1869,49,4,2,Days,1,0,0,,Hindu,Male,Choudary,,
1869,50,4,6,Days,1,0,0,,Hindu,Female,Bodra,,
1869,51,4,4,Days,1,0,0,,Hindu,Male,Agarwal,,
1869,52,3,2,Days,1,0,0,,Hindu,Male,Singh,,
1869,53,3,1,Days,1,0,0,,Hindu,Male,Gupta,,
1869,54,3,1,Days,1,0,0,,Hindu,Female,Gupta,,
1869,55,2,3,Days,1,0,0,,Hindu,Male,Armaan,,
1869,56,2,1,Days,1,0,0,,Hindu,Male,Singh,,
1869,57,2,6,Days,1,0,0,,Hindu,Male,Gupta,,
1869,58,3,18,Hours,1,0,0,,Hindu,Female,Kadla,,
1869,59,3,2,Days,1,0,0,,Hindu,Male,Jaiswal,,
1869,60,2,7,Hours,1,0,0,,Hindu,Male,Singh,,
9470,1,7,4,Minutes,,1,0,,,,Notifcations from here are prefered,,
9470,2,7,5,Hours,0,1,0,,,,prefered page,,
9470,3,5,15,Hours,1,0,0,,Hindu,Female,Bhattacharya,,
9470,4,5,16,Hours,0,1,0,,,,page,,
9470,5,5,5,Hours,1,0,0,,Hindu,Male,Mukharjee,,
9470,6,1,4,Hours,1,0,0,,Hindu,Female,Roy,,
9470,7,7,20,Hours,1,0,0,,Muslim,Male,Aziz,,
9470,8,3,13,Hours,1,0,0,,Hindu,Female,roy,,
9470,9,1,4,Hours,1,1,0,,,,singh/group,,
9470,10,1,23,Hours,0,1,0,,,,organization,,
9470,11,4,50,Minutes,1,0,0,,Hindu,Female,Paul,,
9470,12,4,3,Hours,0,1,0,,,,page,,
9470,13,4,30,Days,0,1,0,,,,page,,
9470,14,4,30,Days,0,1,0,,Hindu,Male,Chatterjee,,
9470,15,7,4,Hours,1,0,0,,Hindu,Female,Kuruganti/Deb,,
9470,16,2,24,Hours,1,0,0,,Hindu,Female,Mittal,,
9470,17,4,19,Hours,1,0,0,,Hindu,Male,Shukhla,,
9470,18,4,2,Days,1,0,0,,Hindu,Female,Dasgupta,,
9470,19,7,11,Hours,1,0,0,,Hindu,Male,Roy,,
9470,20,3,5,Hours,1,0,0,,Hindu,Female,Ganguli,,
9470,21,1,2,Hours,0,1,0,,,,page,,
9470,22,4,3,Hours,0,1,0,,,,page,,
9470,23,4,1,Days,1,0,0,,Hindu,Male,Bora,,
9470,24,7,9,Minutes,1,0,0,,Hindu,Female,Singh,,
9470,25,1,45,Minutes,1,1,0,,Hindu,Male,Bharduwaj,,
9470,26,1,2,Days,0,1,0,,Other,Male,singh,,
9470,27,4,2,Days,1,0,0,,Other,Male,Jain,,
9470,28,5,2,Days,1,0,0,,Hindu,Female,Chaurdary,,
9470,29,2,24,Hours,1,0,0,,,Female,Bal,,
9470,30,2,2,Days,1,0,0,,Hindu,Male,Kumar,,
9470,31,2,12,Hours,0,0,0,,Other,Male,Singh,,
9470,32,1,3,Days,1,1,0,,,,Dasgupta,,
9470,33,2,15,Hours,1,0,0,,Hindu,Female,Mukherjee,,
9470,34,4,22,Minutes,1,1,0,,Hindu,Female,Nath,,
9470,35,5,3,Days,1,0,0,,,Male,Basak,,
9470,36,4,2,Days,1,0,0,,Hindu,Female,Mittal,,
9470,37,1,16,Hours,1,0,0,,,Male,Fidelis,,
9470,38,5,45,Minutes,0,1,0,,,,page,,
9470,39,4,9,Minutes,0,1,0,,,,page,,
9470,40,2,6,Minutes,1,0,0,,Hindu,Female,Das,,
9470,41,4,19,Hours,1,0,0,,Hindu,Male,Shukhla,,
9470,42,4,2,Days,1,0,0,,Hindu,Female,Dasgupta,,
9470,43,7,11,Hours,1,0,0,,Hindu,Male,Roy,,
9470,44,3,5,Hours,1,0,0,,Hindu,Female,Ganguli,,
9470,45,1,2,Hours,0,1,0,,,,page,,
9470,46,4,3,Hours,0,1,0,,,,page,,
9470,47,4,1,Days,1,0,0,,Hindu,Male,Bora,,
9470,48,7,9,Minutes,1,0,0,,Hindu,Female,Singh,,
9470,49,1,45,Minutes,1,1,0,,Hindu,Male,Bharduwaj,,
9470,50,1,2,Days,0,1,0,,Other,Male,singh,,
9470,51,4,2,Days,1,0,0,,Other,Male,Jain,,
9470,52,5,2,Days,1,0,0,,Hindu,Female,Chaurdary,,
9470,53,2,24,Hours,1,0,0,,,Female,Bal,,
9470,54,2,2,Days,1,0,0,,Hindu,Male,Kumar,,
9470,55,2,12,Hours,0,0,0,,Other,Male,Singh,,
9470,56,1,3,Days,1,1,0,,Hindu,Male,Dasgupta,,
9470,57,2,15,Hours,1,0,0,,Hindu,Female,Mukherjee,,
9470,58,4,22,Minutes,1,1,0,,Hindu,Female,Nath,,
9470,59,5,3,Days,1,0,0,,,Male,Basak,,
9470,60,4,2,Days,1,0,0,,Hindu,Female,Mittal,,
3006,1,5,9,Hours,1,0,0,,Hindu,Male,Kumar,,
3006,2,6,6,Hours,1,0,0,,Hindu,Male,Raj,,
3006,3,6,3,Days,1,0,0,,Hindu,Male,Solanki,,
3006,4,6,6,Hours,1,0,0,,Hindu,Male,Rajput,,
3006,5,6,6,Hours,0,0,0,,,,,,
3006,6,6,2,Days,0,0,0,,,,suggested for you,,
3006,7,6,1,Days,1,0,0,,Hindu,Male,Kumar,,
3006,8,7,6,Hours,1,0,0,,Other,Female,Singh,,
3006,9,3,3,Days,0,0,0,,,,suggested for you,,
3006,10,6,3,Days,1,0,0,,Hindu,Male,Sharma,,
3006,11,6,10,Hours,1,0,0,,Hindu,Male,Kashyap,,
3006,12,2,2,Days,0,0,0,,,,suggested for you,,
3006,13,6,5,Hours,1,0,0,,Hindu,Male,Kumar,,
3006,14,6,1,Days,1,0,0,,Hindu,Male,Gupta,,
3006,15,6,55,Minutes,1,0,0,,Hindu,Male,Kumar,,
3006,16,5,3,Days,1,0,0,,Hindu,Male,Kumar,,
3006,17,6,21,Hours,1,0,0,,Hindu,Female,Saha,,
3006,18,7,19,Hours,0,0,0,,,,suggested for you,,
3006,19,7,3,Days,1,0,0,,Hindu,Male,Gadkari - minister in India,,
3006,20,6,10,Hours,0,0,0,,,,,,
3006,21,3,4,Days,0,0,0,,,,suggested for you,,
3006,22,3,5,Hours,1,0,0,,Hindu,Male,Kedia,,
3006,23,3,1,Days,1,0,0,,Hindu,Male,Adhikari,,
3006,24,3,3,Days,0,0,0,,,,suggested for you,,
3006,25,5,3,Days,1,0,0,,Hindu,Male,Solanki,,
3006,26,5,21,Hours,1,0,0,,Other,Male,Rajput,,
3006,27,5,10,Hours,1,0,0,,Hindu,Female,Kumari,,
3006,28,5,4,Hours,1,0,0,,Hindu,Male,Kashyap,,
3006,29,5,1,Hours,1,0,0,,Hindu,Male,Dev,,
3006,30,5,5,Hours,1,0,0,,Hindu,Male,Kumar,,
3006,31,5,1,Days,1,0,0,,Hindu,Male,Prasad,,
3006,32,5,1,Days,1,0,0,,Hindu,Male,suggested for you,,
3006,33,7,3,Days,0,0,0,,,,,,
3006,34,7,21,Hours,0,0,0,,,,VP of India,,
3006,35,6,3,Days,1,0,0,,Hindu,Female,Roy,,
3006,36,6,7,Hours,1,1,0,,,,page posting on group,,
3006,37,5,1,Days,1,1,0,,Hindu,Female,Jha,,
3006,38,5,5,Days,0,0,0,,,,suggested for you,,
3006,39,5,1,Days,1,0,0,,Muslim,Male,Khan,,
3006,40,5,21,Hours,1,0,0,,Muslim,Male,Ahmed,,
3006,41,5,23,Days,0,0,0,,,,suggested for you,,
3006,42,5,1,Days,1,0,0,,Hindu,Female,Chakraborty,,
3006,43,5,1,Days,1,0,0,,Hindu,Female,Vijayvargiya,,
3006,44,5,1,Days,1,0,0,,Hindu,Female,Sahni,,
3006,45,5,6,Days,0,0,0,,,,suggested for you,,
3006,46,5,18,Hours,1,0,0,,Hindu,Male,Anand,,
3006,47,5,1,Days,1,0,0,,Muslim,Female,Khatoon,,
3006,48,6,8,Hours,1,0,0,,Other,Male,Singh,,
3006,49,5,18,Hours,1,0,0,,Hindu,Male,indraprashta,,
3006,50,5,57,Minutes,1,0,0,,Hindu,Male,Prakash,,
3006,51,7,7,Hours,1,0,0,,Other,Male,Singh,,
3006,52,7,1,Days,1,0,0,,Hindu,Male,Kumar,,
3006,53,2,20,Hours,1,0,0,,Hindu,Male,Sahu,,
3006,54,5,21,Hours,1,0,0,,Muslim,Male,Ahmed,,
3006,55,5,22,Hours,1,0,0,,Hindu,Female,Toppo,,
3006,56,6,8,Hours,0,0,0,,,,,,
3006,57,6,3,Days,0,0,0,,,,suggested for you,,
3006,58,6,9,Hours,1,0,0,,Hindu,Male,Kumar,,
3006,59,6,1,Days,0,0,0,,,,,,
3006,60,5,18,Days,0,0,0,,,,suggested for you,,
6482,1,5,1,Days,1,0,0,,Muslim,Female,"Shaikh. aug 28, 10:30",,
6482,2,5,15,Hours,1,1,0,,Hindu,Female,Khan,,
6482,3,6,1,Days,1,0,0,,Muslim,Female,"Shaikh. aug 28, 10:30",,
6482,4,5,5,Days,1,0,0,,Muslim,Female,"Akhtar. Aug 24, 23:01",,
6482,5,6,5,Days,0,0,0,,,,"Suggested Page. Aug 24, 22:51",,
6482,6,6,9,Hours,1,1,0,,Muslim,Male,Karthi,,
6482,7,6,8,Hours,0,0,0,,,,Page ,,
6482,8,5,3,Days,1,0,0,,Muslim,Female,"Kainaat. aug 26, 19:56",,
6482,9,5,15,Hours,1,0,0,,Muslim,Female,Khan,,
6482,10,5,3,Hours,1,0,0,,Muslim,Female,Khan,,
6482,11,6,10,Days,1,0,0,,Hindu,Male,Suggested - Varun Pruthi,,
6482,12,6,4,Hours,0,0,0,,,,Page ,,
6482,13,7,4,Days,1,0,0,,Muslim,Female,"Sheikh. aug 25, 13:56",,
6482,14,4,2,Days,1,0,0,,Hindu,Male,"Tayade. Aug 27, 16:50",,
6482,15,4,33,Minutes,0,0,0,,,,Suggested Page,,
6482,16,6,3,Days,1,0,0,,Muslim,Male,"Pratapgarhi. Aug 26, 14:18",,
6482,17,6,2,Hours,0,0,0,,,,Suggested Page - Bikaner Patrika,,
6482,18,5,3,Days,1,0,0,,Muslim,Female,"Khan. Aug 26, 4:49",,
6482,19,5,2,Days,1,0,0,,Hindu,Male,"Tayade. Aug 27, 23:19",,
6482,20,4,3,Days,0,0,0,,,,"Suggested Page. Aug 26, 12:00",,
6482,21,4,2,Days,1,0,0,General,Hindu,Female,"Singh. Aug 27, 21:36",,
6482,22,4,12,Hours,1,0,0,General,Hindu,Female,Singh,,
6482,23,5,3,Days,1,0,0,,Muslim,Female,"Khan. Aug 26, 4:50",,
6482,24,4,23,Days,0,0,0,,,,"Suggested Page. Aug 6, 21:00",,
6482,25,6,3,Days,1,0,0,,Muslim,Female,"Khan. Aug 26, 21:09",,
6482,26,6,1,Days,1,0,0,,Muslim,Female,"Khan. Aug 28, 20:05",,
6482,27,5,1,Hours,0,0,0,,,,Page,,
6482,28,5,1,Days,0,0,0,,,,"Suggested Page. Aug 28, 20:21",,
6482,29,6,5,Hours,1,0,0,,Muslim,Male,"Pratapgarhi. Notification at the top of the post says participant's seeing posts from this person first. When asked, she said she had not manually changed any settings to priotise posts from this page. ",,
6482,30,5,16,Hours,1,0,0,,Muslim,Male,"Pratapgarhi. Notification at the top of the post says participant's seeing posts from this person first. When asked, she said she had not manually changed any settings to priotise posts from this page. ",,
6482,31,5,4,Days,1,0,0,,Hindu,Male,"Suggested Page - Pushkar Raj Thakur: Business Coach. Aug 25, 13:18",,
6482,32,5,2,Days,0,0,0,,,,"Page. Aug 27, 13:23",,
6482,33,4,2,Hours,1,1,0,,Muslim,Male,Faisal,,
6482,34,6,3,Days,0,0,0,,,,"Suggested Page. CENNEWS. Aug 26, 22:56",,
6482,35,5,3,Days,1,0,0,,Muslim,Female,"Khan. Aug 26, 4:452",,
6482,36,4,3,Days,1,0,0,,Muslim,Female,"Khan (this person's posts have been coming up a lot). Aug 26, 4:51",,
6482,37,4,2,Days,1,1,0,,Muslim,Male,"Faisal. Aug 27, 16:36",,
6482,38,6,9,Days,1,0,0,,Hindu,Male,"Suggested - Varun Pruthi. Aug 20, 00:45",,
6482,39,6,8,Minutes,1,1,0,,Muslim,Male,Haider,,
6482,40,5,4,Days,0,0,0,,,,"Suggested Page. Aug 25, 16:30",,
6482,41,7,4,Days,0,0,0,,,,"Page. Aug 25, 22:11",,
6482,42,4,1,Days,1,0,0,,Muslim,Female,"Rajput. aug 28, 9:20",,
6482,43,4,4,Days,1,0,0,,Hindu,Male,"Suggested Page - Raj Barman. Aug 25, 12:32",,
6482,44,5,3,Days,1,0,0,,Hindu,Male,"Tayade. Aug 26, 22:14",,
6482,45,7,3,Hours,1,1,0,,Hindu,Male,Ghosh,,
6482,46,6,4,Hours,1,0,0,,Muslim,Male,Khan,,
6482,47,4,1,Days,1,0,0,,Hindu,Female,"Sharma. Aug 28, 20:53",,
6482,48,7,6,Days,1,0,0,,Hindu,Female,"Suggested Page - Meetu Mummy & Himadri Pruthi. Aug 23, 18:11",,
6482,49,3,1,Days,1,0,0,,Hindu,Female,"Sharma. Aug 28, 20:52",,
6482,50,4,1,Days,1,0,0,Not Indian,Other,Female,"Cooper (looks like a fake page). Aug 28, 23:13",,
6482,51,5,16,Days,0,0,0,,,,"Suggested Page - MukTan. Aug 13, 22:15",,
6482,52,7,1,Days,1,0,0,,Muslim,Female,"Rajput. Aug 28, 9:20",,
6482,53,4,3,Days,1,1,0,,Muslim,Male,"Khan. Aug 26, 11:08",,
6482,54,5,1,Days,1,0,0,,Muslim,Male,"Pratapgarhi. Notification at the top of the post says participant's seeing posts from this person first. When asked, she said she had not manually changed any settings to priotise posts from this page. ",,
6482,55,5,1,Days,1,0,0,,Muslim,Male,"Pratapgarhi. notification at the top of the post says participant's seeing posts from this person first. When asked, she said she had not manually changed any settings to priotise posts from this page. ",,
6482,56,5,5,Days,0,0,0,,,,"Suggested Page. Aug 24, 14:05",,
6482,57,3,3,Days,1,0,0,,Muslim,Female,"Khan. Aug 26, 22:22",,
6482,58,6,1,Days,1,1,0,,Muslim,Male,"Bilal. Aug 28, 10:27",,
6482,59,7,1,Days,1,1,0,,Hindu,Female,"Medewar. Aug 28, 17:12",,
6482,60,7,12,Days,1,0,0,,Hindu,Male,"Suggested Page - Pushkar Raj Thakur: Business Coach. Aug 17, 14:00",,
4697,1,7,21,Hours,1,0,0,General,Hindu,Male,Tewari (has changed notifictions to see their posts first),,
4697,2,5,4,Hours,1,0,0,,Hindu,Female,Jagwani - facebook fundraiser,,
4697,3,2,4,Hours,1,0,0,,Hindu,Female,Jaggi,,
4697,4,6,4,Days,1,0,0,,Hindu,Female,"Khurana. Aug 27, 12:05 ",,
4697,5,5,3,Days,1,0,0,,Hindu,Female,Mahapatra,,
4697,6,3,16,Hours,1,0,0,,Hindu,Female,Poddar,,
4697,7,3,15,Hours,1,0,0,,Hindu,Male,Malik - not sure of religion,,
4697,8,3,,,1,0,0,,Hindu,Female,"Bhatia. Replied to a comment on a post from Aug 30, 2017",,
4697,9,2,2,Days,0,0,0,,,,"Suggested Page. Aug 29, 21:30",,
4697,10,4,3,Days,0,0,0,,,,"Page - Brut India. Aug 28, 13:21",,
4697,11,4,3,Days,1,0,0,,Hindu,Female,"Arora. Aug 28, 17:54",,
4697,12,4,21,Hours,0,0,0,,,,Suggested Page - moneycontrol,,
4697,13,4,3,Days,1,0,0,,Hindu,Female,"Mahapatra. Aug 28, 23:06",,
4697,14,4,17,Hours,1,0,0,,Hindu,Female,Kanwar,,
4697,15,3,1,Days,0,0,0,,,,"Page - Brut India. Aug 30, 12:30",,
4697,16,2,5,Days,0,0,0,,,,"Suggested Page - MetDaan Makeup. Aug 26, 20:30",,
4697,17,3,2,Days,1,0,0,,Hindu,Female,"Batra. Aug 29, 3:30",,
4697,18,3,2,Hours,0,0,0,,,,Page - The Little Big Co.,,
4697,19,1,16,Hours,0,0,0,,,,Page - Brut India,,
4697,20,1,16,Hours,0,0,0,,,,Suggested Page - Following Love,,
4697,21,3,37,Minutes,1,0,0,,Hindu,Female,Batra - shared a memory,,
4697,22,3,13,Hours,1,0,0,,Hindu,Female,Chhabra,,
4697,23,2,5,Hours,1,0,0,,Muslim,Female,Saraf - not sure of religion,,
4697,24,2,16,Days,0,0,0,,,,"Suggested PAge - LADbible. Aug 15, 19:42",,
4697,25,1,14,Hours,1,0,0,,Hindu,Male,Sachdeva,,
4697,26,3,3,Days,1,0,0,,Hindu,Female,"Khurana. Aug 28, 21:03",,
4697,27,1,4,Days,1,0,0,,Hindu,Female,"Modi. Aug 29, 20:07",,
4697,28,2,6,Days,0,0,0,,,,"Suggested Page - BBC Asian Network. Aug 25, 19:27",,
4697,29,6,1,Days,1,0,0,,Hindu,Female,"Khurana. aug 30, 14:39",,
4697,30,1,4,Hours,1,0,0,,Hindu,Male,Anand - two friends shared a post,,
4697,31,1,17,Hours,1,0,0,,Hindu,Male,Sethi - same as above,,
4697,32,1,8,Hours,1,0,0,,Hindu,Female,Panda,,
4697,33,2,3,Days,0,0,0,,,,"Suggested Page - The Dodo. Aug 28, 9:30",,
4697,34,3,19,Hours,1,0,0,,Hindu,Female,Ishita - no last name,,
4697,35,3,1,Days,0,0,0,,,,"Page - The Quint. Aug 20, 8:26",,
4697,36,3,3,Days,1,1,0,,Hindu,Male,"Agrawal. Aug 28, 21:05",,
4697,37,3,3,Days,0,0,0,,,,"Suggested Page - Funniest Family Moments. Aug 28, 10:15",,
4697,38,3,3,Days,0,0,0,,,,"Page - Brut India. Aug 28, 23:30",,
4697,39,4,2,Days,1,0,0,,Hindu,Female,"Gupta. Aug 29, 16:01",,
4697,40,3,18,Minutes,0,0,0,,,,Page - BuzzFeed Food,,
4697,41,1,6,Days,0,0,0,,,,"Suggested Page - MetDaan Fashion. Aug 25, 8:30",,
4697,42,4,1,Days,1,0,0,,Hindu,Female,"Tuteja. Aug 30, 1:27",,
4697,43,2,15,Hours,0,0,0,,,,Page - Sahas,,
4697,44,3,2,Days,0,0,0,,,,"Page - JEET. Aug 29, 22:24",,
4697,45,5,2,Days,0,0,0,,,,"Suggested Page. Aug 29, 23:00",,
4697,46,5,2,Hours,0,0,0,,,,Page - Feminism in India,,
4697,47,1,2,Hours,0,0,0,,,,"Page - Brut India. Aug 28, 22:30",,
4697,48,5,1,Days,1,0,0,,Hindu,Female,"Saksha. Aug 30, 11:22",,
4697,49,5,1,Hours,0,0,0,,,,Page - Feminism in India,,
4697,50,2,4,Days,0,0,0,,,,"Suggested Page - LADBible. Aug 27, 12:57",,
4697,51,2,2,Days,0,0,0,,,,"Page - Brut India. Aug 29, 12:40",,
4697,52,2,2,Days,1,0,0,,Hindu,Female,"Rastogi. Aug 29, 2:49",,
4697,53,1,6,Days,1,0,0,,Hindu,Female,Bhatia. Friend commented on celebrity post.,,
4697,54,2,2,Days,1,1,0,,Hindu,Female,"Balaram. aug 29, 19:12",,
4697,55,3,2,Days,1,0,0,,Hindu,Male,"Khanna. Aug 29, 21:12",,
4697,56,3,15,Minutes,0,0,0,,,,Page - Dream Gril Foundation,,
4697,57,3,5,Days,0,0,0,,,,"Suggested Page - The Dodo. Aug 26, 18:30",,
4697,58,5,2,Days,0,0,0,,,,Page - Scroll,,
4697,59,4,2,Days,1,0,0,,Hindu,Male,"Grover. Aug 29, 14:38. Shared a memory.",,
4697,60,3,4,Minutes,0,0,0,,,,Page - UNILAD,,
3607,1,1,1,Hours,0,0,0,,,,Page - RVCJ Media,,
3607,2,1,4,Hours,0,0,0,,,,Page - Times Now,,
3607,3,1,2,Days,0,0,0,,,,"Suggested Page. Aug 29, 15:00",,
3607,4,5,4,Hours,0,0,0,,,,Suggested Page - NDTV,,
3607,5,4,5,Hours,1,0,0,,Hindu,Female,Raj Dubey(last name),,
3607,6,6,1,Days,0,0,0,,,,"Suggested Page - Balcony Garden Web. Aug 30, 11:38",,
3607,7,3,36,Minutes,0,0,0,,,,Page - India TV,,
3607,8,6,4,Hours,1,0,0,,Hindu,Female,Madhulika,,
3607,9,2,3,Hours,0,0,0,,,,Page - RVCJ Media,,
3607,10,3,13,Minutes,0,0,0,,,,Suggested Page - Tadka Bollywood,,
3607,11,5,5,Hours,0,0,0,,,,Page - IMI Culture and Event Management Cell,,
3607,12,6,1,Days,0,0,0,,,,"Suggested Page - Hmm. Aug 30, 21:44",,
3607,13,6,15,Minutes,0,0,0,,,,Page,,
3607,14,5,5,Hours,0,0,0,,,,Page - Foods and Flavors,,
3607,15,1,1,Hours,0,0,0,,,,Page ,,
3607,16,4,2,Days,0,0,0,,,,"Suggested Page - You're Gorgeous. Aug 29, 20:00",,
3607,17,6,4,Hours,0,0,0,,,,Page - The Logical Indian,,
3607,18,4,2,Days,0,0,0,,,,"Page - Gobble. Aug 29, 15:03",,
3607,19,5,1,Hours,0,0,0,,,,Page - MTV India,,
3607,20,5,3,Days,0,0,0,,,,"Suggested Page - FAIL Blog. Aug 28, 1:30",,
3607,21,1,7,Hours,0,0,0,,,,Page - RVCJ Media,,
3607,22,6,4,Hours,1,0,0,,Hindu,Male,Pruthi,,
3607,23,7,9,Hours,0,0,0,,,,Page - Did you know World,,
3607,24,6,4,Hours,0,0,0,,,,Page - Ranchi Updates,,
3607,25,1,1,Days,0,0,0,,,,"Suggested Page - Homebliss. Aug 30, 13:01",,
3607,26,1,10,Minutes,0,0,0,,,,Page - Dainik Bhaskar,,
3607,27,2,3,Days,0,0,0,,,,"Suggested Page - Street Food REcipes. Aug 28, 17:37",,
3607,28,5,3,Days,0,0,0,,,,"Page - Gobble. Aug 28, 12:32",,
3607,29,6,1,Days,0,0,0,,,,"Suggested Page - 5 Minute Crafts Teens. Aug 30, 13:00",,
3607,30,1,1,Hours,0,0,0,,,,Page - RVCJ Media,,
3607,31,1,54,Minutes,0,0,0,,,,Page - India TV,,
3607,32,3,6,Hours,1,0,0,,Hindu,Female,Ansh,,
3607,33,3,1,Days,0,0,0,,,,"Suggested Page - MensXP. Aug 30, 19:00",,
3607,34,2,2,Days,1,0,0,,Hindu,Female,"Madhulika. aug 29, 7:10",,
3607,35,6,28,Days,0,0,0,,,,"Suggested Page - Engineers choice. Aug 3, 14:05",,
3607,36,5,2,Days,0,0,0,,,,"Page - Gobble. Aug 29, 13:54",,
3607,37,3,10,Minutes,1,0,0,Other Backward Classes (OBC),Hindu,Male,Celebrity Page - Yuvraj Singh,,
3607,38,1,5,Hours,1,0,0,,Hindu,Female,Das,,
3607,39,6,3,Days,0,0,0,,,,"Suggested Page - TheBetterIndia. Aug 28, 8:30",,
3607,40,3,6,Hours,1,0,0,,Hindu,Female,Ansh,,
3607,41,1,8,Hours,1,0,0,,Other,Male,Mercer (Christian),,
3607,42,4,3,Days,1,0,0,,Hindu,Female,"Madhulika. Aug 28, 11:25",,
3607,43,4,3,Days,0,0,0,,,,"Suggested Page - DeMilked. Aug 28, 21:30",,
3607,44,7,4,Days,0,0,0,,,,"Page - Mr Bean. Aug 27, 19:30",,
3607,45,5,3,Days,0,0,0,,,,"Suggested Page - Mumbai Food Vlog. aug 28, 12:30",,
3607,46,2,5,Hours,0,0,0,,,,Page - Zayka Ka Tadka,,
3607,47,5,2,Hours,0,0,0,,,,Page ,,
3607,48,6,4,Days,0,0,0,,,,"Suggested Page - Aug 27, 21:00",,
3607,49,4,6,Hours,1,0,0,,Hindu,Female,Ansh,,
3607,50,5,2,Days,0,0,0,,,,"Suggested Page - Dump a Day. Aug 29, 17:30",,
3607,51,2,7,Minutes,0,0,0,,,,Page - POPxo,,
3607,52,6,3,Days,0,0,0,,Hindu,Female,"Celebrity Page. Aug 28, 18:30",,
3607,53,3,1,Days,0,0,0,,,,"Page - Bored Panda. Aug 30, 00:17",,
