"","primary.id","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q1","Q2","self.race","self.race.free","gender","age","education","covid.usage","pre.covid.usage","last.login","subject_id","manual_diag","date","subject_gender_RA","subject_race_RA","source","total_friends","recorded.posts","mean.rating","sd.rating","median.rating","pymk.recorded.posts","pymk.mean.rating","pymk.sd.rating","pymk.median.rating"
"143","2020-06-114456","2020-06-11 14:01:20","2020-06-11 14:05:12","IP Address","24.161.126.236",100,232,"True","2020-06-11 14:05:13","R_1jTZXLC1d6W04cU",NA,NA,NA,NA,40.7682952880859,-73.9802017211914,"anonymous","EN","Yes, I consent to participate","CDR","Asian","My race is Asian. My ethnicity is Chinese/Taiwanese. ""Asian"" comes to mind when I answer similar questions on official forms.","Female",23,"Bachelor's degree","A few times a week","A few times a week","Within the past day",4456,0,2020-06-11,"female","asian","CDR 1",137,60,3.51666666666667,1.76108274347872,4,60,2.63333333333333,1.9307210093173,1.5
"144","2020-06-118748","2020-06-11 14:01:25","2020-06-11 14:02:53","IP Address","107.137.192.236",100,88,"True","2020-06-11 14:02:54","R_3iqkLT317tFfLKD",NA,NA,NA,NA,39.7220001220703,-84.0326995849609,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian American","Female",20,"Some college, no degree","A few times an hour","A few times a month","Within the past hour",8748,0,2020-06-11,"female","asian","CDR 1",2113,60,1.46666666666667,0.853043736170197,1,60,1.65,1.20486302759037,1
"145","2020-06-121176","2020-06-12 12:03:09","2020-06-12 12:06:22","IP Address","198.161.136.18",100,193,"True","2020-06-12 12:06:22","R_8kXeAX7U5mIn9Ad",NA,NA,NA,NA,41.8881988525391,-87.6164016723633,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Chinese American / Asian","Female",29,"Master's degree","A few times an hour","A few times a day","Within the past day",1176,0,2020-06-12,"female","asian","CDR 1",2224,60,4,1.34037687591644,4,60,1.95,1.73131673217775,1
"146","2020-06-121729","2020-06-12 12:29:08","2020-06-12 12:31:40","IP Address","24.44.74.40",100,152,"True","2020-06-12 12:31:41","R_11ZSIO8wnsFy5qz",NA,NA,NA,NA,40.9450988769531,-74.2530975341797,"anonymous","EN","Yes, I consent to participate","cdr","White","I am a descendant of Eastern European parents, I just say white","Male",21,"Some college, no degree","A few times a week","A few times a month","Within the past day",1729,0,2020-06-12,"male","white","CDR 1",457,60,3.41666666666667,0.94405663911288,3,60,2.81666666666667,1.40810807880003,3
"147","2020-06-122233","2020-06-12 11:02:57","2020-06-12 11:05:13","IP Address","173.79.208.96",100,136,"True","2020-06-12 11:05:14","R_2CP2pgaGWK3efma",NA,NA,NA,NA,38.8596954345703,-77.197998046875,"anonymous","EN","Yes, I consent to participate","cdr","White","White. I often wonder where caucasian came from and what that even means","Female",25,"Master's degree","A few times a day","A few times a week","Within the past hour",2233,0,2020-06-12,"female","white","CDR 1",1427,60,2.8,1.86674737517208,2,60,2.31666666666667,1.80856405880529,1
"148","2020-06-122644","2020-06-12 10:59:22","2020-06-12 11:01:15","IP Address","73.51.45.35",100,112,"True","2020-06-12 11:01:15","R_pua1RMW5ZpwcGat",NA,NA,NA,NA,41.9024963378906,-87.6725997924805,"anonymous","EN","Yes, I consent to participate","cdr","Other","Caucasion/Middle-eastern","Female",27,"Master's degree","A few times a day","A few times a day","Within the past hour",2644,0,2020-06-12,"female","white","CDR 1",1156,60,1.51666666666667,0.79172985177527,1,60,3.68333333333333,2.66484754336501,2.5
"149","2020-06-124382","2020-06-12 13:59:48","2020-06-12 14:01:48","IP Address","73.110.46.199",100,120,"True","2020-06-12 14:01:49","R_3qqDQHAN8YqMuHN",NA,NA,NA,NA,41.9230041503906,-87.7530975341797,"anonymous","EN","Yes, I consent to participate","cdr","Black or African American","Black/African-American and I always put this, don't think too much about it","Non-binary",24,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",4382,0,2020-06-12,"male","black or african american","CDR 1",2642,60,3.83333333333333,1.54224870674166,3,60,1.88333333333333,1.31602465932626,1
"150","2020-06-126745","2020-06-12 14:02:13","2020-06-12 14:03:36","IP Address","104.13.160.58",100,82,"True","2020-06-12 14:03:36","R_0JRq0tvpsgnUTL3",NA,NA,NA,NA,32.8645935058594,-96.7883987426758,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian - nothing more comes to mind.","Male",34,"Master's degree","A few times a week","A few times a week","Within the past day",6745,0,2020-06-12,"male","asian","CDR 1",415,60,5.36666666666667,1.46098024519025,5,60,2.45,2.16618856089583,1
"151","2020-06-127653","2020-06-12 13:31:02","2020-06-12 13:33:31","IP Address","73.110.41.80",100,148,"True","2020-06-12 13:33:31","R_cTMCFeuMZUPjbe9",NA,NA,NA,NA,41.8986053466797,-87.7379989624023,"anonymous","EN","Yes, I consent to participate","cdr","Black or African American","My father is Moroccan and my mother is from Oregon. I would identify myself as Black.","Female",23,"Bachelor's degree","A few times a week","A few times a week","Within the past week",7653,0,2020-06-12,"female","black or african american","CDR 1",1828,60,3.38333333333333,1.59545611847794,3,60,2.91666666666667,1.81604586915366,2.5
"152","2020-06-128451","2020-06-12 11:01:45","2020-06-12 11:03:46","IP Address","24.193.147.41",100,120,"True","2020-06-12 11:03:46","R_3CTrvvSm0PlshQl",NA,NA,NA,NA,40.7292022705078,-73.7514038085938,"anonymous","EN","Yes, I consent to participate","cdr","Other","Guyanese","Female",19,"Some college, no degree","A few times a week","A few times a month","Within the past day",8451,0,2020-06-12,"female","asian","CDR 1",935,60,1.76666666666667,1.19839817760642,1,60,1.75,1.39763723136888,1
"153","2020-06-129141","2020-06-12 13:53:39","2020-06-12 13:57:34","IP Address","64.53.233.188",100,234,"True","2020-06-12 13:57:34","R_2VsFrjz4SMCKwNH",NA,NA,NA,NA,42.0648040771484,-87.9356002807617,"anonymous","EN","Yes, I consent to participate","CDR","Two or more","Caucasian Hispanic and Ashkenazi Jewish

What comes to mind is that sometimes you cannot select Caucasian and Hispanic, and in those situations I just select Caucasian.","Non-binary",33,"Master's degree","A few times a day","A few times a day","Within the past hour",9141,0,2020-06-12,"female","white","CDR 1",237,60,4.3,2.46535313934838,5,60,2.23333333333333,2.1182553315683,1
"154","2020-06-221915","2020-06-22 14:05:36","2020-06-22 14:08:41","IP Address","67.176.159.155",100,185,"True","2020-06-22 14:08:42","R_1doH3uh9HalFcpu",NA,NA,NA,NA,41.8018035888672,-87.5992965698242,"anonymous","EN","Yes, I consent to participate","cdr","White","I define my race as ""white"" and this is the box that I check on all forms","Female",21,"Some college, no degree","A few times a day","A few times a week","Within the past day",1915,0,2020-06-22,"female","white","CDR 1",281,32,3.65625,1.94454364826301,3.5,60,2.33333333333333,1.50329205600566,2
"155","2020-06-223256","2020-06-22 14:15:14","2020-06-22 14:17:16","IP Address","99.149.84.238",100,121,"True","2020-06-22 14:17:16","R_UQlYg7CvH4QebUB",NA,NA,NA,NA,41.9459991455078,-87.7033004760742,"anonymous","EN","Yes, I consent to participate","cdr","Hispanic","Mexican-American, Latina, Hispanic","Female",23,"Bachelor's degree","A few times a month","A few times a month","Within the past day",3256,0,2020-06-22,"female","hispanic","CDR 1",821,60,4.13333333333333,2.02079583808188,5,60,1.45,0.768555766422772,1
"156","2020-06-224557","2020-06-22 12:30:21","2020-06-22 12:33:01","IP Address","108.213.11.197",100,160,"True","2020-06-22 12:33:02","R_AnAcu1EAGQ9LNYd",NA,NA,NA,NA,41.1412963867188,-81.3444976806641,"anonymous","EN","Yes, I consent to participate","cdr","White","White or Caucasian - nothing in particular comes to mind. I just check the appropriate box based on what the available choices are. ","Female",48,"Master's degree","A few times a week","A few times a week","Within the past day",4557,0,2020-06-22,"female","white","CDR 1",305,60,5.61666666666667,1.84199290256704,7,60,3.56666666666667,2.42421866963195,4
"157","2020-06-225231","2020-06-22 11:30:53","2020-06-22 11:33:03","IP Address","97.104.236.232",100,130,"True","2020-06-22 11:33:03","R_2znA8zVX53vkbOq",NA,NA,NA,NA,28.4985961914062,-81.5353012084961,"anonymous","EN","Yes, I consent to participate","cdr","White","White/caucasian. I assume that organizations are looking at the racial and ethnic makeup of the participants in their study or organization. ","Female",33,"Master's degree","A few times a day","A few times a day","Within the past hour",5231,0,2020-06-22,"female","white","CDR 1",782,60,3.78333333333333,1.42723706850597,4,60,3.21666666666667,2.24810026517055,3
"158","2020-06-225839","2020-06-22 12:30:22","2020-06-22 12:31:28","IP Address","76.97.182.118",100,66,"True","2020-06-22 12:31:29","R_3MKyFw0Mc7WMZda",NA,NA,NA,NA,34.0240020751953,-84.2396011352539,"anonymous","EN","Yes, I consent to participate","cdr","Asian","korean american","Female",20,"Some college, no degree","A few times a week","A few times a week","Within the past day",5839,0,2020-06-22,"female","asian","CDR 1",658,60,3.45,1.97805759885975,3.5,60,1.96666666666667,1.27514261969592,2
"159","2020-06-226779","2020-06-22 11:09:27","2020-06-22 11:11:36","IP Address","88.17.29.162",100,128,"True","2020-06-22 11:11:36","R_1fiIztw1fyH4dCP",NA,NA,NA,NA,40.414306640625,-3.70159912109375,"anonymous","EN","Yes, I consent to participate","cdr","White","European white","Female",25,"Bachelor's degree","A few times a month","A few times a month","Within the past day",6779,0,2020-06-22,"female","asian","CDR 1",1105,60,3.03333333333333,1.68710630477626,3,60,2.05,1.39520972240431,1
"160","2020-06-226779","2020-06-22 12:31:44","2020-06-22 12:32:58","IP Address","69.136.176.77",100,74,"True","2020-06-22 12:32:58","R_3sbpqAZdFH47e3H",NA,NA,NA,NA,42.1614074707031,-87.9660034179688,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Chinese","Female",19,"Some college, no degree","A few times a day","A few times a day","Within the past hour",6779,0,2020-06-22,"female","asian","CDR 1",1105,60,3.03333333333333,1.68710630477626,3,60,2.05,1.39520972240431,1
"161","2020-06-226780","2020-06-22 11:02:33","2020-06-22 11:04:46","IP Address","34.98.221.19",100,132,"True","2020-06-22 11:04:46","R_3MJrAaJAqpXSbrB",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Indian","Female",22,"Bachelor's degree","A few times a day","A few times a day","Within the past day",6780,0,2020-06-22,"female","asian","CDR 1",568,60,4.11666666666667,1.96659963497754,4,60,2.88333333333333,2.1320131861667,2
"162","2020-06-228395","2020-06-22 11:06:19","2020-06-22 11:10:24","IP Address","24.211.198.106",100,244,"True","2020-06-22 11:10:25","R_1LZlb7Z9qVi2OFO",NA,NA,NA,NA,36.077392578125,-79.0879974365234,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I think about how many others answer this and look at the categories if they break Asian down more and try to think about where I fit. ","Female",23,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",8395,0,2020-06-22,"female","asian","CDR 1",108,60,2.11666666666667,1.41531174821407,1,60,1.95,1.44298419597392,1
"163","2020-06-228580","2020-06-22 14:08:50","2020-06-22 14:10:13","IP Address","71.57.69.88",100,82,"True","2020-06-22 14:10:13","R_2tmys0vPFnfbjEy",NA,NA,NA,NA,41.7821044921875,-87.6045989990234,"anonymous","EN","Yes, I consent to participate","CDR","Two or more","I am biracial","Female",25,"Master's degree","A few times a week","A few times a week","Within the past week",8580,0,2020-06-22,"female","white","CDR 1",818,60,1.9,1.14536649452464,1,60,2.26666666666667,1.75505726080392,1
"164","2020-06-229588","2020-06-22 14:09:43","2020-06-22 14:11:35","IP Address","75.66.135.168",100,111,"True","2020-06-22 14:11:35","R_3dWmUvieGQSL6AE",NA,NA,NA,NA,32.3045959472656,-89.9621963500977,"anonymous","EN","Yes, I consent to participate","cdr","White","White","Female",50,"Professional degree","A few times an hour","A few times a day","Within the past hour",9588,0,2020-06-22,"female","white","CDR 1",385,60,4,2.62968709874162,4.5,60,3.5,2.30327695811049,3
"165","2020-06-231849","2020-06-23 10:01:30","2020-06-23 10:03:12","IP Address","108.194.58.140",100,102,"True","2020-06-23 10:03:12","R_UFRJBUdmlon0ZjP",NA,NA,NA,NA,33.0950927734375,-96.880500793457,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian Chinese
Asian Pacific Islander","Female",61,"Master's degree","A few times a month","A few times a year","Within the past week",1849,0,2020-06-23,"female","asian","CDR 1",22,60,3.23333333333333,2.24262759527155,2.5,60,3.55,1.73131673217775,4
"166","2020-06-231947","2020-06-23 08:02:27","2020-06-23 08:05:52","IP Address","73.39.154.224",100,204,"True","2020-06-23 08:05:52","R_3JtkVIOA0fu2OhY",NA,NA,NA,NA,38.9521942138672,-77.0252990722656,"anonymous","EN","Yes, I consent to participate","cdr","White","I always identify as White - my family comes from a variety of different places (Scotland, Italy, England) but I have strong ties to any of those roots","Female",22,"Bachelor's degree","A few times a week","A few times a week","Within the past day",1947,0,2020-06-23,"female","white","HDSL",652,60,2.5,2.17458353698404,1,60,2.81666666666667,1.71228528696441,2.5
"167","2020-06-232247","2020-06-23 11:24:00","2020-06-23 11:27:53","IP Address","71.89.108.29",100,232,"True","2020-06-23 11:27:53","R_3rt1mWD2JAGrhvz",NA,NA,NA,NA,43.0334014892578,-89.4512023925781,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I usually just put Asian, but I prefer to identify myself specifically as Chinese American.","Female",19,"Some college, no degree","A few times a day","A few times a month","Within the past day",2247,0,2020-06-23,"female","asian","CDR 1",889,60,2.58333333333333,1.57621802960002,2,60,2.18333333333333,1.7897227004854,1
"168","2020-06-232385","2020-06-23 12:33:30","2020-06-23 12:35:53","IP Address","75.31.174.110",100,143,"True","2020-06-23 12:35:54","R_2ds8yYSXIujt6gP",NA,NA,NA,NA,33.7872924804688,-117.923095703125,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I would describe Asian as a culture with many festivities, traditions, and ao dai's. We are a family ethnicity, usually having yellow skin and dark black hair.","Female",19,"Graduated high school","A few times a day","A few times a day","Within the past day",2385,0,2020-06-23,"female","asian","CDR 1",2252,60,4.85,1.73522821241258,5,60,2.28333333333333,1.83276827450243,1
"169","2020-06-232555","2020-06-23 13:24:32","2020-06-23 13:29:05","IP Address","154.160.9.73",100,273,"True","2020-06-23 13:29:05","R_3pbVdbKdzYKJGY5",NA,NA,NA,NA,5.55020141601562,-0.2174072265625,"anonymous","EN","Yes, I consent to participate","cdr","Black or African American","African","Male",24,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",2555,0,2020-06-23,"male","black or african american","CDR 1",2042,48,5.04166666666667,1.74987334901377,5,NA,NA,NA,NA
"170","2020-06-233043","2020-06-23 11:23:31","2020-06-23 11:26:34","IP Address","50.5.226.54",100,182,"True","2020-06-23 11:26:34","R_1HbFQOvCsL66kBp",NA,NA,NA,NA,39.1416931152344,-84.5171966552734,"anonymous","EN","Yes, I consent to participate","cdr","White","I am a white American. I recently found out that I'm of British and Irish ancestry, but I don't have that as a point of emphasis for myself. Normally it's just a box to check on a form. ","Female",23,"Bachelor's degree","A few times a day","A few times a day","Within the past day",3043,0,2020-06-23,"female","white","CDR 1",1252,60,5.05,1.29438160092515,5,60,1.46666666666667,0.791194477081945,1
"171","2020-06-233196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female","hispanic","CDR 1",109,60,4.83333333333333,1.87007356573022,5,60,2.45,1.76044100792184,2
"172","2020-06-236652","2020-06-23 10:01:51","2020-06-23 10:05:00","IP Address","40.131.69.18",100,189,"True","2020-06-23 10:05:00","R_b8dGbdKCe6cfYyZ",NA,NA,NA,NA,41.8881988525391,-87.6164016723633,"anonymous","EN","Yes, I consent to participate","cdr","Asian","We are a very diverse race. ","Female",23,"Bachelor's degree","A few times an hour","A few times a day","Within the past hour",6652,0,2020-06-23,"female","asian","CDR 1",NA,60,1.85,0.879618561399953,2,60,2.21666666666667,1.46242967864159,2
"173","2020-06-236664","2020-06-23 12:43:10","2020-06-23 12:45:50","IP Address","72.225.59.53",100,159,"True","2020-06-23 12:45:51","R_2dW60rXDkmxEoFz",NA,NA,NA,NA,43.1661071777344,-77.5554962158203,"anonymous","EN","Yes, I consent to participate","cdr","White","I am White, though would also answer ""European-American"" on forms. ","Non-binary",24,"Bachelor's degree","A few times an hour","A few times an hour","Within the past hour",6664,0,2020-06-23,"female","white","CDR 1",941,60,4.55,1.33308613527701,5,60,2.01666666666667,1.26881322725203,1.5
"174","2020-06-238086","2020-06-23 11:21:43","2020-06-23 11:24:30","IP Address","98.226.142.45",100,166,"True","2020-06-23 11:24:30","R_2wo8UaXLnbrV8rA",NA,NA,NA,NA,41.8018035888672,-87.5992965698242,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I am Asian. Nothing comes to mind, just answer the question for the second time.","Male",30,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",8086,0,2020-06-23,"male","asian","CDR 1",3094,60,1.85,1.60322767661079,1,60,2.21666666666667,2.1320131861667,1
"175","2020-06-241121","2020-06-24 13:02:28","2020-06-24 13:05:25","IP Address","71.235.215.70",100,176,"True","2020-06-24 13:05:25","R_rd5fV1XeoNiz6Tv",NA,NA,NA,NA,41.2686004638672,-72.9651031494141,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian or Indian","Female",22,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",1121,0,2020-06-24,"female","asian","HDSL",950,60,3.98333333333333,2.46667048404041,4,60,2.55,1.98660770397467,1
"176","2020-06-241170","2020-06-24 10:02:47","2020-06-24 10:05:03","IP Address","69.86.86.9",100,136,"True","2020-06-24 10:05:03","R_xl2YYyFDA3LQ0sV",NA,NA,NA,NA,40.7819976806641,-73.9953002929688,"anonymous","EN","Yes, I consent to participate","cdr","Two or more","Czech and Dutch","Female",45,"Professional degree","A few times a week","A few times a week","Within the past day",1170,0,2020-06-24,"female","white","CDR 1",2091,60,2.9,2.07241773159691,2,60,1.38333333333333,1.16577851585222,1
"177","2020-06-241232","2020-06-24 12:40:46","2020-06-24 12:43:04","IP Address","40.131.69.18",100,137,"True","2020-06-24 12:43:04","R_1reMI5wWl9rPQj4",NA,NA,NA,NA,41.8881988525391,-87.6164016723633,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Indian. South Asian comes to mind on forms.","Female",27,"Master's degree","A few times a day","A few times a week","Within the past day",1232,0,2020-06-24,"female","asian","CDR 1",1493,60,2.31666666666667,1.50131768865217,2,60,2.55,1.44298419597392,2
"178","2020-06-241651","2020-06-24 11:02:55","2020-06-24 11:04:51","IP Address","172.58.139.94",100,115,"True","2020-06-24 11:04:51","R_R2L4OUh8TkhhzBD",NA,NA,NA,NA,41.9208984375,-87.7042999267578,"anonymous","EN","Yes, I consent to participate","CDR","Black or African American","Black, all American","Female",39,"Bachelor's degree","A few times a day","A few times a day","Within the past day",1651,0,2020-06-24,"female","black or african american","CDR 1",227,60,5.51666666666667,2.11124243817908,7,NA,NA,NA,NA
"179","2020-06-242484","2020-06-24 15:00:25","2020-06-24 15:02:08","IP Address","76.217.93.231",100,102,"True","2020-06-24 15:02:09","R_2Qsw0bHqOOeaQnh",NA,NA,NA,NA,25.7277069091797,-80.3715972900391,"anonymous","EN","Yes, I consent to participate","CDR","White","White. I am american born and raised from here and my parents as well","Male",31,"Bachelor's degree","A few times a day","A few times a week","Within the past day",2484,0,2020-06-24,"male","white","HDSL",621,60,4.71666666666667,2.74381688045072,7,60,3.11666666666667,2.39414304166539,1
"180","2020-06-242656","2020-06-24 14:07:24","2020-06-24 14:09:34","IP Address","95.93.189.136",100,129,"True","2020-06-24 14:09:34","R_217HfftAg00vjD2",NA,NA,NA,NA,38.7169036865234,-9.3489990234375,"anonymous","EN","Yes, I consent to participate","cdr","White","white European","Male",37,"Some college, no degree","A few times a day","A few times a day","Within the past hour",2656,0,2020-06-24,"male","hispanic","CDR 1",677,60,3.03333333333333,1.55101570511524,3,60,1.13333333333333,0.812334294271587,1
"181","2020-06-242775","2020-06-24 11:05:30","2020-06-24 11:06:52","IP Address","73.208.171.244",100,82,"True","2020-06-24 11:06:52","R_pEsw7mcdu7Ft1HX",NA,NA,NA,NA,41.8018035888672,-87.5992965698242,"anonymous","EN","Yes, I consent to participate","cdr","White","white","Female",18,"Some college, no degree","A few times a day","A few times a day","Within the past hour",2775,0,2020-06-24,"female","white","CDR 1",899,60,2.81666666666667,1.35910821542765,3,60,2.18333333333333,1.34657968058269,2
"182","2020-06-243163","2020-06-24 08:03:58","2020-06-24 08:05:48","IP Address","8.3.84.117",100,109,"True","2020-06-24 08:05:49","R_3peWLK9gAEXkijf",NA,NA,NA,NA,42.3513946533203,-71.0420989990234,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian-Indian","Female",25,"Master's degree","A few times a day","A few times a week","Within the past hour",3163,0,2020-06-24,"female","other","HDSL",1847,60,3.31666666666667,1.62075172626534,3,60,2.3,1.56551827125304,1.5
"183","2020-06-243192","2020-06-24 12:34:02","2020-06-24 12:38:04","IP Address","106.210.37.141",100,241,"True","2020-06-24 12:38:04","R_2OZNodmFOSMF1c5",NA,NA,NA,NA,28.6504058837891,77.2372131347656,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I am an Indian (south Asian)","Non-binary",23,"Bachelor's degree","A few times a week","A few times a week","Within the past day",3192,0,2020-06-24,"male","asian","CDR 1",165,60,3.26666666666667,1.5167613430436,3,60,3.6,1.71928246759799,4
"184","2020-06-243438","2020-06-24 14:03:06","2020-06-24 14:04:22","IP Address","69.120.148.241",100,75,"True","2020-06-24 14:04:22","R_77pQTkNtjQCzxg5",NA,NA,NA,NA,41.2182006835938,-73.8910980224609,"anonymous","EN","Yes, I consent to participate","CDR","Asian","Chinese","Female",19,"Some college, no degree","A few times a week","A few times a week","Within the past day",3438,0,2020-06-24,"female","asian","CDR 1",1164,60,3.55,1.50056486539377,3,60,4.15,1.80230549151518,5
"185","2020-06-243774","2020-06-24 12:40:11","2020-06-24 12:45:05","IP Address","70.95.128.131",100,293,"True","2020-06-24 12:45:05","R_3vEPo3dFYzVEnnj",NA,NA,NA,NA,32.9163970947266,-117.139297485352,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Filipino. Sometimes the race/ethnicities are not in alphabetical order; I sometimes assume there is a hierarchy.","Male",27,"Bachelor's degree","A few times a day","A few times a month","Within the past week",3774,0,2020-06-24,"male","hispanic","CDR 1",764,60,3.71666666666667,1.89639860884146,3.5,60,3.88333333333333,2.00923011367974,3
"186","2020-06-244575","2020-06-24 11:24:01","2020-06-24 11:25:44","IP Address","71.232.164.86",100,102,"True","2020-06-24 11:25:44","R_SK3vaOURDqvVujT",NA,NA,NA,NA,42.2877960205078,-71.3587036132812,"anonymous","EN","Yes, I consent to participate","cdr","White","white, jewish","Female",23,"Bachelor's degree","A few times a day","A few times a day","Within the past day",4575,0,2020-06-24,"female","white","CDR 1",1345,60,3.31666666666667,1.58906930086068,3,60,2.71666666666667,2.48447154744354,1
"187","2020-06-244917","2020-06-24 14:01:53","2020-06-24 14:04:34","IP Address","45.49.160.182",100,160,"True","2020-06-24 14:04:34","R_1kNZJh027DJEOgz",NA,NA,NA,NA,34.0446929931641,-118.448699951172,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I am an Indonesian-Chinese/Southeast Asian","Female",22,"Bachelor's degree","A few times a month","A few times a month","Within the past month",4917,0,2020-06-24,"female","asian","CDR 1",830,60,2.49152542372881,1.1199273584191,2,60,2.55,2.02881780722549,1.5
"188","2020-06-246393","2020-06-24 11:31:52","2020-06-24 11:34:44","IP Address","27.56.216.110",100,172,"True","2020-06-24 11:34:44","R_1DVdd6GhlCfMnaZ",NA,NA,NA,NA,22.7162933349609,75.8316040039062,"anonymous","EN","Yes, I consent to participate","cdr","Other","Indian ","Male",24,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",6393,0,2020-06-24,"male","asian","CDR 1",281,60,3.38333333333333,1.13632871030046,3,60,2.45,2.07016743775449,1
"189","2020-06-246437","2020-06-24 11:31:08","2020-06-24 11:33:39","IP Address","104.153.230.241",100,150,"True","2020-06-24 11:33:39","R_2S79ngYJyzy3e3K",NA,NA,NA,NA,41.9208984375,-87.7042999267578,"anonymous","EN","Yes, I consent to participate","cdr","Other","Spanish white
There are no checks for me. Not quite Hispanic, no quite white","Female",52,"Doctoral degree","A few times a month","A few times a year","Within the past day",6437,0,2020-06-24,"female","hispanic","CDR 1",76,60,3.21666666666667,1.91419024493004,3,60,2.86666666666667,2.34677323846348,1.5
"190","2020-06-247881","2020-06-24 10:04:08","2020-06-24 10:05:49","IP Address","73.110.46.155",100,101,"True","2020-06-24 10:05:49","R_RyKaJW4tQfqhoCB",NA,NA,NA,NA,41.9456939697266,-87.7393035888672,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Chinese or East asian","Male",26,"Master's degree","A few times a year","A few times a year","Within the past hour",7881,0,2020-06-24,"male","asian","CDR 1",56,15,2.73333333333333,1.57963226582585,2,60,2.03333333333333,1.3896306870272,1
"191","2020-06-248583","2020-06-24 14:01:09","2020-06-24 14:03:07","IP Address","109.236.60.124",100,118,"True","2020-06-24 14:03:07","R_2uL3yDBnWa5zDFJ",NA,NA,NA,NA,34.0583953857422,-118.27799987793,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Most commonly I select Asian, but more specifically I would identify as a Korean American.","Female",18,"Graduated high school","A few times a month","A few times a month","Within the past week",8583,0,2020-06-24,"female","asian","CDR 1",237,60,3.3,1.73009258104387,3,60,2.16666666666667,1.60683568044614,1
"192","2020-06-249219","2020-06-24 14:00:59","2020-06-24 14:02:55","IP Address","24.98.175.197",100,116,"True","2020-06-24 14:02:56","R_1ib3dMAph7FXSZ5",NA,NA,NA,NA,33.9837036132812,-84.1486968994141,"anonymous","EN","Yes, I consent to participate","CDR","Asian","I am Korean. My answer is usually the same for these types of questions.","Male",22,"Some college, no degree","A few times a day","A few times a day","Within the past hour",9219,0,2020-06-24,"male","asian","HDSL",520,60,2.2,1.29928272258979,2,60,2.4,1.71928246759799,1.5
"193","2020-06-249497","2020-06-24 09:34:43","2020-06-24 09:37:40","IP Address","73.245.136.110",100,177,"True","2020-06-24 09:37:42","R_2sdvDdy1wicmhJZ",NA,NA,NA,NA,26.1051025390625,-80.1289978027344,"anonymous","EN","Yes, I consent to participate","CDR","Hispanic","I am a New Yorker with a Puerto Rican background. When I see official forms I say I am of Puerto Rican Heritage; if non is there sometimes I click White or Black depending how annoyed my mind feels that Hispanic is not there,","Female",32,"Some college, no degree","A few times a day","A few times a week","Within the past hour",9497,0,2020-06-24,"female","hispanic","HDSL",84,31,4.61290322580645,2.48565778490441,6,60,1.8,1.7349840032477,1
"194","2020-06-249936","2020-06-24 09:59:53","2020-06-24 10:01:03","IP Address","108.35.26.238",100,70,"True","2020-06-24 10:01:03","R_2fwU3oyu9hPtKo1",NA,NA,NA,NA,40.9734954833984,-73.9607009887695,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Korean American.","Female",23,"Bachelor's degree","A few times a week","A few times a month","Within the past hour",9936,0,2020-06-24,"female","asian","CDR 1",923,60,2.95,1.62005440377366,3,60,2.73333333333333,2.36404326630706,1
"195","2020-06-251461","2020-06-25 14:01:51","2020-06-25 14:03:58","IP Address","106.223.90.195",100,126,"True","2020-06-25 14:03:58","R_2wTf1f4NXiSleAU",NA,NA,NA,NA,28.6504058837891,77.2372131347656,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I am a person of Indian descent.","Male",23,"Master's degree","A few times a week","A few times a week","Within the past day",1461,0,2020-06-25,"male","asian","CDR 1",173,60,3.36666666666667,1.78474388483706,3.5,60,3.50847457627119,2.09575006205853,3
