"","user_age","clean_edu","user_frequency","user_genre","genre.match","rating.y","rec_gender","rec_race","clicked","race.simple.f","user_gender","user_id","in.group.lax","clean_user_genre","prediction.slow","rank.slow"
"1104",46,"less.than.bachelors","Several times a month","Science Fiction",1,9,"Male","White",0,"White","Male","w38BlsVUNm",TRUE,"Science Fiction",0.21902075303092,2
"1105",27,"more.than.bachelors","Several times a month","Comedy",0,9,"Male","White",0,"White","Male","Sf3XWLdgvq",TRUE,"Comedy",0.0977355607148614,31
"1106",40,"less.than.bachelors","Every day","Science Fiction",1,9,"Female","Black",0,"White","Male","JasTAumxk2",FALSE,"Science Fiction",0.132077036179529,16
"1107",50,"less.than.bachelors","Several times a week","Science Fiction",1,9,"Female","White",0,"White","Male","srTvlyDN5n",TRUE,"Science Fiction",0.136520821833986,4
"1108",25,"less.than.bachelors","A few times a year","Horror",0,9,"Male","White",0,"White","Male","mszeDNPNck",TRUE,"HHO",0.0874111268336907,14
"1109",30,"bachelors","Several times a week","Drama",1,9,"Male","White",1,"White","Male","YwVOAR9bfk",TRUE,"Drama",0.194847451979332,1
"1110",26,"bachelors","Several times a month","Drama",1,9,"Female","Hispanic",0,"White","Male","AdMUKO6FRE",FALSE,"Drama",0.11236755435243,11
"1111",30,"bachelors","Several times a month","Comedy",0,9,"Male","White",0,"White","Male","hsRZUatFaT",TRUE,"Comedy",0.092275036134486,25
"1112",34,"less.than.bachelors","Several times a month","Comedy",0,9,"Female","White",0,"White","Male","EWRxEgcSyy",TRUE,"Comedy",0.0819870245872949,38
"1113",24,"less.than.bachelors","Several times a week","Drama",1,9,"Male","White",1,"White","Male","z9YtZUWPRU",TRUE,"Drama",0.193523473204182,1
"1114",35,"less.than.bachelors","A few times a year","Horror",0,9,"Male","White",0,"White","Male","BoVbzHduFO",TRUE,"HHO",0.0850395569543133,25
"1115",32,"less.than.bachelors","Several times a week","Horror",0,9,"Female","White",0,"White","Male","2kE4sELNDl",TRUE,"HHO",0.0998462478384845,21
"1116",43,"less.than.bachelors","Several times a week","Science Fiction",1,9,"Male","Hispanic",0,"White","Male","TQaqWOtfcq",TRUE,"Science Fiction",0.161438286240056,4
"1117",31,"less.than.bachelors","Several times a week","Science Fiction",1,9,"Male","White",0,"White","Male","XwT61k4Aui",TRUE,"Science Fiction",0.244758425827884,3
"1118",31,"less.than.bachelors","Several times a month","Science Fiction",1,9,"Female","White",0,"White","Male","ho1m4wH7Zy",TRUE,"Science Fiction",0.163792040779306,5
"1119",38,"less.than.bachelors","Several times a week","Action and adventure",1,9,"Male","White",0,"White","Male","sFO2GK2SM1",TRUE,"Action and adventure",0.196923909248077,1
"1120",38,"less.than.bachelors","Several times a month","Action and adventure",1,9,"Male","Hispanic",0,"White","Male","QJqFc0RBxV",TRUE,"Action and adventure",0.178894205978989,5
"1121",45,"less.than.bachelors","Several times a month","Other",0,9,"Female","White",0,"White","Male","eGYZhJhbNv",TRUE,"HHO",0.093192137034568,10
"1122",36,"bachelors","Several times a month","Comedy",0,9,"Female","Hispanic",0,"White","Male","q1s7RZn8mw",FALSE,"Comedy",0.0736689797413717,36
"1123",30,"less.than.bachelors","A few times a year","Horror",0,9,"Male","Hispanic",0,"White","Male","T49HRBvqXF",TRUE,"HHO",0.103262197742447,9
"1124",37,"bachelors","Several times a month","Horror",0,9,"Male","Hispanic",1,"White","Male","OwaYYefdEb",TRUE,"HHO",0.0978078546595658,13
"1125",76,"more.than.bachelors","Every day","Science Fiction",1,9,"Female","Black",0,"White","Male","Z8y4jmLgpx",FALSE,"Science Fiction",0.151270809849356,2
"1126",38,"bachelors","Several times a month","Science Fiction",1,9,"Female","White",0,"White","Male","YzNY9HjgmH",TRUE,"Science Fiction",0.188582503243571,3
"1127",20,"less.than.bachelors","A few times a year","Animation",0,9,"Female","White",0,"White","Male","Y3LxtvstvJ",TRUE,"Animation",0.0950026565743407,40
"1128",64,"more.than.bachelors","Never","Other",0,9,"Female","White",1,"White","Male","i9FSGyqAS2",TRUE,"HHO",0.101209162240343,26
"1129",36,"bachelors","Once a month","Action and adventure",1,9,"Male","White",0,"White","Male","QIGQj1XC32",TRUE,"Action and adventure",0.237127588351623,3
"1130",72,"bachelors","A few times a year","Historical",0,9,"Male","White",0,"White","Male","7zhb4xSofw",TRUE,"HHO",0.101121294237786,23
"1131",39,"more.than.bachelors","Several times a week","Comedy",0,9,"Female","Hispanic",0,"White","Male","49VDExksz7",FALSE,"Comedy",0.0759907968069585,8
"1132",49,"more.than.bachelors","Several times a month","Historical",0,9,"Male","White",0,"White","Male","qEmzBoKzqc",TRUE,"HHO",0.115949191333188,14
"1133",49,"bachelors","Several times a month","Comedy",0,9,"Male","Black",0,"White","Male","MxHGF8RP5u",TRUE,"Comedy",0.107033818259181,13
"1134",29,"more.than.bachelors","Several times a month","Action and adventure",1,9,"Male","White",0,"White","Male","f8ZfmWUfrP",TRUE,"Action and adventure",0.176710475975952,3
"1135",69,"bachelors","Several times a month","Comedy",0,9,"Male","White",0,"White","Male","HENeWR7rDO",TRUE,"Comedy",0.113067883211924,10
"1136",34,"bachelors","Every day","Science Fiction",1,9,"Male","White",0,"White","Male","oMlsSLCKBe",TRUE,"Science Fiction",0.208416357161707,2
"1137",52,"less.than.bachelors","Every day","Science Fiction",1,9,"Male","Black",0,"White","Male","k6Jg7jPESi",TRUE,"Science Fiction",0.151900772770026,5
"1138",35,"less.than.bachelors","Several times a week","Drama",1,9,"Female","White",0,"White","Male","pa2nfM6jLP",TRUE,"Drama",0.127120544162407,12
"1139",34,"more.than.bachelors","Several times a week","Comedy",0,9,"Female","White",0,"White","Male","az6gsiYUjX",TRUE,"Comedy",0.0857437258188583,13
"1140",36,"less.than.bachelors","Several times a month","Science Fiction",1,9,"Male","White",1,"White","Male","inb9nRkZp4",TRUE,"Science Fiction",0.225456269269902,1
"1141",39,"more.than.bachelors","Once a month","Action and adventure",1,9,"Female","White",0,"White","Male","NNZRUgxCMd",TRUE,"Action and adventure",0.190813591357027,4
"1142",38,"bachelors","Every day","Science Fiction",1,9,"Male","Black",0,"White","Male","P6x7b1wUuj",TRUE,"Science Fiction",0.167530381883245,5
"1143",23,"less.than.bachelors","Several times a month","Comedy",0,9,"Female","White",1,"White","Male","iQabToriYw",TRUE,"Comedy",0.104475644085782,10
"1144",20,"less.than.bachelors","Several times a week","Drama",1,9,"Female","Black",0,"White","Male","Wbyc0ZDBpl",FALSE,"Drama",0.126330131815841,20
"1145",49,"less.than.bachelors","Every day","Action and adventure",1,9,"Male","White",1,"White","Male","QLzCzXH7DZ",TRUE,"Action and adventure",0.164947889936191,3
"1146",24,"more.than.bachelors","Several times a month","Horror",0,9,"Male","White",0,"White","Male","IWUYKLjDz2",TRUE,"HHO",0.148678956940177,2
"1147",46,"bachelors","Once a month","Action and adventure",1,9,"Male","White",0,"White","Male","OzbIh3w2Sy",TRUE,"Action and adventure",0.205440942826617,14
"1148",66,"bachelors","Several times a week","Action and adventure",1,9,"Male","White",0,"White","Male","w3kGHzevLq",TRUE,"Action and adventure",0.164024149146147,5
"1149",32,"less.than.bachelors","Several times a month","Other",0,9,"Male","White",0,"White","Male","Tpw7iBXRoA",TRUE,"HHO",0.0994391209007997,13
"1150",39,"less.than.bachelors","Several times a month","Drama",1,9,"Male","White",0,"White","Male","WK0UdhP8vD",TRUE,"Drama",0.163616814410936,2
"1151",28,"bachelors","A few times a year","Historical",0,9,"Male","White",0,"White","Male","qa9fzrgBH0",TRUE,"HHO",0.0897478453031367,31
"1152",24,"bachelors","Several times a week","Horror",0,9,"Female","Black",1,"White","Male","xL2ElW1ouu",FALSE,"HHO",0.110309789467617,11
"1153",65,"less.than.bachelors","Every day","Science Fiction",1,9,"Male","Hispanic",1,"White","Male","lTeTQQMJAc",TRUE,"Science Fiction",0.230397988962121,1
"1154",46,"less.than.bachelors","Several times a week","Horror",0,9,"Female","Hispanic",0,"White","Male","6HFc3UfmCc",FALSE,"HHO",0.132090086390544,1
"1155",38,"bachelors","Several times a month","Science Fiction",1,9,"Male","Black",1,"White","Male","j2pvEoYqY8",TRUE,"Science Fiction",0.201942451954677,3
"1156",22,"bachelors","Every day","Comedy",0,9,"Female","White",0,"White","Male","b6FmKR97ai",TRUE,"Comedy",0.177081186221322,13
"1157",63,"less.than.bachelors","Several times a week","Science Fiction",1,9,"Male","Hispanic",1,"White","Male","uLO1L4SRWy",TRUE,"Science Fiction",0.214950427057439,1
"1158",29,"bachelors","Several times a week","Horror",0,9,"Male","Black",0,"White","Male","qlDlu8iWCi",TRUE,"HHO",0.118909453561085,3
"1159",36,"more.than.bachelors","Several times a month","Comedy",0,9,"Female","White",0,"White","Male","EDsddcHCO9",TRUE,"Comedy",0.0891212978658899,8
"1160",41,"bachelors","Several times a month","Action and adventure",1,9,"Male","White",0,"White","Male","l2JBpx0Eqv",TRUE,"Action and adventure",0.204859083265302,2
"1161",27,"bachelors","Several times a month","Action and adventure",1,9,"Female","White",0,"White","Male","GOoY2Tt2Lb",TRUE,"Action and adventure",0.168716118805418,5
"1162",33,"bachelors","Several times a week","Other",0,9,"Male","White",1,"White","Male","lv91rsLd32",TRUE,"HHO",0.0951913613881749,11
"1163",22,"less.than.bachelors","Several times a month","Horror",0,9,"Male","Black",0,"White","Male","YdCl8FacxX",TRUE,"HHO",0.0996230949982687,20
"1164",29,"bachelors","Several times a month","Comedy",0,9,"Male","Black",0,"White","Male","pxdAgd5QPC",TRUE,"Comedy",0.0960957112116338,13
"1165",35,"less.than.bachelors","Several times a month","Science Fiction",1,9,"Female","Hispanic",0,"White","Male","qqiWGcmv58",FALSE,"Science Fiction",0.146449431936193,6
"1166",42,"less.than.bachelors","Several times a month","Comedy",0,9,"Female","Black",0,"White","Male","xSzPnQnwKj",FALSE,"Comedy",0.135376768654654,17
"1167",46,"bachelors","Once a month","Action and adventure",0,8,"Male","White",0,"White","Male","OzbIh3w2Sy",TRUE,"Action and adventure",0.0789836689061432,37
"1168",36,"bachelors","Several times a month","Comedy",0,8,"Female","Hispanic",1,"White","Male","q1s7RZn8mw",FALSE,"Comedy",0.0765005617173611,34
"1169",20,"less.than.bachelors","A few times a year","Animation",0,8,"Male","White",0,"White","Male","Y3LxtvstvJ",TRUE,"Animation",0.0972702277083275,33
"1170",66,"bachelors","Several times a week","Action and adventure",0,8,"Male","White",0,"White","Male","w3kGHzevLq",TRUE,"Action and adventure",0.0955144008696447,19
"1171",39,"more.than.bachelors","Several times a month","Historical",1,8,"Male","White",0,"White","Male","h8dL8kQd3c",TRUE,"HHO",0.137823196067258,1
"1172",49,"bachelors","Several times a month","Comedy",0,8,"Male","White",0,"White","Male","MxHGF8RP5u",TRUE,"Comedy",0.0996707107577948,17
"1173",32,"less.than.bachelors","Several times a week","Horror",0,8,"Female","Hispanic",0,"White","Male","2kE4sELNDl",FALSE,"HHO",0.0923588295495273,31
"1174",36,"bachelors","Once a month","Action and adventure",0,8,"Male","White",0,"White","Male","QIGQj1XC32",TRUE,"Action and adventure",0.0847029985702994,37
"1175",56,"bachelors","Several times a week","Science Fiction",0,8,"Male","White",0,"White","Male","4BOEpMImdB",TRUE,"Science Fiction",0.110004520651785,11
"1176",70,"more.than.bachelors","Several times a week","Comedy",0,8,"Female","Hispanic",0,"White","Male","DredtKsJsx",FALSE,"Comedy",0.0865852031625833,12
"1177",27,"bachelors","Several times a month","Action and adventure",0,8,"Female","White",0,"White","Male","GOoY2Tt2Lb",TRUE,"Action and adventure",0.0856925266914043,24
"1178",31,"less.than.bachelors","Several times a week","Science Fiction",0,8,"Male","White",0,"White","Male","XwT61k4Aui",TRUE,"Science Fiction",0.0967452413104313,34
"1179",40,"less.than.bachelors","Every day","Science Fiction",0,8,"Male","Hispanic",0,"White","Male","JasTAumxk2",TRUE,"Science Fiction",0.108237556113999,26
"1180",20,"less.than.bachelors","Several times a week","Drama",1,8,"Female","Hispanic",0,"White","Male","Wbyc0ZDBpl",FALSE,"Drama",0.136851327776728,17
"1181",39,"less.than.bachelors","Several times a month","Action and adventure",0,8,"Female","Hispanic",0,"White","Male","HbTAeXejqZ",FALSE,"Action and adventure",0.0953641935951427,32
"1182",24,"less.than.bachelors","Several times a week","Drama",1,8,"Male","Hispanic",0,"White","Male","z9YtZUWPRU",TRUE,"Drama",0.138243106746446,11
"1183",35,"less.than.bachelors","Several times a month","Science Fiction",0,8,"Female","White",0,"White","Male","qqiWGcmv58",TRUE,"Science Fiction",0.104066293218511,32
"1184",62,"less.than.bachelors","Several times a week","Other",0,8,"Male","White",0,"White","Male","cbRHsrg6Qa",TRUE,"HHO",0.115712867891039,13
"1185",27,"more.than.bachelors","Several times a month","Comedy",0,8,"Male","White",0,"White","Male","Sf3XWLdgvq",TRUE,"Comedy",0.0811857554819455,40
"1186",42,"less.than.bachelors","Several times a month","Comedy",0,8,"Female","Hispanic",0,"White","Male","xSzPnQnwKj",FALSE,"Comedy",0.0743517236569087,40
"1187",35,"less.than.bachelors","Several times a week","Horror",0,8,"Female","White",0,"White","Male","ua0CvqL3XL",TRUE,"HHO",0.0922627810337305,19
"1188",33,"bachelors","Several times a month","Drama",1,8,"Female","Hispanic",0,"White","Male","yIRY2oirLP",FALSE,"Drama",0.134842269875458,7
"1189",30,"less.than.bachelors","A few times a year","Science Fiction",0,8,"Male","White",0,"White","Male","90WGJHJBtn",TRUE,"Science Fiction",0.102975294655787,9
"1190",46,"less.than.bachelors","Several times a month","Science Fiction",0,8,"Male","White",1,"White","Male","w38BlsVUNm",TRUE,"Science Fiction",0.116557973415614,17
"1191",38,"less.than.bachelors","Several times a week","Action and adventure",0,8,"Male","White",0,"White","Male","sFO2GK2SM1",TRUE,"Action and adventure",0.0821887054203704,40
"1192",38,"less.than.bachelors","Several times a month","Action and adventure",0,8,"Male","White",0,"White","Male","QJqFc0RBxV",TRUE,"Action and adventure",0.104708883312494,25
"1193",36,"bachelors","Several times a week","Horror",0,8,"Female","White",0,"White","Male","06hjob46tP",TRUE,"HHO",0.0800650964042317,12
"1194",41,"bachelors","Several times a month","Action and adventure",0,8,"Female","White",0,"White","Male","l2JBpx0Eqv",TRUE,"Action and adventure",0.0806867287831251,20
"1195",31,"less.than.bachelors","Several times a month","Science Fiction",0,8,"Female","Black",0,"White","Male","ho1m4wH7Zy",FALSE,"Science Fiction",0.117598395360271,9
"1196",35,"less.than.bachelors","Several times a week","Comedy",0,8,"Male","White",0,"White","Male","dZpjiKXH7W",TRUE,"Comedy",0.0732699352335871,29
"1197",42,"more.than.bachelors","Several times a month","Drama",1,8,"Male","White",0,"White","Male","6QfKF2soCO",TRUE,"Drama",0.150829860091152,7
"1198",21,"less.than.bachelors","Several times a month","Action and adventure",0,8,"Male","White",0,"White","Male","uuUECFnFch",TRUE,"Action and adventure",0.103981722914998,10
"1199",39,"less.than.bachelors","Several times a month","Historical",1,8,"Male","White",0,"White","Male","1TCeHDBbHq",TRUE,"HHO",0.128746756197274,2
"1200",74,"more.than.bachelors","A few times a year","Drama",1,8,"Male","White",0,"White","Male","2N4ANb6FGF",TRUE,"Drama",0.176475602356741,3
"1201",39,"less.than.bachelors","Several times a month","Drama",1,8,"Male","White",0,"White","Male","WK0UdhP8vD",TRUE,"Drama",0.145417111612191,5
"1202",34,"less.than.bachelors","Several times a month","Comedy",0,8,"Male","Black",0,"White","Male","EWRxEgcSyy",TRUE,"Comedy",0.0835631407983694,35
"1203",54,"less.than.bachelors","Several times a month","Comedy",0,8,"Male","White",0,"White","Male","pnftVi1W3I",TRUE,"Comedy",0.0804589647545398,6
"1204",22,"less.than.bachelors","Several times a week","Comedy",0,8,"Female","Hispanic",1,"White","Male","rolBPHQjYL",FALSE,"Comedy",0.0858040875346846,18
"1205",64,"more.than.bachelors","Never","Other",0,8,"Male","White",0,"White","Male","i9FSGyqAS2",TRUE,"HHO",0.118551703190333,12
"1206",43,"less.than.bachelors","Several times a week","Science Fiction",0,8,"Male","Hispanic",0,"White","Male","TQaqWOtfcq",TRUE,"Science Fiction",0.0792444685947155,40
"1207",34,"more.than.bachelors","Several times a week","Drama",1,8,"Male","White",0,"White","Male","ebcRwbGkWx",TRUE,"Drama",0.166787486555877,10
"1208",35,"less.than.bachelors","A few times a year","Horror",0,8,"Male","White",0,"White","Male","BoVbzHduFO",TRUE,"HHO",0.101535400729965,7
"1209",33,"bachelors","Several times a week","Other",0,8,"Female","Hispanic",0,"White","Male","lv91rsLd32",FALSE,"HHO",0.0906979872742195,20
"1210",22,"less.than.bachelors","Several times a month","Action and adventure",0,8,"Female","Hispanic",0,"White","Male","SnBDHfM0dh",FALSE,"Action and adventure",0.0860492908438218,13
"1211",32,"less.than.bachelors","Several times a month","Other",0,8,"Male","White",0,"White","Male","Tpw7iBXRoA",TRUE,"HHO",0.0989808001114365,19
"1212",49,"less.than.bachelors","Several times a month","Science Fiction",0,8,"Female","Black",0,"White","Male","tGgXYdOxUD",FALSE,"Science Fiction",0.0974434376776779,13
"1213",35,"bachelors","Several times a week","Action and adventure",0,8,"Male","White",0,"White","Male","9hdUvJ60Wx",TRUE,"Action and adventure",0.0789706452271254,17
"1214",39,"bachelors","Several times a month","Comedy",0,8,"Male","Hispanic",0,"White","Male","mlgC5X64Oe",TRUE,"Comedy",0.0801312294009971,31
"1215",50,"less.than.bachelors","Several times a week","Science Fiction",0,8,"Male","Black",0,"White","Male","srTvlyDN5n",TRUE,"Science Fiction",0.100989786333811,26
"1216",24,"bachelors","Several times a week","Horror",0,8,"Female","Hispanic",0,"White","Male","xL2ElW1ouu",FALSE,"HHO",0.0877639765413855,29
"1217",28,"bachelors","A few times a year","Historical",1,8,"Male","White",0,"White","Male","qa9fzrgBH0",TRUE,"HHO",0.13120747631985,3
"1218",30,"less.than.bachelors","A few times a year","Horror",0,8,"Female","White",0,"White","Male","T49HRBvqXF",TRUE,"HHO",0.0889915075423809,25
"1219",46,"less.than.bachelors","Several times a week","Horror",0,8,"Male","White",0,"White","Male","6HFc3UfmCc",TRUE,"HHO",0.10280133657784,22
"1220",76,"more.than.bachelors","Every day","Science Fiction",0,8,"Female","Hispanic",1,"White","Male","Z8y4jmLgpx",FALSE,"Science Fiction",0.118850983940696,6
"1221",38,"bachelors","Several times a month","Science Fiction",0,8,"Male","White",0,"White","Male","YzNY9HjgmH",TRUE,"Science Fiction",0.107308576464709,30
"1222",69,"bachelors","Several times a month","Comedy",0,8,"Male","White",0,"White","Male","HENeWR7rDO",TRUE,"Comedy",0.120948611495643,6
"1223",22,"less.than.bachelors","Several times a month","Horror",0,8,"Male","White",0,"White","Male","YdCl8FacxX",TRUE,"HHO",0.114829353157605,9
"1224",33,"bachelors","Several times a month","Drama",1,8,"Male","White",0,"White","Male","7BOrbaDcyl",TRUE,"Drama",0.128410889052782,11
"1225",35,"less.than.bachelors","Several times a week","Science Fiction",0,8,"Female","Hispanic",1,"White","Male","ERmDyUNgLH",FALSE,"Science Fiction",0.132685943865553,3
"1226",41,"bachelors","A few times a year","Historical",1,8,"Female","Hispanic",1,"White","Male","JrYKfwzbMK",FALSE,"HHO",0.124027831912351,3
"1227",32,"less.than.bachelors","Every day","Drama",1,8,"Male","Hispanic",0,"White","Male","tn7Lj4fa4Q",TRUE,"Drama",0.114143885178349,18
"1228",30,"bachelors","Several times a month","Comedy",0,8,"Male","Hispanic",0,"White","Male","hsRZUatFaT",TRUE,"Comedy",0.0847817558384611,30
"1229",52,"bachelors","Several times a week","Comedy",0,8,"Male","White",0,"White","Male","DBfdHeSAAb",TRUE,"Comedy",0.0877982374588626,27
"1230",31,"more.than.bachelors","Several times a month","Action and adventure",0,8,"Male","Hispanic",0,"White","Male","WIvroyqTjJ",TRUE,"Action and adventure",0.0760951373930567,8
"1231",34,"bachelors","Every day","Science Fiction",0,8,"Male","White",0,"White","Male","oMlsSLCKBe",TRUE,"Science Fiction",0.109110551950698,30
"1232",41,"bachelors","Several times a week","Action and adventure",0,8,"Male","Black",1,"White","Male","4981aSzkkj",TRUE,"Action and adventure",0.0817325265650768,8
"1233",32,"bachelors","Several times a month","Other",0,10,"Female","White",1,"White","Male","1ZgPXCRPFm",TRUE,"HHO",0.114750148268659,5
"1234",44,"less.than.bachelors","Several times a month","Science Fiction",0,10,"Female","Hispanic",0,"White","Male","mXemTBNpfM",FALSE,"Science Fiction",0.0940115665970267,12
"1235",59,"bachelors","Several times a month","Horror",0,10,"Female","Hispanic",0,"White","Male","O9b9XyoIpO",FALSE,"HHO",0.102487002049367,3
"1236",20,"less.than.bachelors","A few times a year","Animation",0,10,"Male","White",0,"White","Male","Y3LxtvstvJ",TRUE,"Animation",0.137060251349371,14
"1237",34,"less.than.bachelors","Several times a month","Comedy",0,10,"Female","Black",0,"White","Male","EWRxEgcSyy",FALSE,"Comedy",0.122168592388162,18
"1238",39,"less.than.bachelors","Several times a month","Action and adventure",1,10,"Male","White",0,"White","Male","HbTAeXejqZ",TRUE,"Action and adventure",0.167299486122833,8
"1239",24,"less.than.bachelors","Several times a week","Drama",1,10,"Female","White",0,"White","Male","z9YtZUWPRU",TRUE,"Drama",0.146494869602093,10
"1240",49,"bachelors","Several times a month","Comedy",0,10,"Male","White",0,"White","Male","MxHGF8RP5u",TRUE,"Comedy",0.0881137661884663,21
"1241",33,"bachelors","Several times a month","Drama",1,10,"Male","Black",0,"White","Male","yIRY2oirLP",TRUE,"Drama",0.123618116978651,15
"1242",45,"less.than.bachelors","Several times a month","Other",0,10,"Male","White",0,"White","Male","eGYZhJhbNv",TRUE,"HHO",0.10919286175407,2
"1243",36,"less.than.bachelors","Several times a week","Science Fiction",0,10,"Male","White",0,"White","Male","M65dUPW6yf",TRUE,"Science Fiction",0.116871039040522,9
"1244",38,"bachelors","Several times a month","Science Fiction",0,10,"Male","Black",0,"White","Male","j2pvEoYqY8",TRUE,"Science Fiction",0.087179058014773,22
"1245",36,"bachelors","Several times a month","Comedy",0,10,"Female","White",0,"White","Male","q1s7RZn8mw",TRUE,"Comedy",0.102360427488176,19
"1246",36,"less.than.bachelors","Several times a month","Science Fiction",0,10,"Male","Hispanic",0,"White","Male","inb9nRkZp4",TRUE,"Science Fiction",0.114965987811643,16
"1247",42,"more.than.bachelors","Several times a month","Drama",1,10,"Male","Black",0,"White","Male","6QfKF2soCO",TRUE,"Drama",0.118200270700688,20
"1248",65,"less.than.bachelors","Every day","Science Fiction",0,10,"Female","White",0,"White","Male","lTeTQQMJAc",TRUE,"Science Fiction",0.0916481373053524,12
"1249",38,"bachelors","Several times a month","Action and adventure",1,10,"Male","Hispanic",0,"White","Male","D2CPZukWN2",TRUE,"Action and adventure",0.145190023706999,14
"1250",54,"less.than.bachelors","Several times a month","Comedy",0,10,"Male","White",1,"White","Male","pnftVi1W3I",TRUE,"Comedy",0.0805074542597711,5
"1251",34,"more.than.bachelors","Several times a week","Comedy",0,10,"Male","White",0,"White","Male","az6gsiYUjX",TRUE,"Comedy",0.0710915522054002,21
"1252",62,"less.than.bachelors","Several times a week","Other",0,10,"Female","Hispanic",0,"White","Male","cbRHsrg6Qa",FALSE,"HHO",0.0931645595654259,32
"1253",22,"less.than.bachelors","Several times a month","Horror",0,10,"Female","White",0,"White","Male","YdCl8FacxX",TRUE,"HHO",0.0872463653227887,37
"1254",56,"bachelors","Several times a week","Science Fiction",0,10,"Male","White",1,"White","Male","4BOEpMImdB",TRUE,"Science Fiction",0.112284946320222,5
"1255",36,"bachelors","Once a month","Action and adventure",1,10,"Male","White",0,"White","Male","QIGQj1XC32",TRUE,"Action and adventure",0.219839903953298,8
"1256",20,"less.than.bachelors","Several times a week","Drama",1,10,"Female","White",0,"White","Male","Wbyc0ZDBpl",TRUE,"Drama",0.1685396736588,10
"1257",43,"less.than.bachelors","Several times a week","Science Fiction",0,10,"Female","White",0,"White","Male","TQaqWOtfcq",TRUE,"Science Fiction",0.101169665092736,30
"1258",35,"less.than.bachelors","Several times a week","Comedy",0,10,"Male","Hispanic",1,"White","Male","dZpjiKXH7W",TRUE,"Comedy",0.0700707256663507,33
"1259",30,"bachelors","Several times a week","Drama",1,10,"Male","Black",0,"White","Male","YwVOAR9bfk",TRUE,"Drama",0.149489761695928,9
"1260",22,"less.than.bachelors","Several times a week","Comedy",0,10,"Male","White",0,"White","Male","rolBPHQjYL",TRUE,"Comedy",0.0997864424573306,15
"1261",74,"more.than.bachelors","A few times a year","Drama",1,10,"Male","White",1,"White","Male","2N4ANb6FGF",TRUE,"Drama",0.182961290286837,1
"1262",46,"less.than.bachelors","Several times a week","Horror",0,10,"Male","White",1,"White","Male","6HFc3UfmCc",TRUE,"HHO",0.102945411673432,20
"1263",35,"less.than.bachelors","Several times a month","Science Fiction",0,10,"Male","Hispanic",0,"White","Male","qqiWGcmv58",TRUE,"Science Fiction",0.115165285868363,18
"1264",39,"more.than.bachelors","Several times a month","Historical",0,10,"Female","Hispanic",0,"White","Male","h8dL8kQd3c",FALSE,"HHO",0.0875634165284522,24
"1265",24,"more.than.bachelors","Several times a month","Horror",0,10,"Male","Black",0,"White","Male","IWUYKLjDz2",TRUE,"HHO",0.0842582169735944,17
"1266",46,"less.than.bachelors","Several times a month","Science Fiction",0,10,"Male","Hispanic",0,"White","Male","w38BlsVUNm",TRUE,"Science Fiction",0.113665324830824,22
"1267",40,"less.than.bachelors","Every day","Science Fiction",0,10,"Male","White",0,"White","Male","JasTAumxk2",TRUE,"Science Fiction",0.134384042331686,8
"1268",29,"bachelors","Several times a month","Comedy",0,10,"Male","Hispanic",0,"White","Male","pxdAgd5QPC",TRUE,"Comedy",0.0619080538041095,21
"1269",38,"bachelors","Several times a month","Science Fiction",0,10,"Male","White",0,"White","Male","YzNY9HjgmH",TRUE,"Science Fiction",0.109827643081251,20
"1270",49,"more.than.bachelors","Several times a month","Historical",0,10,"Male","Hispanic",0,"White","Male","qEmzBoKzqc",TRUE,"HHO",0.0930178124151764,28
"1271",66,"bachelors","Several times a week","Action and adventure",1,10,"Male","Black",0,"White","Male","w3kGHzevLq",TRUE,"Action and adventure",0.158369200579762,7
"1272",46,"bachelors","Once a month","Action and adventure",1,10,"Female","White",0,"White","Male","OzbIh3w2Sy",TRUE,"Action and adventure",0.23537304833881,5
"1273",72,"bachelors","A few times a year","Historical",0,10,"Male","White",1,"White","Male","7zhb4xSofw",TRUE,"HHO",0.109674137633237,13
"1274",49,"more.than.bachelors","Several times a month","Science Fiction",0,10,"Male","White",1,"White","Male","hywjwVliui",TRUE,"Science Fiction",0.123930645280064,4
"1275",57,"less.than.bachelors","Every day","Science Fiction",0,10,"Male","Black",0,"White","Male","0a3grATy8f",TRUE,"Science Fiction",0.124508973585505,12
"1276",64,"more.than.bachelors","Never","Other",0,10,"Male","White",1,"White","Male","i9FSGyqAS2",TRUE,"HHO",0.119152091460946,9
"1277",27,"more.than.bachelors","Several times a month","Comedy",0,10,"Female","White",0,"White","Male","Sf3XWLdgvq",TRUE,"Comedy",0.146460977761513,18
"1278",24,"bachelors","Several times a week","Horror",0,10,"Female","White",0,"White","Male","xL2ElW1ouu",TRUE,"HHO",0.120691519413662,3
"1279",32,"less.than.bachelors","Every day","Drama",1,10,"Male","Hispanic",1,"White","Male","tn7Lj4fa4Q",TRUE,"Drama",0.124368500074927,10
"1280",50,"less.than.bachelors","Several times a week","Science Fiction",0,10,"Male","Hispanic",0,"White","Male","srTvlyDN5n",TRUE,"Science Fiction",0.101482438249223,25
"1281",38,"less.than.bachelors","Several times a week","Action and adventure",1,10,"Male","White",0,"White","Male","sFO2GK2SM1",TRUE,"Action and adventure",0.17887387353119,8
"1282",38,"bachelors","Every day","Science Fiction",0,10,"Female","White",0,"White","Male","P6x7b1wUuj",TRUE,"Science Fiction",0.103761386688621,22
