"","primary.id","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q1","Q2","self.race","self.race.free","gender","age","education","covid.usage","pre.covid.usage","last.login","subject_id","date","subject_gender_RA","subject_race_RA"
"131","2020-06-104524","2020-06-10 14:00:50","2020-06-10 14:03:21","IP Address","99.203.112.195",100,151,"True","2020-06-10 14:03:22","R_2zHk2SwC2Z1ukff",NA,NA,NA,NA,45.1183929443359,-93.3460998535156,"anonymous","EN","Yes, I consent to participate","cdr","White","White (but white passing since I would usually select Jewish if that were an option)","Female",29,"Doctoral degree","A few times a day","A few times a day","Within the past day",4524,2020-06-10,"female","white"
"132","2020-06-105782","2020-06-10 11:02:21","2020-06-10 11:06:56","IP Address","67.249.138.58",100,275,"True","2020-06-10 11:06:56","R_10vbPdqNvh8vCXk",NA,NA,NA,NA,42.4416961669922,-76.4984970092773,"anonymous","EN","Yes, I consent to participate","cdr","White","I'm white, with Italian/German/Irish background. I have some Native American ancestry, but it's pretty small. That's how I would describe it. I just think of white as covering significant European ancestry. ","Female",23,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",5782,2020-06-10,"female","white"
"133","2020-06-106607","2020-06-10 12:02:05","2020-06-10 12:04:43","IP Address","75.102.129.226",100,157,"True","2020-06-10 12:04:43","R_1FxCrW898gCsw9X",NA,NA,NA,NA,28.5807037353516,-81.1893005371094,"anonymous","EN","Yes, I consent to participate","cdr","Asian","South Asian - Indian. Generally I think Asian has a lot of variation and does not accurately reflect each subgroup.","Female",23,"Bachelor's degree","A few times a week","A few times a week","Within the past week",6607,2020-06-10,"female","asian"
"134","2020-06-107930","2020-06-10 14:01:49","2020-06-10 14:03:54","IP Address","108.211.107.4",100,125,"True","2020-06-10 14:03:55","R_b1Mmz1wkxtJrrCV",NA,NA,NA,NA,37.7617950439453,-121.913299560547,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I am ethnically and racially South Indian (from India). ","Female",19,"Some college, no degree","A few times a day","A few times a day","Within the past day",7930,2020-06-10,"female","asian"
"135","2020-06-108249","2020-06-10 12:25:25","2020-06-10 12:27:46","IP Address","108.16.85.201",100,140,"True","2020-06-10 12:27:47","R_3PGGVsE3ITarEdl",NA,NA,NA,NA,40.2873992919922,-75.2155990600586,"anonymous","EN","Yes, I consent to participate","cdr","White","White American","Female",35,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",8249,2020-06-10,"female","white"
"136","2020-06-108722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female","black or african american"
"137","2020-06-111393","2020-06-11 14:15:24","2020-06-11 14:17:02","IP Address","100.2.98.122",100,97,"True","2020-06-11 14:17:02","R_vN9xlFqw8Es7xL3",NA,NA,NA,NA,40.79150390625,-73.6923980712891,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Indian","Female",18,"Graduated high school","A few times a week","A few times a month","Within the past week",1393,2020-06-11,"female","asian"
"138","2020-06-111653","2020-06-11 12:30:59","2020-06-11 12:32:41","IP Address","97.90.1.242",100,101,"True","2020-06-11 12:32:41","R_2TSpjhlLLXRnc27",NA,NA,NA,NA,34.2187957763672,-118.199798583984,"anonymous","EN","Yes, I consent to participate","CDR","Asian","I would describe my race/ethnicity as Korean

What generally comes to mind is East Asian and then if they ask for specifics, Korean","Female",23,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",1653,2020-06-11,"female","asian"
"139","2020-06-112117","2020-06-11 11:01:23","2020-06-11 11:06:04","IP Address","70.123.119.112",100,281,"True","2020-06-11 11:06:05","R_eQl1qCB3PxR53tn",NA,NA,NA,NA,32.8309936523438,-96.7692031860352,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I come from India so at times when i am required to fill such information i list myself under Asian. I have to read options carefully to see where i fit best for ex in South Asia or Asia.","Female",32,"Master's degree","A few times a day","A few times a week","Within the past hour",2117,2020-06-11,"female","asian"
"140","2020-06-112755","2020-06-11 11:01:15","2020-06-11 11:04:47","IP Address","98.209.77.117",100,212,"True","2020-06-11 11:04:47","R_3NxfSjV1LlVbIXL",NA,NA,NA,NA,42.8934020996094,-85.7613983154297,"anonymous","EN","Yes, I consent to participate","cdr","White","Caucasian/white for official forms, but if people ever ask in person then I say half Swedish half Dutch because that's more of my identity. If I'm being snarky, my first thought for the official forms is ""100 meters"", but I never put that down because it isn't helpful for those asking.","Female",22,"Bachelor's degree","A few times a month","A few times a month","Within the past day",2755,2020-06-11,"female","white"
"141","2020-06-113737","2020-06-11 12:31:27","2020-06-11 12:34:30","IP Address","67.185.95.170",100,183,"True","2020-06-11 12:34:30","R_vOEIOFetEGufBpD",NA,NA,NA,NA,47.6170043945312,-117.361000061035,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I am asian-American with a Filipino background. Nothing, in particular, comes to mind when I am asked this or similar questions.","Male",19,"Graduated high school","A few times a day","A few times a week","Within the past hour",3737,2020-06-11,"male","asian"
"142","2020-06-114436","2020-06-11 12:38:51","2020-06-11 12:42:04","IP Address","197.210.84.82",100,193,"True","2020-06-11 12:42:04","R_3UJk2mWMpYlT5VT",NA,NA,NA,NA,6.44740295410156,3.39030456542969,"anonymous","EN","Yes, I consent to participate","CDR","Black or African American","Black African","Male",29,"Bachelor's degree","A few times a day","A few times a week","Within the past hour",4436,2020-06-11,"male","black or african american"
"143","2020-06-114456","2020-06-11 14:01:20","2020-06-11 14:05:12","IP Address","24.161.126.236",100,232,"True","2020-06-11 14:05:13","R_1jTZXLC1d6W04cU",NA,NA,NA,NA,40.7682952880859,-73.9802017211914,"anonymous","EN","Yes, I consent to participate","CDR","Asian","My race is Asian. My ethnicity is Chinese/Taiwanese. ""Asian"" comes to mind when I answer similar questions on official forms.","Female",23,"Bachelor's degree","A few times a week","A few times a week","Within the past day",4456,2020-06-11,"female","asian"
"144","2020-06-118748","2020-06-11 14:01:25","2020-06-11 14:02:53","IP Address","107.137.192.236",100,88,"True","2020-06-11 14:02:54","R_3iqkLT317tFfLKD",NA,NA,NA,NA,39.7220001220703,-84.0326995849609,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian American","Female",20,"Some college, no degree","A few times an hour","A few times a month","Within the past hour",8748,2020-06-11,"female","asian"
"145","2020-06-121176","2020-06-12 12:03:09","2020-06-12 12:06:22","IP Address","198.161.136.18",100,193,"True","2020-06-12 12:06:22","R_8kXeAX7U5mIn9Ad",NA,NA,NA,NA,41.8881988525391,-87.6164016723633,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Chinese American / Asian","Female",29,"Master's degree","A few times an hour","A few times a day","Within the past day",1176,2020-06-12,"female","asian"
"146","2020-06-121729","2020-06-12 12:29:08","2020-06-12 12:31:40","IP Address","24.44.74.40",100,152,"True","2020-06-12 12:31:41","R_11ZSIO8wnsFy5qz",NA,NA,NA,NA,40.9450988769531,-74.2530975341797,"anonymous","EN","Yes, I consent to participate","cdr","White","I am a descendant of Eastern European parents, I just say white","Male",21,"Some college, no degree","A few times a week","A few times a month","Within the past day",1729,2020-06-12,"male","white"
"147","2020-06-122233","2020-06-12 11:02:57","2020-06-12 11:05:13","IP Address","173.79.208.96",100,136,"True","2020-06-12 11:05:14","R_2CP2pgaGWK3efma",NA,NA,NA,NA,38.8596954345703,-77.197998046875,"anonymous","EN","Yes, I consent to participate","cdr","White","White. I often wonder where caucasian came from and what that even means","Female",25,"Master's degree","A few times a day","A few times a week","Within the past hour",2233,2020-06-12,"female","white"
"148","2020-06-122644","2020-06-12 10:59:22","2020-06-12 11:01:15","IP Address","73.51.45.35",100,112,"True","2020-06-12 11:01:15","R_pua1RMW5ZpwcGat",NA,NA,NA,NA,41.9024963378906,-87.6725997924805,"anonymous","EN","Yes, I consent to participate","cdr","Other","Caucasion/Middle-eastern","Female",27,"Master's degree","A few times a day","A few times a day","Within the past hour",2644,2020-06-12,"female","white"
"149","2020-06-124382","2020-06-12 13:59:48","2020-06-12 14:01:48","IP Address","73.110.46.199",100,120,"True","2020-06-12 14:01:49","R_3qqDQHAN8YqMuHN",NA,NA,NA,NA,41.9230041503906,-87.7530975341797,"anonymous","EN","Yes, I consent to participate","cdr","Black or African American","Black/African-American and I always put this, don't think too much about it","Non-binary",24,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",4382,2020-06-12,"male","black or african american"
"150","2020-06-126745","2020-06-12 14:02:13","2020-06-12 14:03:36","IP Address","104.13.160.58",100,82,"True","2020-06-12 14:03:36","R_0JRq0tvpsgnUTL3",NA,NA,NA,NA,32.8645935058594,-96.7883987426758,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian - nothing more comes to mind.","Male",34,"Master's degree","A few times a week","A few times a week","Within the past day",6745,2020-06-12,"male","asian"
"151","2020-06-127653","2020-06-12 13:31:02","2020-06-12 13:33:31","IP Address","73.110.41.80",100,148,"True","2020-06-12 13:33:31","R_cTMCFeuMZUPjbe9",NA,NA,NA,NA,41.8986053466797,-87.7379989624023,"anonymous","EN","Yes, I consent to participate","cdr","Black or African American","My father is Moroccan and my mother is from Oregon. I would identify myself as Black.","Female",23,"Bachelor's degree","A few times a week","A few times a week","Within the past week",7653,2020-06-12,"female","black or african american"
"152","2020-06-128451","2020-06-12 11:01:45","2020-06-12 11:03:46","IP Address","24.193.147.41",100,120,"True","2020-06-12 11:03:46","R_3CTrvvSm0PlshQl",NA,NA,NA,NA,40.7292022705078,-73.7514038085938,"anonymous","EN","Yes, I consent to participate","cdr","Other","Guyanese","Female",19,"Some college, no degree","A few times a week","A few times a month","Within the past day",8451,2020-06-12,"female","asian"
"153","2020-06-129141","2020-06-12 13:53:39","2020-06-12 13:57:34","IP Address","64.53.233.188",100,234,"True","2020-06-12 13:57:34","R_2VsFrjz4SMCKwNH",NA,NA,NA,NA,42.0648040771484,-87.9356002807617,"anonymous","EN","Yes, I consent to participate","CDR","Two or more","Caucasian Hispanic and Ashkenazi Jewish

What comes to mind is that sometimes you cannot select Caucasian and Hispanic, and in those situations I just select Caucasian.","Non-binary",33,"Master's degree","A few times a day","A few times a day","Within the past hour",9141,2020-06-12,"female","white"
"154","2020-06-221915","2020-06-22 14:05:36","2020-06-22 14:08:41","IP Address","67.176.159.155",100,185,"True","2020-06-22 14:08:42","R_1doH3uh9HalFcpu",NA,NA,NA,NA,41.8018035888672,-87.5992965698242,"anonymous","EN","Yes, I consent to participate","cdr","White","I define my race as ""white"" and this is the box that I check on all forms","Female",21,"Some college, no degree","A few times a day","A few times a week","Within the past day",1915,2020-06-22,"female","white"
"155","2020-06-223256","2020-06-22 14:15:14","2020-06-22 14:17:16","IP Address","99.149.84.238",100,121,"True","2020-06-22 14:17:16","R_UQlYg7CvH4QebUB",NA,NA,NA,NA,41.9459991455078,-87.7033004760742,"anonymous","EN","Yes, I consent to participate","cdr","Hispanic","Mexican-American, Latina, Hispanic","Female",23,"Bachelor's degree","A few times a month","A few times a month","Within the past day",3256,2020-06-22,"female","hispanic"
"156","2020-06-224557","2020-06-22 12:30:21","2020-06-22 12:33:01","IP Address","108.213.11.197",100,160,"True","2020-06-22 12:33:02","R_AnAcu1EAGQ9LNYd",NA,NA,NA,NA,41.1412963867188,-81.3444976806641,"anonymous","EN","Yes, I consent to participate","cdr","White","White or Caucasian - nothing in particular comes to mind. I just check the appropriate box based on what the available choices are. ","Female",48,"Master's degree","A few times a week","A few times a week","Within the past day",4557,2020-06-22,"female","white"
"157","2020-06-225231","2020-06-22 11:30:53","2020-06-22 11:33:03","IP Address","97.104.236.232",100,130,"True","2020-06-22 11:33:03","R_2znA8zVX53vkbOq",NA,NA,NA,NA,28.4985961914062,-81.5353012084961,"anonymous","EN","Yes, I consent to participate","cdr","White","White/caucasian. I assume that organizations are looking at the racial and ethnic makeup of the participants in their study or organization. ","Female",33,"Master's degree","A few times a day","A few times a day","Within the past hour",5231,2020-06-22,"female","white"
"158","2020-06-225839","2020-06-22 12:30:22","2020-06-22 12:31:28","IP Address","76.97.182.118",100,66,"True","2020-06-22 12:31:29","R_3MKyFw0Mc7WMZda",NA,NA,NA,NA,34.0240020751953,-84.2396011352539,"anonymous","EN","Yes, I consent to participate","cdr","Asian","korean american","Female",20,"Some college, no degree","A few times a week","A few times a week","Within the past day",5839,2020-06-22,"female","asian"
"159","2020-06-226779","2020-06-22 12:31:44","2020-06-22 12:32:58","IP Address","69.136.176.77",100,74,"True","2020-06-22 12:32:58","R_3sbpqAZdFH47e3H",NA,NA,NA,NA,42.1614074707031,-87.9660034179688,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Chinese","Female",19,"Some college, no degree","A few times a day","A few times a day","Within the past hour",6779,2020-06-22,"female","asian"
"160","2020-06-226779","2020-06-22 11:09:27","2020-06-22 11:11:36","IP Address","88.17.29.162",100,128,"True","2020-06-22 11:11:36","R_1fiIztw1fyH4dCP",NA,NA,NA,NA,40.414306640625,-3.70159912109375,"anonymous","EN","Yes, I consent to participate","cdr","White","European white","Female",25,"Bachelor's degree","A few times a month","A few times a month","Within the past day",6779,2020-06-22,"female","asian"
"161","2020-06-226780","2020-06-22 11:02:33","2020-06-22 11:04:46","IP Address","34.98.221.19",100,132,"True","2020-06-22 11:04:46","R_3MJrAaJAqpXSbrB",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Indian","Female",22,"Bachelor's degree","A few times a day","A few times a day","Within the past day",6780,2020-06-22,"female","asian"
"162","2020-06-228395","2020-06-22 11:06:19","2020-06-22 11:10:24","IP Address","24.211.198.106",100,244,"True","2020-06-22 11:10:25","R_1LZlb7Z9qVi2OFO",NA,NA,NA,NA,36.077392578125,-79.0879974365234,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I think about how many others answer this and look at the categories if they break Asian down more and try to think about where I fit. ","Female",23,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",8395,2020-06-22,"female","asian"
"163","2020-06-228580","2020-06-22 14:08:50","2020-06-22 14:10:13","IP Address","71.57.69.88",100,82,"True","2020-06-22 14:10:13","R_2tmys0vPFnfbjEy",NA,NA,NA,NA,41.7821044921875,-87.6045989990234,"anonymous","EN","Yes, I consent to participate","CDR","Two or more","I am biracial","Female",25,"Master's degree","A few times a week","A few times a week","Within the past week",8580,2020-06-22,"female","white"
"164","2020-06-229588","2020-06-22 14:09:43","2020-06-22 14:11:35","IP Address","75.66.135.168",100,111,"True","2020-06-22 14:11:35","R_3dWmUvieGQSL6AE",NA,NA,NA,NA,32.3045959472656,-89.9621963500977,"anonymous","EN","Yes, I consent to participate","cdr","White","White","Female",50,"Professional degree","A few times an hour","A few times a day","Within the past hour",9588,2020-06-22,"female","white"
"165","2020-06-231849","2020-06-23 10:01:30","2020-06-23 10:03:12","IP Address","108.194.58.140",100,102,"True","2020-06-23 10:03:12","R_UFRJBUdmlon0ZjP",NA,NA,NA,NA,33.0950927734375,-96.880500793457,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian Chinese
Asian Pacific Islander","Female",61,"Master's degree","A few times a month","A few times a year","Within the past week",1849,2020-06-23,"female","asian"
"166","2020-06-231947","2020-06-23 08:02:27","2020-06-23 08:05:52","IP Address","73.39.154.224",100,204,"True","2020-06-23 08:05:52","R_3JtkVIOA0fu2OhY",NA,NA,NA,NA,38.9521942138672,-77.0252990722656,"anonymous","EN","Yes, I consent to participate","cdr","White","I always identify as White - my family comes from a variety of different places (Scotland, Italy, England) but I have strong ties to any of those roots","Female",22,"Bachelor's degree","A few times a week","A few times a week","Within the past day",1947,2020-06-23,"female","white"
"167","2020-06-232247","2020-06-23 11:24:00","2020-06-23 11:27:53","IP Address","71.89.108.29",100,232,"True","2020-06-23 11:27:53","R_3rt1mWD2JAGrhvz",NA,NA,NA,NA,43.0334014892578,-89.4512023925781,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I usually just put Asian, but I prefer to identify myself specifically as Chinese American.","Female",19,"Some college, no degree","A few times a day","A few times a month","Within the past day",2247,2020-06-23,"female","asian"
"168","2020-06-232385","2020-06-23 12:33:30","2020-06-23 12:35:53","IP Address","75.31.174.110",100,143,"True","2020-06-23 12:35:54","R_2ds8yYSXIujt6gP",NA,NA,NA,NA,33.7872924804688,-117.923095703125,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I would describe Asian as a culture with many festivities, traditions, and ao dai's. We are a family ethnicity, usually having yellow skin and dark black hair.","Female",19,"Graduated high school","A few times a day","A few times a day","Within the past day",2385,2020-06-23,"female","asian"
"169","2020-06-232555","2020-06-23 13:24:32","2020-06-23 13:29:05","IP Address","154.160.9.73",100,273,"True","2020-06-23 13:29:05","R_3pbVdbKdzYKJGY5",NA,NA,NA,NA,5.55020141601562,-0.2174072265625,"anonymous","EN","Yes, I consent to participate","cdr","Black or African American","African","Male",24,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",2555,2020-06-23,"male","black or african american"
"170","2020-06-233043","2020-06-23 11:23:31","2020-06-23 11:26:34","IP Address","50.5.226.54",100,182,"True","2020-06-23 11:26:34","R_1HbFQOvCsL66kBp",NA,NA,NA,NA,39.1416931152344,-84.5171966552734,"anonymous","EN","Yes, I consent to participate","cdr","White","I am a white American. I recently found out that I'm of British and Irish ancestry, but I don't have that as a point of emphasis for myself. Normally it's just a box to check on a form. ","Female",23,"Bachelor's degree","A few times a day","A few times a day","Within the past day",3043,2020-06-23,"female","white"
"171","2020-06-233196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female","hispanic"
"172","2020-06-236652","2020-06-23 10:01:51","2020-06-23 10:05:00","IP Address","40.131.69.18",100,189,"True","2020-06-23 10:05:00","R_b8dGbdKCe6cfYyZ",NA,NA,NA,NA,41.8881988525391,-87.6164016723633,"anonymous","EN","Yes, I consent to participate","cdr","Asian","We are a very diverse race. ","Female",23,"Bachelor's degree","A few times an hour","A few times a day","Within the past hour",6652,2020-06-23,"female","asian"
"173","2020-06-236664","2020-06-23 12:43:10","2020-06-23 12:45:50","IP Address","72.225.59.53",100,159,"True","2020-06-23 12:45:51","R_2dW60rXDkmxEoFz",NA,NA,NA,NA,43.1661071777344,-77.5554962158203,"anonymous","EN","Yes, I consent to participate","cdr","White","I am White, though would also answer ""European-American"" on forms. ","Non-binary",24,"Bachelor's degree","A few times an hour","A few times an hour","Within the past hour",6664,2020-06-23,"female","white"
"174","2020-06-238086","2020-06-23 11:21:43","2020-06-23 11:24:30","IP Address","98.226.142.45",100,166,"True","2020-06-23 11:24:30","R_2wo8UaXLnbrV8rA",NA,NA,NA,NA,41.8018035888672,-87.5992965698242,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I am Asian. Nothing comes to mind, just answer the question for the second time.","Male",30,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",8086,2020-06-23,"male","asian"
"175","2020-06-241121","2020-06-24 13:02:28","2020-06-24 13:05:25","IP Address","71.235.215.70",100,176,"True","2020-06-24 13:05:25","R_rd5fV1XeoNiz6Tv",NA,NA,NA,NA,41.2686004638672,-72.9651031494141,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian or Indian","Female",22,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",1121,2020-06-24,"female","asian"
"176","2020-06-241170","2020-06-24 10:02:47","2020-06-24 10:05:03","IP Address","69.86.86.9",100,136,"True","2020-06-24 10:05:03","R_xl2YYyFDA3LQ0sV",NA,NA,NA,NA,40.7819976806641,-73.9953002929688,"anonymous","EN","Yes, I consent to participate","cdr","Two or more","Czech and Dutch","Female",45,"Professional degree","A few times a week","A few times a week","Within the past day",1170,2020-06-24,"female","white"
"177","2020-06-241232","2020-06-24 12:40:46","2020-06-24 12:43:04","IP Address","40.131.69.18",100,137,"True","2020-06-24 12:43:04","R_1reMI5wWl9rPQj4",NA,NA,NA,NA,41.8881988525391,-87.6164016723633,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Indian. South Asian comes to mind on forms.","Female",27,"Master's degree","A few times a day","A few times a week","Within the past day",1232,2020-06-24,"female","asian"
"178","2020-06-241651","2020-06-24 11:02:55","2020-06-24 11:04:51","IP Address","172.58.139.94",100,115,"True","2020-06-24 11:04:51","R_R2L4OUh8TkhhzBD",NA,NA,NA,NA,41.9208984375,-87.7042999267578,"anonymous","EN","Yes, I consent to participate","CDR","Black or African American","Black, all American","Female",39,"Bachelor's degree","A few times a day","A few times a day","Within the past day",1651,2020-06-24,"female","black or african american"
"179","2020-06-242484","2020-06-24 15:00:25","2020-06-24 15:02:08","IP Address","76.217.93.231",100,102,"True","2020-06-24 15:02:09","R_2Qsw0bHqOOeaQnh",NA,NA,NA,NA,25.7277069091797,-80.3715972900391,"anonymous","EN","Yes, I consent to participate","CDR","White","White. I am american born and raised from here and my parents as well","Male",31,"Bachelor's degree","A few times a day","A few times a week","Within the past day",2484,2020-06-24,"male","white"
"180","2020-06-242656","2020-06-24 14:07:24","2020-06-24 14:09:34","IP Address","95.93.189.136",100,129,"True","2020-06-24 14:09:34","R_217HfftAg00vjD2",NA,NA,NA,NA,38.7169036865234,-9.3489990234375,"anonymous","EN","Yes, I consent to participate","cdr","White","white European","Male",37,"Some college, no degree","A few times a day","A few times a day","Within the past hour",2656,2020-06-24,"male","hispanic"
"181","2020-06-242775","2020-06-24 11:05:30","2020-06-24 11:06:52","IP Address","73.208.171.244",100,82,"True","2020-06-24 11:06:52","R_pEsw7mcdu7Ft1HX",NA,NA,NA,NA,41.8018035888672,-87.5992965698242,"anonymous","EN","Yes, I consent to participate","cdr","White","white","Female",18,"Some college, no degree","A few times a day","A few times a day","Within the past hour",2775,2020-06-24,"female","white"
"182","2020-06-243163","2020-06-24 08:03:58","2020-06-24 08:05:48","IP Address","8.3.84.117",100,109,"True","2020-06-24 08:05:49","R_3peWLK9gAEXkijf",NA,NA,NA,NA,42.3513946533203,-71.0420989990234,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian-Indian","Female",25,"Master's degree","A few times a day","A few times a week","Within the past hour",3163,2020-06-24,"female","other"
"183","2020-06-243192","2020-06-24 12:34:02","2020-06-24 12:38:04","IP Address","106.210.37.141",100,241,"True","2020-06-24 12:38:04","R_2OZNodmFOSMF1c5",NA,NA,NA,NA,28.6504058837891,77.2372131347656,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I am an Indian (south Asian)","Non-binary",23,"Bachelor's degree","A few times a week","A few times a week","Within the past day",3192,2020-06-24,"male","asian"
"184","2020-06-243438","2020-06-24 14:03:06","2020-06-24 14:04:22","IP Address","69.120.148.241",100,75,"True","2020-06-24 14:04:22","R_77pQTkNtjQCzxg5",NA,NA,NA,NA,41.2182006835938,-73.8910980224609,"anonymous","EN","Yes, I consent to participate","CDR","Asian","Chinese","Female",19,"Some college, no degree","A few times a week","A few times a week","Within the past day",3438,2020-06-24,"female","asian"
"185","2020-06-243774","2020-06-24 12:40:11","2020-06-24 12:45:05","IP Address","70.95.128.131",100,293,"True","2020-06-24 12:45:05","R_3vEPo3dFYzVEnnj",NA,NA,NA,NA,32.9163970947266,-117.139297485352,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Filipino. Sometimes the race/ethnicities are not in alphabetical order; I sometimes assume there is a hierarchy.","Male",27,"Bachelor's degree","A few times a day","A few times a month","Within the past week",3774,2020-06-24,"male","hispanic"
"186","2020-06-244575","2020-06-24 11:24:01","2020-06-24 11:25:44","IP Address","71.232.164.86",100,102,"True","2020-06-24 11:25:44","R_SK3vaOURDqvVujT",NA,NA,NA,NA,42.2877960205078,-71.3587036132812,"anonymous","EN","Yes, I consent to participate","cdr","White","white, jewish","Female",23,"Bachelor's degree","A few times a day","A few times a day","Within the past day",4575,2020-06-24,"female","white"
"187","2020-06-244917","2020-06-24 14:01:53","2020-06-24 14:04:34","IP Address","45.49.160.182",100,160,"True","2020-06-24 14:04:34","R_1kNZJh027DJEOgz",NA,NA,NA,NA,34.0446929931641,-118.448699951172,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I am an Indonesian-Chinese/Southeast Asian","Female",22,"Bachelor's degree","A few times a month","A few times a month","Within the past month",4917,2020-06-24,"female","asian"
"188","2020-06-246393","2020-06-24 11:31:52","2020-06-24 11:34:44","IP Address","27.56.216.110",100,172,"True","2020-06-24 11:34:44","R_1DVdd6GhlCfMnaZ",NA,NA,NA,NA,22.7162933349609,75.8316040039062,"anonymous","EN","Yes, I consent to participate","cdr","Other","Indian ","Male",24,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",6393,2020-06-24,"male","asian"
"189","2020-06-246437","2020-06-24 11:31:08","2020-06-24 11:33:39","IP Address","104.153.230.241",100,150,"True","2020-06-24 11:33:39","R_2S79ngYJyzy3e3K",NA,NA,NA,NA,41.9208984375,-87.7042999267578,"anonymous","EN","Yes, I consent to participate","cdr","Other","Spanish white
There are no checks for me. Not quite Hispanic, no quite white","Female",52,"Doctoral degree","A few times a month","A few times a year","Within the past day",6437,2020-06-24,"female","hispanic"
"190","2020-06-247881","2020-06-24 10:04:08","2020-06-24 10:05:49","IP Address","73.110.46.155",100,101,"True","2020-06-24 10:05:49","R_RyKaJW4tQfqhoCB",NA,NA,NA,NA,41.9456939697266,-87.7393035888672,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Chinese or East asian","Male",26,"Master's degree","A few times a year","A few times a year","Within the past hour",7881,2020-06-24,"male","asian"
"191","2020-06-248583","2020-06-24 14:01:09","2020-06-24 14:03:07","IP Address","109.236.60.124",100,118,"True","2020-06-24 14:03:07","R_2uL3yDBnWa5zDFJ",NA,NA,NA,NA,34.0583953857422,-118.27799987793,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Most commonly I select Asian, but more specifically I would identify as a Korean American.","Female",18,"Graduated high school","A few times a month","A few times a month","Within the past week",8583,2020-06-24,"female","asian"
"192","2020-06-249219","2020-06-24 14:00:59","2020-06-24 14:02:55","IP Address","24.98.175.197",100,116,"True","2020-06-24 14:02:56","R_1ib3dMAph7FXSZ5",NA,NA,NA,NA,33.9837036132812,-84.1486968994141,"anonymous","EN","Yes, I consent to participate","CDR","Asian","I am Korean. My answer is usually the same for these types of questions.","Male",22,"Some college, no degree","A few times a day","A few times a day","Within the past hour",9219,2020-06-24,"male","asian"
"193","2020-06-249497","2020-06-24 09:34:43","2020-06-24 09:37:40","IP Address","73.245.136.110",100,177,"True","2020-06-24 09:37:42","R_2sdvDdy1wicmhJZ",NA,NA,NA,NA,26.1051025390625,-80.1289978027344,"anonymous","EN","Yes, I consent to participate","CDR","Hispanic","I am a New Yorker with a Puerto Rican background. When I see official forms I say I am of Puerto Rican Heritage; if non is there sometimes I click White or Black depending how annoyed my mind feels that Hispanic is not there,","Female",32,"Some college, no degree","A few times a day","A few times a week","Within the past hour",9497,2020-06-24,"female","hispanic"
"194","2020-06-249936","2020-06-24 09:59:53","2020-06-24 10:01:03","IP Address","108.35.26.238",100,70,"True","2020-06-24 10:01:03","R_2fwU3oyu9hPtKo1",NA,NA,NA,NA,40.9734954833984,-73.9607009887695,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Korean American.","Female",23,"Bachelor's degree","A few times a week","A few times a month","Within the past hour",9936,2020-06-24,"female","asian"
