"","user_age","clean_edu","user_frequency","user_genre","genre.match","rating.y","rec_gender","rec_race","clicked","race.simple.f","user_gender","user_id","in.group.lax","prediction.slow","rank.slow","top","prediction.fast","rank.fast"
"327",29,"bachelors","Several times a month","Comedy",1,8,"Male","White",1,"Hispanic","Female","CdQGqBe3JV",FALSE,0.16,9,FALSE,0.1032,8
"328",29,"bachelors","Several times a week","Action and adventure",0,8,"Male","Hispanic",1,"Black","Male","psVN4xLzZ8",TRUE,0.0812,4,TRUE,0.4488,1
"329",31,"more.than.bachelors","Several times a week","Science Fiction",0,8,"Male","Hispanic",1,"Black","Male","H6CnY8zRGd",TRUE,0.1728,16,FALSE,0.1264,15
"330",29,"bachelors","Several times a month","Comedy",1,8,"Female","White",0,"Hispanic","Female","r0N3HWgw1m",TRUE,0.12,26,FALSE,0.116,10
"331",29,"less.than.bachelors","Several times a month","Comedy",1,8,"Male","Black",0,"Hispanic","Female","MWexoaWxVd",FALSE,0.334,1,TRUE,0.5088,1
"332",19,"less.than.bachelors","Every day","Action and adventure",0,8,"Female","White",1,"Black","Female","Me00lcumk0",TRUE,0.1808,20,FALSE,0.3804,2
"333",50,"more.than.bachelors","A few times a year","Drama",0,8,"Male","White",1,"White","Male","0SYLtSaLv8",TRUE,0.7412,3,TRUE,0.2016,6
"334",23,"less.than.bachelors","Several times a week","Other",0,8,"Male","Black",0,"Hispanic","Male","dU3mraKUfC",TRUE,0.1076,36,FALSE,0.098,21
"335",37,"bachelors","Several times a month","Science Fiction",0,8,"Male","White",0,"White","Female","ayZjB7cA0W",TRUE,0.0492,11,FALSE,0.0908,7
"336",23,"bachelors","Several times a month","Drama",0,8,"Female","Hispanic",0,"Hispanic","Female","zob0HSXZl2",TRUE,0.0208,25,FALSE,0.0548,14
"337",31,"bachelors","A few times a year","Historical",0,8,"Female","Black",1,"Hispanic","Male","kWV3KBskro",FALSE,0.15,21,FALSE,0.1924,7
"338",41,"more.than.bachelors","Several times a week","Science Fiction",0,8,"Male","Black",0,"Black","Male","NrMSYhEtof",TRUE,0.2468,14,FALSE,0.4676,11
"339",22,"bachelors","Several times a month","Other",0,8,"Male","White",0,"White","Female","6Juo3GZZ8b",TRUE,0.0744,27,FALSE,8e-04,38
"340",19,"less.than.bachelors","Several times a month","Horror",0,8,"Female","White",0,"Hispanic","Female","vcNwY5aMp1",TRUE,0.042,40,FALSE,0.0812,15
"341",27,"bachelors","Once a month","Drama",0,8,"Male","White",1,"White","Female","Ezkouh5Yxg",TRUE,0.0292,10,FALSE,0.0228,8
"342",20,"less.than.bachelors","Several times a week","Science Fiction",0,8,"Male","Hispanic",1,"White","Male","ddXc8zGlCs",TRUE,0.3956,2,TRUE,0.032,39
"343",35,"more.than.bachelors","Several times a week","Action and adventure",0,8,"Female","Black",0,"White","Male","GDXJEfWNvM",FALSE,0.1728,8,FALSE,0.4476,2
"344",40,"more.than.bachelors","Several times a week","Action and adventure",0,8,"Female","White",0,"White","Male","zFQNGjvxgm",TRUE,0.0672,6,TRUE,0.4996,1
"345",33,"less.than.bachelors","Several times a month","Horror",0,8,"Male","White",0,"White","Male","mHqCqThdDJ",TRUE,0.0784,29,FALSE,0.1176,29
"346",40,"more.than.bachelors","Several times a week","Action and adventure",0,8,"Male","White",1,"White","Female","7dCkVAAzhh",TRUE,0.108,12,FALSE,0.1896,12
"347",21,"less.than.bachelors","Once a month","Comedy",1,8,"Male","White",0,"Hispanic","Male","dxw9mNQ84H",TRUE,0.4868,2,TRUE,0.0536,22
"348",19,"bachelors","Several times a week","Animation",0,8,"Male","White",1,"Black","Male","ufiMnOdd8D",TRUE,0.0904,17,FALSE,0.1724,12
"349",22,"bachelors","Several times a month","Drama",0,8,"Female","Hispanic",0,"White","Female","RBhcyf0fDN",TRUE,0.01,25,FALSE,0.0412,20
"350",19,"less.than.bachelors","Every day","Horror",0,8,"Male","White",0,"Hispanic","Female","TZYgVnAiFa",FALSE,0.0464,35,FALSE,0.082,18
"351",27,"bachelors","A few times a year","Historical",0,8,"Female","Hispanic",0,"White","Female","r3I6icZWNr",TRUE,0.1332,12,FALSE,0.1164,8
"352",45,"more.than.bachelors","Every day","Action and adventure",0,8,"Male","Hispanic",1,"White","Male","Uvgku7woZP",TRUE,0.1716,8,FALSE,0.3088,8
"353",23,"bachelors","Several times a month","Drama",0,8,"Female","White",1,"White","Female","ZnxhKjD9HO",TRUE,0.0024,25,FALSE,0.0272,26
"354",26,"bachelors","Several times a week","Horror",0,8,"Male","Hispanic",0,"White","Female","fzsv7M2MZE",FALSE,0.0408,15,FALSE,0.04,27
"355",19,"less.than.bachelors","Several times a week","Horror",0,8,"Male","White",0,"Hispanic","Female","9Gr73FrE0L",FALSE,0,39,FALSE,0,42
"356",31,"bachelors","Several times a month","Action and adventure",0,8,"Male","White",0,"Black","Male","eGPuYQYQUk",TRUE,0.0256,15,FALSE,0.1488,10
"357",21,"less.than.bachelors","Several times a month","Comedy",1,8,"Female","White",0,"White","Female","uTnjwZvZpJ",TRUE,0.1884,8,FALSE,0.0588,6
"358",23,"less.than.bachelors","Once a month","Horror",0,8,"Male","White",0,"White","Female","gOxPAfDAZI",TRUE,0.02,22,FALSE,0.1724,8
"359",24,"less.than.bachelors","Several times a month","Comedy",1,8,"Male","White",1,"White","Female","XdytqjKSaP",TRUE,0.0788,4,TRUE,0.3144,1
"360",48,"more.than.bachelors","Several times a week","Action and adventure",0,8,"Female","White",0,"White","Male","kYmeksS3Qu",TRUE,0.236,12,FALSE,0.6724,4
"361",37,"bachelors","Several times a month","Comedy",1,8,"Male","Black",1,"White","Female","oPqz3EUbPj",FALSE,0.1972,6,TRUE,0.2164,6
"362",40,"bachelors","Several times a month","Other",0,8,"Female","White",0,"White","Female","dJgzdXkY9S",TRUE,0.4104,2,TRUE,0.2708,2
"363",21,"less.than.bachelors","Several times a month","Other",0,8,"Male","White",0,"Hispanic","Female","M4zFaiv8ID",FALSE,8e-04,28,FALSE,0.0076,36
"364",34,"less.than.bachelors","Several times a month","Drama",0,8,"Female","White",1,"White","Female","M1Cc5UBl5b",TRUE,0.1256,15,FALSE,0.0388,20
"365",31,"more.than.bachelors","Several times a week","Drama",0,8,"Male","Hispanic",1,"Black","Female","E8RVm7G947",FALSE,0.2368,4,TRUE,0.384,2
"366",64,"bachelors","Several times a month","Action and adventure",0,8,"Male","Hispanic",1,"Black","Male","ZhCqCDFpbc",TRUE,0.158,25,FALSE,0.2204,8
"367",42,"less.than.bachelors","Several times a week","Action and adventure",0,8,"Male","Black",1,"White","Male","0nshxEK9nz",TRUE,0.1156,9,FALSE,0.1584,7
"368",22,"bachelors","Several times a week","Horror",0,8,"Male","White",0,"White","Female","3k6xP1Vl19",TRUE,0.1948,6,TRUE,0.04,23
"369",20,"less.than.bachelors","Several times a month","Comedy",1,8,"Female","Hispanic",0,"Hispanic","Female","T0vnVA49MR",TRUE,0.438,4,TRUE,0.016,21
"370",30,"more.than.bachelors","Several times a week","Action and adventure",0,8,"Female","Hispanic",0,"White","Male","ZYCAHDL9xy",FALSE,0.5056,2,TRUE,0.23,10
"371",50,"more.than.bachelors","Several times a week","Animation",0,8,"Female","White",1,"White","Male","4intRZKbr4",TRUE,0.3036,4,TRUE,0.38,8
"372",29,"bachelors","Several times a month","Action and adventure",0,8,"Male","White",1,"White","Male","mtpuOO3klu",TRUE,0.174,7,FALSE,0.0328,12
"373",18,"less.than.bachelors","Several times a month","Action and adventure",0,8,"Male","White",0,"White","Female","dT5gjvvKNp",TRUE,0.0028,11,FALSE,0.0788,12
"374",35,"more.than.bachelors","Several times a week","Action and adventure",0,8,"Male","White",1,"White","Male","hQGtj1kKKY",TRUE,0.0708,15,FALSE,0.408,4
"375",30,"more.than.bachelors","Several times a month","Action and adventure",0,8,"Male","Black",1,"Black","Male","DPIVbuJVgw",TRUE,0.0068,6,TRUE,0.1852,1
"376",19,"less.than.bachelors","A few times a year","Comedy",1,8,"Male","Hispanic",1,"Black","Female","C21jhnRvuz",FALSE,0.2312,9,FALSE,0.2236,2
"377",47,"more.than.bachelors","Several times a week","Action and adventure",0,8,"Female","White",0,"White","Male","KSuFElBEqY",TRUE,0.2336,12,FALSE,0.79,2
"378",20,"less.than.bachelors","Several times a month","Action and adventure",0,8,"Male","White",1,"White","Female","FvKToym9tL",TRUE,0.0168,17,FALSE,8e-04,18
"379",57,"less.than.bachelors","A few times a year","Comedy",1,8,"Male","White",1,"White","Female","mQolbiqiZZ",TRUE,0.3872,4,TRUE,0.192,16
"380",21,"less.than.bachelors","Once a month","Comedy",1,8,"Female","Hispanic",1,"Hispanic","Female","gkVGwGRavB",TRUE,0.5204,8,FALSE,0.064,22
"381",24,"bachelors","Several times a month","Comedy",1,8,"Female","White",0,"White","Female","qyiNjBDsy3",TRUE,0.16,20,FALSE,0.1924,13
"382",25,"more.than.bachelors","Every day","Horror",0,8,"Male","White",0,"White","Female","cseqUAoOIQ",TRUE,0.0324,40,FALSE,0.152,34
"383",26,"bachelors","Several times a week","Drama",0,8,"Female","White",0,"Hispanic","Female","qfggUPb9ZV",TRUE,0.0324,19,FALSE,0.0052,20
"384",25,"more.than.bachelors","Several times a month","Drama",0,8,"Male","White",0,"Hispanic","Female","3j6oTZyi92",FALSE,0.1068,21,FALSE,0.0236,33
"385",41,"more.than.bachelors","A few times a year","Action and adventure",0,8,"Male","Hispanic",0,"White","Male","UHUV9vPW4K",TRUE,0.1512,7,FALSE,0.1616,8
"386",31,"more.than.bachelors","Several times a month","Action and adventure",0,8,"Female","Hispanic",0,"White","Male","J4kUGeT61E",FALSE,0.3268,3,TRUE,0.0748,7
"387",50,"more.than.bachelors","Several times a month","Other",0,8,"Male","Hispanic",0,"White","Female","CojjV9tz6U",FALSE,0.2764,26,FALSE,0.2676,31
"388",21,"less.than.bachelors","Several times a week","Action and adventure",0,8,"Male","White",0,"White","Male","10ELmTCYUG",TRUE,0.1088,10,FALSE,0.1348,20
"389",21,"less.than.bachelors","Once a month","Action and adventure",0,8,"Female","Hispanic",0,"Hispanic","Female","Kj6SjScvuE",TRUE,0.078,31,FALSE,0.1844,9
"390",27,"more.than.bachelors","Several times a month","Action and adventure",0,8,"Male","White",1,"White","Male","no9gRE9jjN",TRUE,0.0304,42,FALSE,0.1312,31
"391",20,"less.than.bachelors","Several times a month","Animation",0,8,"Female","Black",0,"White","Male","fVLp9M3k3r",FALSE,0.032,36,FALSE,0.0524,17
"392",23,"more.than.bachelors","Several times a week","Science Fiction",0,8,"Male","White",0,"Black","Male","pGSCirgyGW",TRUE,0.2248,10,FALSE,0.1468,20
"393",50,"less.than.bachelors","Several times a month","Action and adventure",0,8,"Male","White",0,"White","Male","mLAjfVSpay",TRUE,0.0828,38,FALSE,0.0444,35
"394",30,"more.than.bachelors","Several times a month","Drama",0,8,"Female","Hispanic",1,"White","Female","KhX8dcJKen",TRUE,0.1452,7,FALSE,0.1092,8
"395",29,"bachelors","Several times a week","Horror",0,8,"Male","White",0,"White","Female","rMHnpss7OQ",TRUE,0.0792,8,FALSE,0.0252,26
"396",35,"more.than.bachelors","Several times a month","Action and adventure",0,8,"Male","Hispanic",0,"White","Male","dmdcJlmqta",TRUE,0.1192,6,TRUE,0.0616,14
"397",31,"more.than.bachelors","Several times a month","Drama",0,8,"Female","Hispanic",0,"White","Female","chIWksfoJv",TRUE,0.17,16,FALSE,0.096,40
"398",37,"less.than.bachelors","Several times a week","Science Fiction",0,8,"Female","Hispanic",0,"White","Male","BcCAmKpGeN",FALSE,0.3732,5,TRUE,0.1504,9
"399",40,"bachelors","Several times a month","Other",0,10,"Male","White",0,"White","Female","dJgzdXkY9S",TRUE,0.3052,15,FALSE,0.144,14
"400",19,"less.than.bachelors","A few times a year","Comedy",0,10,"Male","White",0,"Black","Female","C21jhnRvuz",FALSE,0.122,15,FALSE,0.0576,15
"401",47,"more.than.bachelors","Several times a week","Action and adventure",0,10,"Female","Hispanic",0,"White","Male","KSuFElBEqY",FALSE,0.4488,2,TRUE,0.4144,8
"402",24,"bachelors","Several times a month","Comedy",0,10,"Female","Hispanic",0,"White","Female","qyiNjBDsy3",TRUE,0.1848,13,FALSE,0.1268,16
"403",46,"more.than.bachelors","Several times a week","Action and adventure",0,10,"Male","White",0,"White","Male","hgmgFqpehk",TRUE,0.1548,9,FALSE,0.0924,9
"404",22,"bachelors","Several times a month","Drama",0,10,"Male","White",0,"White","Female","RBhcyf0fDN",TRUE,0.0116,22,FALSE,0.0216,39
"405",19,"less.than.bachelors","Several times a month","Horror",0,10,"Male","White",0,"Hispanic","Female","vcNwY5aMp1",FALSE,0.2052,12,FALSE,0.0268,24
"406",23,"bachelors","Several times a month","Drama",0,10,"Female","White",0,"White","Female","ZnxhKjD9HO",TRUE,0.0076,16,FALSE,0.25,2
"407",29,"bachelors","Several times a month","Comedy",0,10,"Male","White",0,"Hispanic","Female","CdQGqBe3JV",FALSE,0.0828,23,FALSE,0.0336,27
"408",31,"more.than.bachelors","Several times a month","Drama",0,10,"Male","Hispanic",0,"White","Female","chIWksfoJv",FALSE,0.2804,5,TRUE,0.2456,11
"409",21,"less.than.bachelors","Several times a month","Other",0,10,"Male","Black",0,"Hispanic","Female","M4zFaiv8ID",FALSE,0.0388,17,FALSE,0.0484,15
"410",41,"more.than.bachelors","Several times a week","Science Fiction",0,10,"Female","White",0,"Black","Male","NrMSYhEtof",FALSE,0.24,16,FALSE,0.4084,18
"411",41,"more.than.bachelors","Several times a week","Drama",0,10,"Male","White",1,"White","Male","jL5emlUoIY",TRUE,0.5792,2,TRUE,0.2248,5
"412",23,"bachelors","Several times a month","Drama",0,10,"Male","White",0,"Hispanic","Female","zob0HSXZl2",FALSE,0.0052,32,FALSE,0.086,10
"413",23,"less.than.bachelors","Several times a month","Horror",0,10,"Male","Hispanic",0,"White","Female","ZBbtrfl1rj",FALSE,0.1032,7,FALSE,0.1028,14
"414",30,"more.than.bachelors","Several times a month","Comedy",0,10,"Male","White",1,"White","Female","gI2DyMUySJ",TRUE,0.1548,7,FALSE,0.148,4
"415",29,"more.than.bachelors","Several times a week","Horror",0,10,"Male","White",1,"White","Male","tjtngzGfZ5",TRUE,0.1108,16,FALSE,0.038,16
"416",28,"bachelors","Several times a week","Horror",0,10,"Male","White",1,"White","Female","J3HuVBjodD",TRUE,0.0296,14,FALSE,0.0564,12
"417",35,"more.than.bachelors","Several times a week","Drama",0,10,"Female","Hispanic",0,"White","Female","wQ20gKntYX",TRUE,0.3036,5,TRUE,0.3324,12
"418",25,"bachelors","Several times a week","Horror",0,10,"Female","Hispanic",0,"White","Male","q8d6iUXUoN",FALSE,0.1092,10,FALSE,0.3156,5
"419",22,"bachelors","Several times a week","Horror",0,10,"Male","Hispanic",0,"White","Female","3k6xP1Vl19",FALSE,0.068,16,FALSE,0.438,4
"420",21,"less.than.bachelors","Once a month","Action and adventure",0,10,"Female","Black",0,"Hispanic","Female","Kj6SjScvuE",TRUE,0.1132,25,FALSE,0.3712,2
"421",51,"more.than.bachelors","Once a month","Historical",0,10,"Male","White",1,"White","Male","yTjSoY2qa8",TRUE,0.3548,2,TRUE,0.2916,6
"422",19,"bachelors","Several times a week","Animation",1,10,"Male","White",0,"Black","Male","ufiMnOdd8D",TRUE,0.4872,1,TRUE,0.3672,4
"423",31,"bachelors","Once a month","Horror",0,10,"Male","White",0,"Black","Male","hKh7rot50R",TRUE,0.1984,17,FALSE,0.0668,19
"424",29,"bachelors","Several times a week","Horror",0,10,"Male","White",1,"White","Female","rMHnpss7OQ",TRUE,4e-04,27,FALSE,0.0604,19
"425",50,"less.than.bachelors","Several times a month","Action and adventure",0,10,"Female","Hispanic",0,"White","Male","mLAjfVSpay",FALSE,0.2028,22,FALSE,0.114,24
"426",19,"less.than.bachelors","Several times a week","Horror",0,10,"Male","Black",0,"Hispanic","Female","9Gr73FrE0L",FALSE,0.1032,15,FALSE,0.064,15
"427",23,"more.than.bachelors","Several times a week","Science Fiction",0,10,"Male","Black",0,"Black","Male","pGSCirgyGW",TRUE,0.1792,16,FALSE,0.1756,11
"428",30,"more.than.bachelors","Several times a week","Action and adventure",0,10,"Female","Black",0,"Black","Male","zGt7yvD5Hq",TRUE,0.0748,16,FALSE,0.174,13
"429",57,"less.than.bachelors","A few times a year","Comedy",0,10,"Male","Hispanic",0,"White","Female","mQolbiqiZZ",FALSE,0.316,8,FALSE,0.226,10
"430",63,"bachelors","Several times a month","Science Fiction",0,10,"Male","Hispanic",0,"White","Male","GGYJ7d0Iww",TRUE,0.4052,5,TRUE,0.1984,6
"431",19,"less.than.bachelors","Every day","Horror",0,10,"Male","White",0,"Hispanic","Female","TZYgVnAiFa",FALSE,0.1872,6,TRUE,0.0628,33
"432",50,"bachelors","Several times a week","Science Fiction",0,10,"Male","Hispanic",1,"Hispanic","Male","MslIgvUCSY",TRUE,0.2904,4,TRUE,0.266,6
"433",25,"more.than.bachelors","Several times a month","Drama",0,10,"Male","White",1,"Hispanic","Female","3j6oTZyi92",FALSE,0.0504,29,FALSE,0.1748,7
"434",19,"less.than.bachelors","Several times a month","Horror",0,10,"Male","White",0,"White","Female","BiKPsh1GbG",TRUE,0.0808,16,FALSE,0.0876,10
"435",22,"less.than.bachelors","Several times a month","Horror",0,10,"Female","White",0,"White","Female","jwYOz2StS8",TRUE,0.0692,10,FALSE,0.078,11
"436",21,"less.than.bachelors","Once a month","Comedy",0,10,"Male","White",0,"Hispanic","Female","gkVGwGRavB",FALSE,4e-04,36,FALSE,0.0892,17
"437",20,"less.than.bachelors","Several times a week","Science Fiction",0,10,"Male","Black",0,"White","Male","ddXc8zGlCs",TRUE,0.2136,36,FALSE,0.0748,23
"438",20,"less.than.bachelors","Several times a month","Animation",1,10,"Male","White",0,"White","Male","fVLp9M3k3r",TRUE,0.1948,4,TRUE,0.74,3
"439",35,"bachelors","Every day","Animation",1,10,"Male","White",0,"Black","Male","ojW2XZJgk5",TRUE,0.5456,1,TRUE,0.502,1
"440",27,"more.than.bachelors","Several times a month","Action and adventure",0,10,"Female","Hispanic",0,"White","Male","no9gRE9jjN",FALSE,0.3752,16,FALSE,0.0392,42
"441",34,"less.than.bachelors","Several times a month","Drama",0,10,"Female","Black",0,"White","Female","M1Cc5UBl5b",TRUE,0.398,1,TRUE,0.3336,1
"442",26,"bachelors","Several times a week","Horror",0,10,"Male","Hispanic",0,"White","Female","fzsv7M2MZE",FALSE,0.0832,13,FALSE,0.1324,11
"443",27,"more.than.bachelors","Once a month","Comedy",0,10,"Male","White",0,"White","Female","r9yF42zm1v",TRUE,0.0052,13,FALSE,0.1316,9
"444",50,"more.than.bachelors","Several times a month","Other",0,10,"Male","Hispanic",0,"White","Female","CojjV9tz6U",FALSE,0.522,2,TRUE,0.504,11
"445",64,"bachelors","Several times a month","Action and adventure",0,10,"Male","White",0,"Black","Male","ZhCqCDFpbc",TRUE,0.2124,15,FALSE,0.086,25
"446",23,"less.than.bachelors","Several times a week","Other",0,10,"Male","White",0,"Hispanic","Male","dU3mraKUfC",TRUE,0.0616,42,FALSE,0.09,30
"447",44,"more.than.bachelors","Several times a week","Comedy",0,10,"Male","White",0,"White","Male","CuDkB1lLwf",TRUE,0.0844,17,FALSE,0.302,17
"448",29,"bachelors","Several times a month","Comedy",0,10,"Male","White",0,"Hispanic","Female","r0N3HWgw1m",FALSE,0.0828,35,FALSE,0.0336,38
"449",27,"less.than.bachelors","Several times a week","Science Fiction",0,10,"Male","White",0,"White","Male","4jAXGwD8N7",TRUE,0.0996,26,FALSE,0.0764,18
"450",19,"less.than.bachelors","Several times a month","Science Fiction",0,10,"Male","White",0,"White","Male","SrqXIb7hBg",TRUE,0.1144,24,FALSE,0.2028,12
"451",35,"more.than.bachelors","Several times a month","Action and adventure",0,10,"Female","Hispanic",0,"White","Male","dmdcJlmqta",FALSE,0.0168,13,FALSE,0.0736,13
"452",31,"bachelors","A few times a year","Historical",0,10,"Male","White",0,"Hispanic","Male","kWV3KBskro",TRUE,0.182,15,FALSE,0.118,16
"453",22,"bachelors","Several times a month","Other",0,10,"Female","Black",0,"White","Female","6Juo3GZZ8b",TRUE,0.1468,17,FALSE,0.2932,6
"454",41,"more.than.bachelors","Once a month","Comedy",0,10,"Male","Hispanic",0,"White","Male","9GFytJvRiy",TRUE,0.2404,7,FALSE,0.1776,9
"455",33,"less.than.bachelors","Several times a month","Horror",0,10,"Male","White",0,"White","Male","mHqCqThdDJ",TRUE,0.0472,35,FALSE,0.1072,38
"456",30,"more.than.bachelors","Every day","Science Fiction",0,10,"Female","Hispanic",0,"Black","Male","lS3opFODuy",FALSE,0.2584,6,TRUE,0.1132,6
"457",21,"less.than.bachelors","Once a month","Comedy",0,10,"Female","White",0,"Hispanic","Male","dxw9mNQ84H",FALSE,0.1464,19,FALSE,0.0788,16
"458",25,"more.than.bachelors","Every day","Horror",0,10,"Male","White",0,"White","Female","cseqUAoOIQ",TRUE,0.0864,22,FALSE,0.1456,37
"459",20,"less.than.bachelors","Several times a month","Comedy",0,10,"Female","White",0,"Hispanic","Female","T0vnVA49MR",TRUE,0.0192,28,FALSE,0.004,28
"460",46,"more.than.bachelors","Every day","Drama",0,10,"Male","White",0,"White","Male","GtHrFhobXI",TRUE,0.69,2,TRUE,0.2552,9
"461",37,"less.than.bachelors","Several times a week","Science Fiction",0,10,"Female","White",0,"White","Male","BcCAmKpGeN",TRUE,0.2,18,FALSE,0.0824,22
"462",23,"less.than.bachelors","Once a month","Horror",0,10,"Male","White",1,"White","Female","gOxPAfDAZI",TRUE,0.0132,33,FALSE,0.088,31
"463",21,"less.than.bachelors","Several times a month","Comedy",0,10,"Female","White",0,"White","Female","uTnjwZvZpJ",TRUE,4e-04,25,FALSE,0,27
"464",31,"bachelors","Once a month","Horror",0,10,"Female","Hispanic",0,"Black","Male","hKh7rot50R",FALSE,0.252,7,FALSE,0.0684,16
"465",37,"bachelors","Several times a month","Science Fiction",0,10,"Male","Hispanic",1,"White","Female","ayZjB7cA0W",FALSE,0.5788,1,TRUE,0.0364,12
"466",20,"less.than.bachelors","Several times a month","Action and adventure",1,10,"Male","White",0,"Hispanic","Female","BVSVWyOPnU",FALSE,0.148,16,FALSE,0.2948,4
"467",22,"bachelors","Several times a month","Drama",1,10,"Male","White",0,"White","Female","RBhcyf0fDN",TRUE,0.2768,3,TRUE,0.0972,10
"468",41,"more.than.bachelors","Several times a week","Action and adventure",1,10,"Male","Black",1,"White","Male","FqzWDAyW3E",TRUE,0.0816,4,TRUE,0.1444,6
"469",27,"bachelors","A few times a year","Historical",0,10,"Female","White",0,"White","Female","r3I6icZWNr",TRUE,0.1936,7,FALSE,0.1136,12
"470",23,"less.than.bachelors","Several times a month","Horror",0,10,"Male","Black",0,"White","Female","ZBbtrfl1rj",FALSE,0.0664,18,FALSE,0.3192,1
"471",21,"less.than.bachelors","Once a month","Action and adventure",1,10,"Female","White",0,"Hispanic","Female","Kj6SjScvuE",TRUE,0.1248,24,FALSE,0.1368,18
"472",19,"less.than.bachelors","Several times a week","Drama",1,10,"Male","White",0,"White","Female","CMOuSSjydi",TRUE,0.0556,13,FALSE,0.1528,8
"473",42,"more.than.bachelors","Every day","Horror",0,10,"Male","Hispanic",1,"White","Male","C7knoW8RmR",TRUE,0.1024,6,TRUE,0.3124,5
"474",19,"less.than.bachelors","Once a month","Science Fiction",0,10,"Female","Hispanic",1,"Black","Female","hni9DEkUGb",TRUE,0.2444,5,TRUE,0.0964,8
"475",19,"less.than.bachelors","A few times a year","Comedy",0,10,"Female","Hispanic",0,"Black","Female","C21jhnRvuz",TRUE,0.2484,8,FALSE,0.09,11
"476",23,"less.than.bachelors","Once a month","Horror",0,10,"Male","White",1,"White","Female","gOxPAfDAZI",TRUE,0.0132,31,FALSE,0.088,33
"477",27,"more.than.bachelors","Once a month","Comedy",0,10,"Female","Hispanic",0,"White","Female","r9yF42zm1v",TRUE,0.0068,12,FALSE,0.0596,12
"478",25,"bachelors","Several times a week","Horror",0,10,"Female","White",0,"White","Male","q8d6iUXUoN",TRUE,0.2672,2,TRUE,0.1248,12
"479",26,"bachelors","Several times a week","Drama",1,10,"Male","White",1,"Hispanic","Female","qfggUPb9ZV",FALSE,0.3024,3,TRUE,0.1108,11
"480",41,"more.than.bachelors","Several times a week","Science Fiction",0,10,"Male","White",1,"Black","Male","NrMSYhEtof",TRUE,0.2596,12,FALSE,0.45,12
"481",24,"less.than.bachelors","Several times a month","Comedy",0,10,"Male","Hispanic",1,"White","Female","XdytqjKSaP",FALSE,0.092,3,TRUE,0.086,5
"482",22,"bachelors","A few times a year","Comedy",0,10,"Male","White",1,"White","Female","VDWCrscAXs",TRUE,0.1296,6,TRUE,0.0732,8
"483",43,"more.than.bachelors","Several times a week","Animation",1,10,"Male","Hispanic",1,"White","Male","moNRNvgIWu",TRUE,0.474,1,TRUE,0.5444,3
"484",21,"less.than.bachelors","Several times a week","Action and adventure",1,10,"Male","White",0,"White","Male","10ELmTCYUG",TRUE,0.0088,20,FALSE,0.2068,15
"485",35,"more.than.bachelors","Several times a week","Action and adventure",1,10,"Male","White",1,"White","Male","TMuBMzVPUl",TRUE,0.2948,4,TRUE,0.2064,5
"486",51,"more.than.bachelors","Once a month","Historical",0,10,"Male","White",0,"White","Male","yTjSoY2qa8",TRUE,0.3548,1,TRUE,0.2916,5
"487",20,"less.than.bachelors","Several times a week","Comedy",0,10,"Male","Black",0,"Black","Female","RpYbvMfsq6",TRUE,0.1004,8,FALSE,0.0136,8
"488",21,"less.than.bachelors","Several times a month","Other",0,10,"Female","Hispanic",0,"Hispanic","Female","M4zFaiv8ID",TRUE,0.01,26,FALSE,0.034,16
"489",19,"less.than.bachelors","Several times a month","Horror",0,10,"Female","White",0,"White","Female","BiKPsh1GbG",TRUE,0.1592,9,FALSE,0.1088,7
"490",29,"less.than.bachelors","Several times a month","Comedy",0,10,"Female","White",1,"Hispanic","Female","MWexoaWxVd",TRUE,0.0828,11,FALSE,0.0328,16
"491",27,"less.than.bachelors","Several times a week","Science Fiction",0,10,"Male","White",0,"White","Male","4jAXGwD8N7",TRUE,0.0996,25,FALSE,0.0764,20
"492",19,"less.than.bachelors","Several times a month","Horror",0,10,"Male","White",0,"Hispanic","Female","vcNwY5aMp1",FALSE,0.2052,8,FALSE,0.0268,25
"493",31,"more.than.bachelors","Several times a month","Drama",1,10,"Male","Black",0,"White","Female","chIWksfoJv",FALSE,0.2416,10,FALSE,0.4232,4
"494",19,"less.than.bachelors","Several times a week","Horror",0,10,"Female","White",0,"Hispanic","Female","9Gr73FrE0L",TRUE,0.0128,26,FALSE,0.2556,5
"495",35,"less.than.bachelors","Several times a month","Horror",0,10,"Male","Black",1,"White","Female","pl36R7gPcP",FALSE,0.3852,2,TRUE,0.2788,2
"496",34,"less.than.bachelors","Several times a month","Drama",1,10,"Male","White",0,"White","Female","M1Cc5UBl5b",TRUE,0.208,6,TRUE,0.1776,4
"497",27,"bachelors","Once a month","Drama",1,10,"Female","Hispanic",0,"White","Female","Ezkouh5Yxg",TRUE,0.3124,3,TRUE,0.3368,2
"498",22,"bachelors","Several times a week","Horror",0,10,"Female","White",0,"White","Female","3k6xP1Vl19",TRUE,0.2556,5,TRUE,0.2776,8
"499",35,"more.than.bachelors","Several times a week","Drama",1,10,"Female","Hispanic",0,"White","Female","wQ20gKntYX",TRUE,0.332,2,TRUE,0.3728,9
"500",20,"less.than.bachelors","Several times a month","Comedy",0,10,"Female","White",0,"Hispanic","Female","T0vnVA49MR",TRUE,0.0192,29,FALSE,0.004,27
"501",20,"less.than.bachelors","Several times a month","Animation",1,10,"Female","Hispanic",1,"White","Male","fVLp9M3k3r",FALSE,0.5348,1,TRUE,0.8788,1
