"","user_age","clean_edu","user_frequency","user_genre","genre.match","rating.y","rec_gender","rec_race","clicked","race.simple.f","user_gender","user_id","in.group.lax","prediction.slow","rank.slow"
"1482",31,"more.than.bachelors","Several times a week","Science Fiction",0,8,"Female","Black",0,"Black","Male","H6CnY8zRGd",TRUE,0.1776,14
"1483",22,"less.than.bachelors","Several times a month","Other",0,8,"Male","White",0,"Hispanic","Female","8P1MsqXGov",FALSE,0,20
"1484",24,"bachelors","Several times a month","Comedy",0,8,"Male","Hispanic",0,"White","Female","qyiNjBDsy3",FALSE,0.018,35
"1485",37,"more.than.bachelors","Several times a week","Drama",1,8,"Male","White",0,"Black","Male","vCCucKLH0Q",TRUE,0.394,12
"1486",19,"less.than.bachelors","Several times a week","Horror",1,8,"Male","White",0,"Hispanic","Female","9Gr73FrE0L",FALSE,0.3628,1
"1487",44,"more.than.bachelors","Several times a week","Comedy",0,8,"Male","White",0,"White","Male","CuDkB1lLwf",TRUE,0.03,18
"1488",22,"bachelors","Several times a month","Drama",1,8,"Male","Hispanic",0,"White","Female","RBhcyf0fDN",FALSE,0.0184,17
"1489",31,"more.than.bachelors","Several times a month","Drama",1,8,"Female","White",0,"White","Female","chIWksfoJv",TRUE,0.116,31
"1490",36,"more.than.bachelors","Several times a week","Action and adventure",0,8,"Male","Hispanic",0,"Hispanic","Male","txvG4WC4e1",TRUE,0.1244,16
"1491",41,"more.than.bachelors","Several times a month","Drama",1,8,"Male","White",0,"White","Male","IjSC1LB7cH",TRUE,0.34,13
"1492",21,"less.than.bachelors","Several times a month","Other",0,8,"Female","Black",0,"Hispanic","Female","M4zFaiv8ID",TRUE,0.096,13
"1493",33,"less.than.bachelors","Several times a month","Horror",1,8,"Female","White",0,"White","Male","mHqCqThdDJ",TRUE,0.2404,14
"1494",37,"more.than.bachelors","Several times a week","Action and adventure",0,8,"Male","White",1,"Black","Male","h0iEWWfQPf",TRUE,0.0588,6
"1495",28,"bachelors","Several times a week","Horror",1,8,"Male","White",0,"White","Female","J3HuVBjodD",TRUE,0.608,1
"1496",21,"less.than.bachelors","Once a month","Science Fiction",0,8,"Female","Hispanic",0,"White","Female","ggkkcqDs4B",TRUE,0.1544,8
"1497",26,"bachelors","Several times a week","Horror",1,8,"Male","Hispanic",0,"White","Female","fzsv7M2MZE",FALSE,0.4404,1
"1498",33,"more.than.bachelors","Several times a month","Other",0,8,"Female","Hispanic",0,"Hispanic","Female","Uv8kE8o4sU",TRUE,0.1744,8
"1499",29,"bachelors","Several times a month","Comedy",0,8,"Female","Hispanic",0,"Hispanic","Female","r0N3HWgw1m",TRUE,0.0312,40
"1500",50,"more.than.bachelors","Several times a month","Other",0,8,"Female","White",0,"White","Female","CojjV9tz6U",TRUE,0.4276,6
"1501",50,"more.than.bachelors","Several times a month","Historical",0,8,"Female","Hispanic",0,"White","Male","ZtYMqeZ9DC",FALSE,0.25,3
"1502",30,"more.than.bachelors","A few times a year","Comedy",0,8,"Female","White",0,"White","Female","89FnYEsDw7",TRUE,0.0704,11
"1503",40,"more.than.bachelors","Several times a month","Horror",1,8,"Female","White",1,"White","Male","KsCDFdgsR1",TRUE,0.396,3
"1504",21,"less.than.bachelors","Once a month","Comedy",0,8,"Male","White",0,"Hispanic","Male","dxw9mNQ84H",TRUE,0.0276,26
"1505",50,"bachelors","Several times a week","Science Fiction",0,8,"Male","White",0,"Hispanic","Male","MslIgvUCSY",TRUE,0.1608,17
"1506",23,"less.than.bachelors","Several times a week","Other",0,8,"Female","White",0,"Hispanic","Male","dU3mraKUfC",FALSE,0.1404,23
"1507",64,"bachelors","Several times a month","Action and adventure",0,8,"Male","White",0,"Black","Male","ZhCqCDFpbc",TRUE,0.0944,27
"1508",19,"less.than.bachelors","Every day","Action and adventure",0,8,"Female","White",0,"Black","Female","Me00lcumk0",TRUE,0.1808,18
"1509",27,"bachelors","A few times a year","Historical",0,8,"Male","White",0,"White","Female","r3I6icZWNr",TRUE,0.0568,29
"1510",25,"more.than.bachelors","Several times a month","Drama",1,8,"Male","White",1,"Hispanic","Female","3j6oTZyi92",FALSE,0.1236,15
"1511",57,"less.than.bachelors","A few times a year","Comedy",0,8,"Female","White",0,"White","Female","mQolbiqiZZ",TRUE,0.0836,23
"1512",25,"bachelors","Several times a week","Horror",1,8,"Male","Black",0,"White","Male","q8d6iUXUoN",TRUE,0.2652,4
"1513",31,"more.than.bachelors","Several times a month","Action and adventure",0,8,"Female","White",0,"White","Male","J4kUGeT61E",TRUE,0.1552,8
"1514",48,"more.than.bachelors","Several times a week","Action and adventure",0,8,"Female","Hispanic",0,"White","Male","kYmeksS3Qu",FALSE,0.2,14
"1515",25,"more.than.bachelors","Every day","Horror",1,8,"Female","White",0,"White","Female","cseqUAoOIQ",TRUE,0.5564,1
"1516",22,"less.than.bachelors","Several times a month","Horror",1,8,"Female","White",1,"White","Female","jwYOz2StS8",TRUE,0.2204,4
"1517",27,"more.than.bachelors","Several times a month","Action and adventure",0,8,"Female","Hispanic",0,"White","Male","no9gRE9jjN",FALSE,0.2156,24
"1518",34,"less.than.bachelors","Several times a month","Drama",1,8,"Male","Hispanic",0,"White","Female","M1Cc5UBl5b",FALSE,0.1484,11
"1519",38,"bachelors","Once a month","Historical",0,8,"Male","White",0,"White","Female","ZCg5vGFvCB",TRUE,0.048,7
"1520",43,"more.than.bachelors","Several times a week","Action and adventure",0,8,"Male","Black",0,"White","Male","ymNVkezCQA",TRUE,0.2064,8
"1521",21,"less.than.bachelors","Several times a week","Action and adventure",0,8,"Male","White",0,"White","Male","10ELmTCYUG",TRUE,0.1088,8
"1522",31,"bachelors","Several times a month","Action and adventure",0,8,"Female","Black",0,"Black","Male","eGPuYQYQUk",TRUE,0.0836,11
"1523",50,"less.than.bachelors","Several times a month","Action and adventure",0,8,"Female","Hispanic",0,"White","Male","mLAjfVSpay",FALSE,0.1092,33
"1524",20,"less.than.bachelors","Several times a month","Animation",0,8,"Male","White",0,"White","Male","fVLp9M3k3r",TRUE,0.164,8
"1525",23,"bachelors","Several times a month","Drama",1,8,"Female","White",0,"Hispanic","Female","zob0HSXZl2",TRUE,0.0412,19
"1526",22,"bachelors","Several times a month","Other",0,8,"Female","White",0,"White","Female","6Juo3GZZ8b",TRUE,0.1888,10
"1527",20,"less.than.bachelors","Several times a week","Science Fiction",0,8,"Female","White",0,"White","Male","ddXc8zGlCs",TRUE,0.2992,17
"1528",21,"less.than.bachelors","Once a month","Comedy",0,8,"Female","Black",0,"Hispanic","Female","gkVGwGRavB",TRUE,0.0072,27
"1529",19,"less.than.bachelors","Several times a month","Horror",1,8,"Male","Hispanic",0,"Hispanic","Female","vcNwY5aMp1",TRUE,0.5004,1
"1530",42,"more.than.bachelors","Several times a month","Horror",1,8,"Male","White",1,"White","Male","U69nOLLGua",TRUE,0.4788,1
"1531",20,"less.than.bachelors","Several times a month","Comedy",0,8,"Male","White",0,"Hispanic","Female","T0vnVA49MR",FALSE,0.0052,39
"1532",20,"less.than.bachelors","Several times a month","Action and adventure",0,7,"Male","White",0,"White","Female","FvKToym9tL",TRUE,0.0764,14
"1533",25,"more.than.bachelors","Several times a month","Drama",1,7,"Male","Black",0,"Hispanic","Female","3j6oTZyi92",FALSE,0.3184,1
"1534",28,"bachelors","Several times a week","Horror",0,7,"Male","White",1,"White","Female","J3HuVBjodD",TRUE,0.1724,3
"1535",29,"less.than.bachelors","Several times a month","Comedy",0,7,"Male","Hispanic",0,"Hispanic","Female","MWexoaWxVd",TRUE,0.1228,8
"1536",25,"bachelors","Several times a week","Horror",0,7,"Female","Hispanic",0,"White","Male","q8d6iUXUoN",FALSE,0.0896,14
"1537",37,"more.than.bachelors","Several times a week","Drama",1,7,"Male","Black",1,"Black","Male","vCCucKLH0Q",TRUE,0.3248,14
"1538",19,"less.than.bachelors","Several times a month","Horror",0,7,"Female","White",0,"Hispanic","Female","vcNwY5aMp1",TRUE,0.1228,14
"1539",24,"bachelors","Several times a month","Comedy",0,7,"Male","White",0,"White","Female","qyiNjBDsy3",TRUE,0.348,8
"1540",43,"more.than.bachelors","A few times a year","Action and adventure",0,7,"Female","White",0,"White","Male","5AOBGCwNxq",TRUE,0.3656,5
"1541",42,"less.than.bachelors","Several times a week","Action and adventure",0,7,"Male","Black",0,"White","Male","0nshxEK9nz",TRUE,0.1284,8
"1542",19,"less.than.bachelors","Every day","Horror",0,7,"Male","White",0,"Hispanic","Female","TZYgVnAiFa",FALSE,0.1232,13
"1543",20,"less.than.bachelors","Several times a month","Animation",0,7,"Male","Black",0,"White","Male","fVLp9M3k3r",TRUE,0.2316,3
"1544",40,"more.than.bachelors","Several times a week","Action and adventure",0,7,"Male","Black",1,"White","Male","zFQNGjvxgm",TRUE,0.332,1
"1545",27,"more.than.bachelors","Several times a month","Action and adventure",0,7,"Female","Hispanic",0,"White","Male","no9gRE9jjN",FALSE,0.1652,26
"1546",35,"more.than.bachelors","Several times a week","Drama",1,7,"Male","White",0,"White","Female","wQ20gKntYX",TRUE,0.0168,27
"1547",23,"less.than.bachelors","Several times a month","Horror",0,7,"Female","Hispanic",0,"White","Female","ZBbtrfl1rj",TRUE,0.3304,4
"1548",50,"less.than.bachelors","Several times a month","Action and adventure",0,7,"Male","White",0,"White","Male","mLAjfVSpay",TRUE,0.1676,26
"1549",31,"more.than.bachelors","Several times a month","Drama",1,7,"Female","White",0,"White","Female","chIWksfoJv",TRUE,0.1296,30
"1550",41,"more.than.bachelors","Once a month","Science Fiction",0,7,"Female","White",1,"White","Male","e0IL7V6HtV",TRUE,0.3016,5
"1551",33,"less.than.bachelors","Several times a month","Horror",0,7,"Male","White",0,"White","Male","mHqCqThdDJ",TRUE,0.16,18
"1552",46,"more.than.bachelors","Every day","Drama",1,7,"Male","Hispanic",0,"White","Male","GtHrFhobXI",TRUE,0.4472,4
"1553",33,"more.than.bachelors","Several times a week","Horror",0,7,"Female","White",1,"White","Male","K6Co3Wwzm9",TRUE,0.4716,3
"1554",19,"less.than.bachelors","Several times a month","Horror",0,7,"Male","White",0,"White","Female","BiKPsh1GbG",TRUE,0.2896,3
"1555",26,"bachelors","Several times a week","Horror",0,7,"Male","White",0,"White","Female","fzsv7M2MZE",TRUE,0.2128,5
"1556",63,"bachelors","Several times a month","Science Fiction",0,7,"Male","White",0,"White","Male","GGYJ7d0Iww",TRUE,0.3936,7
"1557",48,"more.than.bachelors","Several times a month","Action and adventure",0,7,"Male","Black",0,"White","Male","R97CTCzWKK",TRUE,0.2468,9
"1558",23,"bachelors","Several times a month","Drama",1,7,"Male","White",0,"Hispanic","Female","zob0HSXZl2",FALSE,0.6184,1
"1559",29,"bachelors","Several times a month","Comedy",0,7,"Male","Black",0,"Hispanic","Female","r0N3HWgw1m",FALSE,0.1052,28
"1560",27,"bachelors","A few times a year","Historical",1,7,"Male","White",1,"White","Female","r3I6icZWNr",TRUE,0.1624,9
"1561",31,"bachelors","Once a month","Horror",0,7,"Female","Black",0,"Black","Male","hKh7rot50R",TRUE,0.27,3
"1562",22,"bachelors","Several times a month","Other",0,7,"Female","White",0,"White","Female","6Juo3GZZ8b",TRUE,0.2036,9
"1563",50,"more.than.bachelors","A few times a year","Drama",1,7,"Male","White",1,"White","Male","0SYLtSaLv8",TRUE,0.262,6
"1564",39,"more.than.bachelors","Several times a week","Animation",0,7,"Male","Hispanic",1,"White","Male","WgdNDTiJ2P",TRUE,0.1024,5
"1565",22,"bachelors","A few times a year","Comedy",0,7,"Female","White",1,"White","Female","VDWCrscAXs",TRUE,0.0816,8
"1566",31,"more.than.bachelors","Several times a month","Action and adventure",0,7,"Male","White",1,"White","Male","J4kUGeT61E",TRUE,0.1428,9
"1567",23,"less.than.bachelors","Several times a week","Other",0,7,"Male","White",0,"Hispanic","Male","dU3mraKUfC",TRUE,0.1508,22
"1568",40,"bachelors","Several times a month","Other",0,7,"Male","White",0,"White","Female","dJgzdXkY9S",TRUE,0.3568,9
"1569",35,"more.than.bachelors","Several times a week","Action and adventure",0,7,"Female","Hispanic",0,"White","Male","TMuBMzVPUl",FALSE,0.2752,6
"1570",30,"more.than.bachelors","Several times a week","Action and adventure",0,7,"Male","White",0,"White","Male","ZYCAHDL9xy",TRUE,0.1916,6
"1571",20,"less.than.bachelors","Several times a week","Science Fiction",0,7,"Female","Hispanic",0,"White","Male","ddXc8zGlCs",FALSE,0.3212,13
"1572",22,"less.than.bachelors","Several times a week","Animation",0,7,"Female","Hispanic",1,"Hispanic","Female","qbJ3BzL548",TRUE,0.0832,7
"1573",22,"less.than.bachelors","Several times a month","Other",0,7,"Male","Hispanic",0,"Hispanic","Female","8P1MsqXGov",TRUE,0.1308,6
"1574",21,"less.than.bachelors","Several times a month","Comedy",0,7,"Female","White",0,"White","Female","uTnjwZvZpJ",TRUE,0.0236,17
"1575",46,"more.than.bachelors","Several times a week","Action and adventure",0,7,"Male","Black",0,"White","Male","hgmgFqpehk",TRUE,0.2348,6
"1576",20,"less.than.bachelors","Several times a month","Action and adventure",0,7,"Male","Black",0,"Hispanic","Female","BVSVWyOPnU",FALSE,0.208,11
"1577",40,"more.than.bachelors","Several times a week","Action and adventure",0,7,"Male","White",1,"White","Female","7dCkVAAzhh",TRUE,0.1776,9
"1578",29,"more.than.bachelors","Several times a week","Horror",0,7,"Male","White",0,"White","Male","tjtngzGfZ5",TRUE,0.286,4
"1579",19,"less.than.bachelors","Several times a week","Horror",0,7,"Female","White",0,"Hispanic","Female","9Gr73FrE0L",TRUE,0.062,18
"1580",29,"bachelors","Several times a week","Horror",0,7,"Male","White",0,"White","Female","rMHnpss7OQ",TRUE,0.202,1
"1581",35,"less.than.bachelors","Several times a month","Horror",0,7,"Male","Black",1,"White","Female","pl36R7gPcP",FALSE,0.1276,4
"1582",50,"more.than.bachelors","Several times a month","Other",0,7,"Male","Hispanic",1,"White","Female","CojjV9tz6U",FALSE,0.268,28
"1583",22,"bachelors","Several times a month","Drama",1,7,"Female","Hispanic",0,"White","Female","RBhcyf0fDN",TRUE,0.0388,14
"1584",20,"less.than.bachelors","Several times a month","Comedy",0,7,"Male","White",1,"Hispanic","Female","T0vnVA49MR",FALSE,0.138,12
"1585",19,"less.than.bachelors","Several times a month","Science Fiction",0,7,"Male","White",0,"White","Male","SrqXIb7hBg",TRUE,0.246,12
"1586",29,"more.than.bachelors","A few times a year","Science Fiction",0,7,"Male","White",1,"Black","Male","WYvlCAtZre",TRUE,0.3156,2
"1587",25,"more.than.bachelors","Every day","Horror",0,7,"Male","Hispanic",0,"White","Female","cseqUAoOIQ",FALSE,0.0836,26
"1588",41,"more.than.bachelors","Several times a week","Science Fiction",0,7,"Female","Hispanic",1,"Black","Male","NrMSYhEtof",FALSE,0.2584,13
"1589",35,"more.than.bachelors","Several times a month","Action and adventure",0,7,"Male","Black",0,"White","Male","dmdcJlmqta",TRUE,0.072,8
"1590",35,"more.than.bachelors","Several times a week","Action and adventure",0,7,"Male","White",0,"White","Male","GDXJEfWNvM",TRUE,0.1916,5
"1591",31,"more.than.bachelors","Several times a week","Science Fiction",0,7,"Male","White",0,"Black","Male","H6CnY8zRGd",TRUE,0.1768,15
"1592",24,"bachelors","Several times a month","Comedy",1,8,"Female","Hispanic",1,"White","Female","qyiNjBDsy3",TRUE,0.21,12
"1593",38,"bachelors","Once a month","Historical",0,8,"Male","White",0,"White","Female","ZCg5vGFvCB",TRUE,0.048,8
"1594",63,"bachelors","Several times a month","Science Fiction",0,8,"Female","Hispanic",0,"White","Male","GGYJ7d0Iww",FALSE,0.2688,9
"1595",35,"more.than.bachelors","Several times a week","Drama",0,8,"Female","Black",0,"White","Female","wQ20gKntYX",TRUE,0.0532,20
"1596",20,"less.than.bachelors","Several times a month","Action and adventure",0,8,"Female","White",1,"Hispanic","Female","BVSVWyOPnU",TRUE,0.0148,24
"1597",29,"bachelors","Several times a month","Comedy",1,8,"Male","White",0,"Hispanic","Female","r0N3HWgw1m",FALSE,0.16,10
"1598",40,"more.than.bachelors","Several times a week","Science Fiction",0,8,"Female","White",0,"White","Male","4Lv1d3jSEl",TRUE,0.1808,7
"1599",19,"less.than.bachelors","A few times a year","Comedy",1,8,"Male","Hispanic",1,"Black","Female","C21jhnRvuz",FALSE,0.2312,10
"1600",21,"less.than.bachelors","Once a month","Comedy",1,8,"Male","White",1,"Hispanic","Female","gkVGwGRavB",FALSE,0.7988,3
"1601",20,"less.than.bachelors","Several times a month","Comedy",1,8,"Female","Hispanic",1,"Hispanic","Female","T0vnVA49MR",TRUE,0.438,3
"1602",22,"less.than.bachelors","Several times a month","Other",0,8,"Female","Hispanic",0,"Hispanic","Female","8P1MsqXGov",TRUE,0.094,7
"1603",29,"bachelors","Several times a week","Action and adventure",0,8,"Male","White",1,"Black","Male","psVN4xLzZ8",TRUE,0.0424,5
"1604",19,"less.than.bachelors","Several times a month","Horror",0,8,"Male","Hispanic",1,"Hispanic","Female","vcNwY5aMp1",TRUE,0.098,20
"1605",23,"less.than.bachelors","Once a month","Horror",0,8,"Male","White",0,"White","Female","gOxPAfDAZI",TRUE,0.02,26
"1606",19,"less.than.bachelors","Every day","Horror",0,8,"Male","Hispanic",0,"Hispanic","Female","TZYgVnAiFa",TRUE,0.1556,10
"1607",19,"less.than.bachelors","Several times a week","Drama",0,8,"Female","White",0,"White","Female","CMOuSSjydi",TRUE,0.0324,16
"1608",57,"less.than.bachelors","A few times a year","Comedy",1,8,"Male","White",0,"White","Female","mQolbiqiZZ",TRUE,0.3872,3
"1609",29,"bachelors","Several times a week","Horror",0,8,"Male","White",0,"White","Female","rMHnpss7OQ",TRUE,0.0792,7
"1610",27,"bachelors","A few times a year","Historical",0,8,"Male","White",0,"White","Female","r3I6icZWNr",TRUE,0.0568,33
"1611",23,"bachelors","Several times a month","Drama",0,8,"Female","White",0,"Hispanic","Female","zob0HSXZl2",TRUE,0.004,35
"1612",50,"more.than.bachelors","Several times a month","Other",0,8,"Male","White",0,"White","Female","CojjV9tz6U",TRUE,0.3388,10
"1613",20,"less.than.bachelors","Several times a week","Science Fiction",0,8,"Female","Hispanic",0,"White","Male","ddXc8zGlCs",FALSE,0.3228,11
"1614",41,"more.than.bachelors","Several times a month","Drama",0,8,"Male","White",1,"White","Male","IjSC1LB7cH",TRUE,0.7712,3
"1615",20,"less.than.bachelors","Several times a week","Comedy",1,8,"Male","Black",1,"Black","Female","RpYbvMfsq6",TRUE,0.0548,9
"1616",46,"more.than.bachelors","Every day","Drama",0,8,"Male","White",1,"White","Male","GtHrFhobXI",TRUE,0.6484,3
"1617",29,"less.than.bachelors","Several times a month","Comedy",1,8,"Male","White",0,"Hispanic","Female","MWexoaWxVd",FALSE,0.1232,7
"1618",40,"bachelors","Several times a month","Other",0,8,"Male","White",1,"White","Female","dJgzdXkY9S",TRUE,0.408,3
"1619",27,"more.than.bachelors","Once a month","Comedy",1,8,"Male","White",1,"White","Female","r9yF42zm1v",TRUE,0.686,4
"1620",31,"more.than.bachelors","Several times a month","Drama",0,8,"Female","White",0,"White","Female","chIWksfoJv",TRUE,0.1404,29
"1621",23,"bachelors","Several times a month","Drama",0,8,"Male","White",0,"White","Female","ZnxhKjD9HO",TRUE,0,30
"1622",19,"less.than.bachelors","Several times a month","Science Fiction",0,8,"Female","Black",0,"White","Male","SrqXIb7hBg",FALSE,0.1752,18
"1623",22,"less.than.bachelors","Several times a month","Horror",0,8,"Female","Hispanic",0,"White","Female","jwYOz2StS8",TRUE,0.0936,7
"1624",48,"more.than.bachelors","Several times a month","Comedy",1,8,"Male","White",0,"White","Male","J5Qof4vmJE",TRUE,0.1944,9
"1625",31,"bachelors","A few times a year","Historical",0,8,"Male","White",1,"Hispanic","Male","kWV3KBskro",TRUE,0.18,19
"1626",50,"less.than.bachelors","Several times a month","Action and adventure",0,8,"Male","White",0,"White","Male","mLAjfVSpay",TRUE,0.0828,35
"1627",19,"less.than.bachelors","Every day","Action and adventure",0,8,"Male","Hispanic",0,"Black","Female","Me00lcumk0",FALSE,0.166,22
"1628",24,"less.than.bachelors","Several times a month","Comedy",1,8,"Male","Hispanic",1,"White","Female","XdytqjKSaP",FALSE,0.11,2
"1629",29,"bachelors","Several times a week","Action and adventure",0,8,"Female","White",1,"Black","Male","jUWwmxikb1",FALSE,0.3704,2
"1630",28,"bachelors","Several times a week","Horror",0,8,"Male","White",0,"White","Female","J3HuVBjodD",TRUE,0.0372,12
"1631",21,"less.than.bachelors","Several times a month","Comedy",1,8,"Male","White",1,"White","Female","uTnjwZvZpJ",TRUE,0.1268,11
"1632",27,"less.than.bachelors","Several times a week","Science Fiction",0,8,"Male","White",0,"White","Male","4jAXGwD8N7",TRUE,0.3512,11
"1633",20,"less.than.bachelors","Several times a month","Animation",0,8,"Male","White",0,"White","Male","fVLp9M3k3r",TRUE,0.164,6
"1634",27,"more.than.bachelors","Several times a month","Action and adventure",0,8,"Male","Black",0,"White","Male","no9gRE9jjN",TRUE,0.032,37
"1635",41,"more.than.bachelors","Once a month","Comedy",1,8,"Male","White",1,"White","Male","9GFytJvRiy",TRUE,0.6356,1
"1636",45,"more.than.bachelors","Every day","Action and adventure",0,8,"Male","White",1,"White","Male","Uvgku7woZP",TRUE,0.3064,6
"1637",21,"less.than.bachelors","Once a month","Comedy",1,8,"Male","Black",1,"Hispanic","Male","dxw9mNQ84H",TRUE,0.4644,4
"1638",47,"more.than.bachelors","Several times a week","Action and adventure",0,8,"Male","White",0,"White","Male","KSuFElBEqY",TRUE,0.0684,14
"1639",23,"less.than.bachelors","Several times a week","Other",0,8,"Male","White",0,"Hispanic","Male","dU3mraKUfC",TRUE,0.1108,33
"1640",19,"less.than.bachelors","Several times a month","Horror",0,8,"Male","White",1,"White","Female","BiKPsh1GbG",TRUE,0.0312,32
"1641",25,"more.than.bachelors","Several times a month","Drama",0,8,"Male","White",0,"Hispanic","Female","3j6oTZyi92",FALSE,0.1068,19
"1642",43,"more.than.bachelors","Several times a week","Science Fiction",0,8,"Male","Black",0,"White","Male","GF7TnUEJIr",TRUE,0.2948,5
"1643",23,"less.than.bachelors","Several times a month","Horror",0,8,"Female","Black",0,"White","Female","ZBbtrfl1rj",TRUE,0.09,10
"1644",21,"less.than.bachelors","Several times a month","Other",0,8,"Female","White",0,"Hispanic","Female","M4zFaiv8ID",TRUE,0.0276,21
"1645",33,"less.than.bachelors","Several times a month","Horror",0,8,"Male","White",0,"White","Male","mHqCqThdDJ",TRUE,0.0784,32
"1646",21,"less.than.bachelors","Once a month","Action and adventure",0,8,"Male","White",0,"Hispanic","Female","Kj6SjScvuE",FALSE,0.0092,39
"1647",31,"bachelors","Once a month","Horror",0,8,"Female","White",0,"Black","Male","hKh7rot50R",FALSE,0.2544,6
"1648",19,"less.than.bachelors","Once a month","Science Fiction",0,8,"Male","White",0,"Black","Female","hni9DEkUGb",FALSE,0.0796,15
"1649",22,"bachelors","Several times a month","Drama",0,8,"Male","White",0,"White","Female","RBhcyf0fDN",TRUE,0,38
"1650",43,"more.than.bachelors","A few times a year","Action and adventure",0,8,"Male","White",0,"White","Male","5AOBGCwNxq",TRUE,0.2312,8
"1651",26,"bachelors","Several times a week","Drama",0,8,"Female","White",1,"Hispanic","Female","qfggUPb9ZV",TRUE,0.0324,21
"1652",25,"more.than.bachelors","Every day","Horror",0,8,"Female","Hispanic",0,"White","Female","cseqUAoOIQ",TRUE,0.142,8
"1653",40,"more.than.bachelors","Several times a week","Action and adventure",1,8,"Male","White",1,"White","Male","IZxUF8CIuN",TRUE,0.0948,5
"1654",36,"more.than.bachelors","Several times a week","Action and adventure",1,8,"Male","White",0,"Hispanic","Male","txvG4WC4e1",TRUE,0.1904,11
"1655",40,"bachelors","Several times a month","Other",0,8,"Male","Hispanic",0,"White","Female","dJgzdXkY9S",FALSE,0.3008,16
"1656",27,"bachelors","A few times a year","Historical",0,8,"Male","White",0,"White","Female","r3I6icZWNr",TRUE,0.0568,36
"1657",37,"more.than.bachelors","Several times a week","Action and adventure",1,8,"Male","White",1,"Black","Male","h0iEWWfQPf",TRUE,0.3188,2
"1658",35,"more.than.bachelors","Several times a week","Drama",0,8,"Male","Hispanic",0,"White","Female","wQ20gKntYX",FALSE,0.0564,19
"1659",34,"more.than.bachelors","Several times a week","Comedy",0,8,"Male","Black",0,"White","Male","GLy0MIGNiD",TRUE,0.1648,10
"1660",50,"more.than.bachelors","Several times a month","Historical",0,8,"Male","White",1,"White","Male","ZtYMqeZ9DC",TRUE,0.132,8
"1661",19,"less.than.bachelors","Every day","Horror",0,8,"Male","Hispanic",0,"Hispanic","Female","TZYgVnAiFa",TRUE,0.1556,11
"1662",20,"less.than.bachelors","Several times a month","Animation",0,8,"Male","White",0,"White","Male","fVLp9M3k3r",TRUE,0.164,10
"1663",22,"bachelors","Several times a week","Horror",0,8,"Female","Hispanic",0,"White","Female","3k6xP1Vl19",TRUE,0.0588,20
"1664",21,"less.than.bachelors","Once a month","Science Fiction",1,8,"Male","White",0,"White","Female","ggkkcqDs4B",TRUE,0.524,2
"1665",47,"more.than.bachelors","Several times a week","Action and adventure",1,8,"Male","White",1,"White","Male","Ekcfkdp19W",TRUE,0.3128,3
"1666",35,"more.than.bachelors","Several times a week","Action and adventure",1,8,"Female","White",1,"White","Male","GDXJEfWNvM",TRUE,0.1768,7
"1667",64,"bachelors","Several times a month","Action and adventure",1,8,"Male","White",0,"Black","Male","ZhCqCDFpbc",TRUE,0.2428,11
"1668",41,"more.than.bachelors","Several times a week","Science Fiction",1,8,"Male","Hispanic",1,"Black","Male","NrMSYhEtof",TRUE,0.6848,2
"1669",29,"bachelors","Several times a month","Comedy",0,8,"Female","White",0,"Hispanic","Female","CdQGqBe3JV",TRUE,0.092,21
"1670",29,"bachelors","Several times a week","Drama",0,8,"Male","Hispanic",1,"Black","Male","lWHrFKdeHg",TRUE,0.5696,2
"1671",29,"less.than.bachelors","Several times a month","Comedy",0,8,"Male","White",0,"Hispanic","Female","MWexoaWxVd",FALSE,0.0204,20
"1672",22,"less.than.bachelors","Several times a week","Animation",0,8,"Male","White",1,"Hispanic","Female","qbJ3BzL548",FALSE,0.0124,11
"1673",33,"less.than.bachelors","Several times a month","Horror",0,8,"Female","White",0,"White","Male","mHqCqThdDJ",TRUE,0.1504,19
"1674",50,"more.than.bachelors","Several times a month","Other",0,8,"Female","White",0,"White","Female","CojjV9tz6U",TRUE,0.4276,9
"1675",25,"more.than.bachelors","Several times a month","Drama",0,8,"Male","White",0,"Hispanic","Female","3j6oTZyi92",FALSE,0.1068,20
"1676",22,"bachelors","Several times a month","Drama",0,8,"Male","White",0,"White","Female","RBhcyf0fDN",TRUE,0,34
"1677",19,"less.than.bachelors","Several times a month","Horror",0,8,"Male","White",0,"Hispanic","Female","vcNwY5aMp1",FALSE,0.0716,28
"1678",48,"more.than.bachelors","Several times a week","Action and adventure",1,8,"Male","White",1,"White","Male","NhkKrM6zoT",TRUE,0.3236,4
"1679",29,"bachelors","Several times a week","Horror",0,8,"Male","Black",0,"White","Female","rMHnpss7OQ",FALSE,0.0052,24
"1680",25,"more.than.bachelors","Every day","Horror",0,8,"Male","White",0,"White","Female","cseqUAoOIQ",TRUE,0.0324,39
"1681",55,"more.than.bachelors","Several times a month","Drama",0,8,"Male","Hispanic",1,"White","Male","AygSGc9Sut",TRUE,0.7992,1
"1682",29,"bachelors","Several times a month","Action and adventure",1,8,"Male","White",0,"White","Male","mtpuOO3klu",TRUE,0.0416,11
"1683",29,"bachelors","Several times a week","Action and adventure",1,8,"Male","White",1,"Black","Male","jUWwmxikb1",TRUE,0.0812,6
"1684",33,"more.than.bachelors","Several times a month","Other",0,8,"Male","White",0,"Hispanic","Female","Uv8kE8o4sU",FALSE,0.0368,17
