"","participant_id","source","RA_id","date","study_start","study_end","subject_race_RA","subject_gender_RA","total_friends","Notes","manual_diag.x","study_about","recent.order","react","comment","post_tenure","tenure_units","human","poster.recent.race","poster.recent.gender","manual_diag.y","notes","race.in.group","gender.in.group"
"251","3446","CDR 2","JS","8/26","12:30","13:22","asian","female",1555,"",0,NA,1,1,0,18,"hours",1,"white","male","",0,FALSE,FALSE
"252","3446","CDR 2","JS","8/26","12:30","13:22","asian","female",1555,"",0,NA,2,1,0,1,"days",1,"white","female","",0,FALSE,TRUE
"253","3446","CDR 2","JS","8/26","12:30","13:22","asian","female",1555,"",0,NA,3,1,0,1,"days",1,"asian","female","",0,TRUE,TRUE
"254","3446","CDR 2","JS","8/26","12:30","13:22","asian","female",1555,"",0,NA,4,1,0,22,"hours",1,"white","female","",0,FALSE,TRUE
"255","3446","CDR 2","JS","8/26","12:30","13:22","asian","female",1555,"",0,NA,5,1,0,1,"days",1,"white","female","",0,FALSE,TRUE
"256","3446","CDR 2","JS","8/26","12:30","13:22","asian","female",1555,"",0,NA,6,1,0,1,"days",1,"white","female","",0,FALSE,TRUE
"257","3446","CDR 2","JS","8/26","12:30","13:22","asian","female",1555,"",0,NA,7,1,0,14,"days",1,"asian","female","",0,TRUE,TRUE
"258","3446","CDR 2","JS","8/26","12:30","13:22","asian","female",1555,"",0,NA,8,0,1,3,"days",1,"black or african american","male","",0,FALSE,FALSE
"259","3446","CDR 2","JS","8/26","12:30","13:22","asian","female",1555,"",0,NA,9,1,1,4,"days",1,"asian","female","",0,TRUE,TRUE
"260","3446","CDR 2","JS","8/26","12:30","13:22","asian","female",1555,"",0,NA,10,1,0,8,"days",1,"asian","male","",0,TRUE,FALSE
"261","3550","CDR 4","JM","11/6","3:02","3:25","hispanic","female",141,"",0,"Looking at how often people post, interact and the rate of friends posts. ",4,1,0,8,"Days",1,"asian","female","",NA,FALSE,TRUE
"262","3550","CDR 4","JM","11/6","3:02","3:25","hispanic","female",141,"",0,"Looking at how often people post, interact and the rate of friends posts. ",5,1,0,8,"Days",1,"black or african american","female","",NA,FALSE,TRUE
"263","3550","CDR 4","JM","11/6","3:02","3:25","hispanic","female",141,"",0,"Looking at how often people post, interact and the rate of friends posts. ",6,1,0,8,"Days",0,"other","","",NA,FALSE,FALSE
"264","3550","CDR 4","JM","11/6","3:02","3:25","hispanic","female",141,"",0,"Looking at how often people post, interact and the rate of friends posts. ",7,1,0,8,"Days",1,"white","female","",NA,FALSE,TRUE
"265","3550","CDR 4","JM","11/6","3:02","3:25","hispanic","female",141,"",0,"Looking at how often people post, interact and the rate of friends posts. ",8,1,0,9,"Days",1,"white","female","",NA,FALSE,TRUE
"266","3550","CDR 4","JM","11/6","3:02","3:25","hispanic","female",141,"",0,"Looking at how often people post, interact and the rate of friends posts. ",9,1,0,12,"Days",1,"black or african american","male","",NA,FALSE,FALSE
"267","3550","CDR 4","JM","11/6","3:02","3:25","hispanic","female",141,"",0,"Looking at how often people post, interact and the rate of friends posts. ",10,1,0,12,"Days",1,"white","female","",NA,FALSE,TRUE
"268","3550","CDR 4","JM","11/6","3:02","3:25","hispanic","female",141,"",0,"Looking at how often people post, interact and the rate of friends posts. ",2,1,0,8,"Days",1,"hispanic","female","",NA,TRUE,TRUE
"269","3550","CDR 4","JM","11/6","3:02","3:25","hispanic","female",141,"",0,"Looking at how often people post, interact and the rate of friends posts. ",3,1,0,8,"Days",0,"other","","",NA,FALSE,FALSE
"270","3550","CDR 4","JM","11/6","3:02","3:25","hispanic","female",141,"",0,"Looking at how often people post, interact and the rate of friends posts. ",1,1,0,8,"Days",0,"other","","",NA,FALSE,FALSE
"271","3637","CDR 2","AJ","7/31","15:03","15:43","white","female",1210,"",0,NA,1,1,0,1,"days",0,"other","","",0,FALSE,FALSE
"272","3637","CDR 2","AJ","7/31","15:03","15:43","white","female",1210,"",0,NA,2,1,0,2,"days",1,"white","male","",0,TRUE,FALSE
"273","3637","CDR 2","AJ","7/31","15:03","15:43","white","female",1210,"",0,NA,3,1,0,2,"days",1,"white","female","",0,TRUE,TRUE
"274","3637","CDR 2","AJ","7/31","15:03","15:43","white","female",1210,"",0,NA,4,0,1,3,"days",1,"white","female","",0,TRUE,TRUE
"275","3637","CDR 2","AJ","7/31","15:03","15:43","white","female",1210,"",0,NA,5,1,0,3,"days",1,"white","female","",0,TRUE,TRUE
"276","3637","CDR 2","AJ","7/31","15:03","15:43","white","female",1210,"",0,NA,6,1,0,3,"days",1,"white","female","",0,TRUE,TRUE
"277","3637","CDR 2","AJ","7/31","15:03","15:43","white","female",1210,"",0,NA,7,1,0,3,"days",1,"white","female","",0,TRUE,TRUE
"278","3637","CDR 2","AJ","7/31","15:03","15:43","white","female",1210,"",0,NA,8,1,0,5,"days",1,"white","female","",0,TRUE,TRUE
"279","3637","CDR 2","AJ","7/31","15:03","15:43","white","female",1210,"",0,NA,9,0,1,5,"days",1,"white","female","",0,TRUE,TRUE
"280","3637","CDR 2","AJ","7/31","15:03","15:43","white","female",1210,"",0,NA,10,1,0,5,"days",1,"white","female","",0,TRUE,TRUE
"281","3795","CDR 4","JM","11/6","1:05","1:33","black or african american","male",2750,"",0,"Knowing people and associating with them via FB. ",1,1,0,1,"Days",1,"black or african american","male","",NA,TRUE,TRUE
"282","3795","CDR 4","JM","11/6","1:05","1:33","black or african american","male",2750,"",0,"Knowing people and associating with them via FB. ",2,1,0,1,"Days",1,"white","female","",NA,FALSE,FALSE
"283","3795","CDR 4","JM","11/6","1:05","1:33","black or african american","male",2750,"",0,"Knowing people and associating with them via FB. ",3,1,0,1,"Days",1,"black or african american","male","",NA,TRUE,TRUE
"284","3795","CDR 4","JM","11/6","1:05","1:33","black or african american","male",2750,"",0,"Knowing people and associating with them via FB. ",4,1,0,1,"Days",1,"black or african american","male","",NA,TRUE,TRUE
"285","3795","CDR 4","JM","11/6","1:05","1:33","black or african american","male",2750,"",0,"Knowing people and associating with them via FB. ",5,0,1,2,"Days",1,"black or african american","male","",NA,TRUE,TRUE
"286","3795","CDR 4","JM","11/6","1:05","1:33","black or african american","male",2750,"",0,"Knowing people and associating with them via FB. ",6,1,0,3,"Days",1,"black or african american","female","",NA,TRUE,FALSE
"287","3795","CDR 4","JM","11/6","1:05","1:33","black or african american","male",2750,"",0,"Knowing people and associating with them via FB. ",7,1,0,3,"Days",1,"black or african american","male","",NA,TRUE,TRUE
"288","3795","CDR 4","JM","11/6","1:05","1:33","black or african american","male",2750,"",0,"Knowing people and associating with them via FB. ",8,0,1,3,"Days",1,"black or african american","male","",NA,TRUE,TRUE
"289","3795","CDR 4","JM","11/6","1:05","1:33","black or african american","male",2750,"",0,"Knowing people and associating with them via FB. ",9,1,0,3,"Days",1,"black or african american","male","",NA,TRUE,TRUE
"290","3795","CDR 4","JM","11/6","1:05","1:33","black or african american","male",2750,"",0,"Knowing people and associating with them via FB. ",10,1,0,3,"Days",1,"black or african american","female","",NA,TRUE,FALSE
"291","3817","CDR 4","JM","10/24","1:02","1:28","white","female",385,"",0,"Whether or not FB's algorithms cater to my interests. ",1,1,0,6,"Days",1,"asian","female","",NA,FALSE,TRUE
"292","3817","CDR 4","JM","10/24","1:02","1:28","white","female",385,"",0,"Whether or not FB's algorithms cater to my interests. ",2,1,0,7,"Days",0,"other","","",NA,FALSE,FALSE
"293","3817","CDR 4","JM","10/24","1:02","1:28","white","female",385,"",0,"Whether or not FB's algorithms cater to my interests. ",3,1,0,8,"Days",1,"white","female","",NA,TRUE,TRUE
"294","3817","CDR 4","JM","10/24","1:02","1:28","white","female",385,"",0,"Whether or not FB's algorithms cater to my interests. ",4,1,0,8,"Days",1,"asian","female","",NA,FALSE,TRUE
"295","3817","CDR 4","JM","10/24","1:02","1:28","white","female",385,"",0,"Whether or not FB's algorithms cater to my interests. ",5,1,0,23,"Days",1,"asian","female","",NA,FALSE,TRUE
"296","3817","CDR 4","JM","10/24","1:02","1:28","white","female",385,"",0,"Whether or not FB's algorithms cater to my interests. ",6,1,0,26,"Days",1,"white","female","",NA,TRUE,TRUE
"297","3817","CDR 4","JM","10/24","1:02","1:28","white","female",385,"",0,"Whether or not FB's algorithms cater to my interests. ",7,1,0,28,"Days",1,"asian","female","",NA,FALSE,TRUE
"298","3817","CDR 4","JM","10/24","1:02","1:28","white","female",385,"",0,"Whether or not FB's algorithms cater to my interests. ",8,1,0,44,"Days",1,"asian","female","",NA,FALSE,TRUE
"299","3817","CDR 4","JM","10/24","1:02","1:28","white","female",385,"",0,"Whether or not FB's algorithms cater to my interests. ",9,1,0,46,"Days",1,"white","female","",NA,TRUE,TRUE
"300","3817","CDR 4","JM","10/24","1:02","1:28","white","female",385,"",0,"Whether or not FB's algorithms cater to my interests. ",10,1,0,54,"Days",1,"asian","male","",NA,FALSE,FALSE
"301","3818","CDR 2","AJ","8/29","12:05","12:43","asian","female",117,"",0,NA,1,1,0,1,"days",1,"white","female","",0,FALSE,TRUE
"302","3818","CDR 2","AJ","8/29","12:05","12:43","asian","female",117,"",0,NA,2,1,0,1,"days",1,"white","female","",0,FALSE,TRUE
"303","3818","CDR 2","AJ","8/29","12:05","12:43","asian","female",117,"",0,NA,3,1,0,1,"days",1,"asian","female","",0,TRUE,TRUE
"304","3818","CDR 2","AJ","8/29","12:05","12:43","asian","female",117,"",0,NA,4,1,0,5,"days",1,"asian","female","",0,TRUE,TRUE
"305","3818","CDR 2","AJ","8/29","12:05","12:43","asian","female",117,"",0,NA,5,1,0,4,"days",1,"asian","female","",0,TRUE,TRUE
"306","3818","CDR 2","AJ","8/29","12:05","12:43","asian","female",117,"",0,NA,6,1,0,4,"days",1,"asian","female","",0,TRUE,TRUE
"307","3818","CDR 2","AJ","8/29","12:05","12:43","asian","female",117,"",0,NA,7,1,0,10,"days",0,"other","","",0,FALSE,FALSE
"308","3818","CDR 2","AJ","8/29","12:05","12:43","asian","female",117,"",0,NA,8,1,0,20,"days",1,"asian","male","",0,TRUE,FALSE
"309","3818","CDR 2","AJ","8/29","12:05","12:43","asian","female",117,"",0,NA,9,1,0,11,"days",1,"asian","female","skipped one bc it wasn't loading",0,TRUE,TRUE
"310","3818","CDR 2","AJ","8/29","12:05","12:43","asian","female",117,"",0,NA,10,1,0,12,"days",1,"asian","female","",0,TRUE,TRUE
"311","3984","CDR 2","AJ","7/30","15:00","15:30","hispanic","female",712,"",0,NA,1,1,0,1,"days",0,"other","","",0,FALSE,FALSE
"312","3984","CDR 2","AJ","7/30","15:00","15:30","hispanic","female",712,"",0,NA,2,1,0,1,"days",0,"other","","",0,FALSE,FALSE
"313","3984","CDR 2","AJ","7/30","15:00","15:30","hispanic","female",712,"",0,NA,3,1,0,1,"days",0,"other","","",0,FALSE,FALSE
"314","3984","CDR 2","AJ","7/30","15:00","15:30","hispanic","female",712,"",0,NA,4,1,0,1,"days",1,"white","female","",0,FALSE,TRUE
"315","3984","CDR 2","AJ","7/30","15:00","15:30","hispanic","female",712,"",0,NA,5,1,0,2,"days",1,"white","female","",0,FALSE,TRUE
"316","3984","CDR 2","AJ","7/30","15:00","15:30","hispanic","female",712,"",0,NA,6,0,1,3,"days",1,"white","male","",0,FALSE,FALSE
"317","3984","CDR 2","AJ","7/30","15:00","15:30","hispanic","female",712,"",0,NA,7,1,0,2,"days",1,"hispanic","male","",0,TRUE,FALSE
"318","3984","CDR 2","AJ","7/30","15:00","15:30","hispanic","female",712,"",0,NA,8,1,0,2,"days",1,"hispanic","female","",0,TRUE,TRUE
"319","3984","CDR 2","AJ","7/30","15:00","15:30","hispanic","female",712,"",0,NA,9,1,0,3,"days",1,"hispanic","male","",0,TRUE,FALSE
"320","3984","CDR 2","AJ","7/30","15:00","15:30","hispanic","female",712,"",0,NA,10,1,0,2,"year",0,"other","","",0,FALSE,FALSE
"321","4051","CDR 4","TM","11/6","11:08","11:48","white","female",1771,"",0,"I think its about showing inaccurate data, like i see a lot of things that are irrelevant to me but I see them anyways. I think its showing us how irrelevant some things are on social media and how sometimes they aren't important to us.",10,1,1,2,"Days",1,"white","female","CLR",NA,TRUE,TRUE
"322","4051","CDR 4","TM","11/6","11:08","11:48","white","female",1771,"",0,"I think its about showing inaccurate data, like i see a lot of things that are irrelevant to me but I see them anyways. I think its showing us how irrelevant some things are on social media and how sometimes they aren't important to us.",8,1,0,2,"Days",1,"white","male","NW",NA,TRUE,FALSE
"323","4051","CDR 4","TM","11/6","11:08","11:48","white","female",1771,"",0,"I think its about showing inaccurate data, like i see a lot of things that are irrelevant to me but I see them anyways. I think its showing us how irrelevant some things are on social media and how sometimes they aren't important to us.",9,1,0,2,"Days",1,"white","female","SM",NA,TRUE,TRUE
"324","4051","CDR 4","TM","11/6","11:08","11:48","white","female",1771,"",0,"I think its about showing inaccurate data, like i see a lot of things that are irrelevant to me but I see them anyways. I think its showing us how irrelevant some things are on social media and how sometimes they aren't important to us.",1,0,1,22,"Hours",1,"white","female","EJ",NA,TRUE,TRUE
"325","4051","CDR 4","TM","11/6","11:08","11:48","white","female",1771,"",0,"I think its about showing inaccurate data, like i see a lot of things that are irrelevant to me but I see them anyways. I think its showing us how irrelevant some things are on social media and how sometimes they aren't important to us.",2,1,0,1,"Days",1,"white","female","CD",NA,TRUE,TRUE
"326","4051","CDR 4","TM","11/6","11:08","11:48","white","female",1771,"",0,"I think its about showing inaccurate data, like i see a lot of things that are irrelevant to me but I see them anyways. I think its showing us how irrelevant some things are on social media and how sometimes they aren't important to us.",3,1,0,1,"Days",1,"white","female","NP",NA,TRUE,TRUE
"327","4051","CDR 4","TM","11/6","11:08","11:48","white","female",1771,"",0,"I think its about showing inaccurate data, like i see a lot of things that are irrelevant to me but I see them anyways. I think its showing us how irrelevant some things are on social media and how sometimes they aren't important to us.",4,1,1,1,"Days",1,"white","female","JA",NA,TRUE,TRUE
"328","4051","CDR 4","TM","11/6","11:08","11:48","white","female",1771,"",0,"I think its about showing inaccurate data, like i see a lot of things that are irrelevant to me but I see them anyways. I think its showing us how irrelevant some things are on social media and how sometimes they aren't important to us.",5,1,0,1,"Days",1,"white","male","MCS",NA,TRUE,FALSE
"329","4051","CDR 4","TM","11/6","11:08","11:48","white","female",1771,"",0,"I think its about showing inaccurate data, like i see a lot of things that are irrelevant to me but I see them anyways. I think its showing us how irrelevant some things are on social media and how sometimes they aren't important to us.",6,1,0,3,"Days",1,"white","female","in TM",NA,TRUE,TRUE
"330","4051","CDR 4","TM","11/6","11:08","11:48","white","female",1771,"",0,"I think its about showing inaccurate data, like i see a lot of things that are irrelevant to me but I see them anyways. I think its showing us how irrelevant some things are on social media and how sometimes they aren't important to us.",7,1,0,2,"Days",1,"white","male","MCS",NA,TRUE,FALSE
"331","4301","CDR 2","NH","7/23","3:07","3:41","hispanic","female",2081,"",0,NA,1,0,1,2,"Days",1,"hispanic","female","",0,TRUE,TRUE
"332","4301","CDR 2","NH","7/23","3:07","3:41","hispanic","female",2081,"",0,NA,2,1,0,5,"Days",1,"hispanic","male","",0,TRUE,FALSE
"333","4301","CDR 2","NH","7/23","3:07","3:41","hispanic","female",2081,"",0,NA,3,1,0,11,"Days",1,"hispanic","female","",0,TRUE,TRUE
"334","4301","CDR 2","NH","7/23","3:07","3:41","hispanic","female",2081,"",0,NA,4,1,0,15,"Days",1,"hispanic","female","",0,TRUE,TRUE
"335","4301","CDR 2","NH","7/23","3:07","3:41","hispanic","female",2081,"",0,NA,5,1,0,9,"Days",1,"hispanic","male","",0,TRUE,FALSE
"336","4301","CDR 2","NH","7/23","3:07","3:41","hispanic","female",2081,"",0,NA,6,0,1,9,"Days",1,"hispanic","male","",0,TRUE,FALSE
"337","4301","CDR 2","NH","7/23","3:07","3:41","hispanic","female",2081,"",0,NA,7,0,1,10,"Days",1,"hispanic","female","",0,TRUE,TRUE
"338","4301","CDR 2","NH","7/23","3:07","3:41","hispanic","female",2081,"",0,NA,8,0,1,10,"Days",1,"hispanic","female","",0,TRUE,TRUE
"339","4301","CDR 2","NH","7/23","3:07","3:41","hispanic","female",2081,"",0,NA,9,0,1,15,"Days",1,"hispanic","female","",0,TRUE,TRUE
"340","4301","CDR 2","NH","7/23","3:07","3:41","hispanic","female",2081,"",0,NA,10,0,1,15,"Days",1,"hispanic","female","",0,TRUE,TRUE
"341","4405","CDR 2","JS","8/26","2:00","2:35","asian","female",763,"",0,NA,1,0,0,2,"days",1,"asian","female","post was by the participant",0,TRUE,TRUE
"342","4405","CDR 2","JS","8/26","2:00","2:35","asian","female",763,"",0,NA,2,0,0,2,"days",1,"asian","female","post was by the participant",0,TRUE,TRUE
"343","4405","CDR 2","JS","8/26","2:00","2:35","asian","female",763,"",0,NA,3,0,0,2,"days",1,"asian","female","post was by the participant",0,TRUE,TRUE
"344","4405","CDR 2","JS","8/26","2:00","2:35","asian","female",763,"",0,NA,4,0,0,2,"days",1,"asian","female","post was by the participant",0,TRUE,TRUE
"345","4405","CDR 2","JS","8/26","2:00","2:35","asian","female",763,"",0,NA,5,0,0,3,"days",1,"asian","female","post was by the participant",0,TRUE,TRUE
"346","4405","CDR 2","JS","8/26","2:00","2:35","asian","female",763,"",0,NA,6,0,0,5,"days",1,"asian","female","post was by the participant",0,TRUE,TRUE
"347","4405","CDR 2","JS","8/26","2:00","2:35","asian","female",763,"",0,NA,7,1,0,5,"days",1,"white","female","",0,FALSE,TRUE
"348","4405","CDR 2","JS","8/26","2:00","2:35","asian","female",763,"",0,NA,8,0,0,7,"days",1,"asian","female","post was by the participant",0,TRUE,TRUE
"349","4405","CDR 2","JS","8/26","2:00","2:35","asian","female",763,"",0,NA,9,0,0,8,"days",1,"asian","female","post was by the participant",0,TRUE,TRUE
"350","4405","CDR 2","JS","8/26","2:00","2:35","asian","female",763,"",0,NA,10,1,0,8,"days",1,"asian","female","",0,TRUE,TRUE
"351","4409","CDR 4","TM","10/28","2:03","12:40","asian","female",495,"",0,"Its about interactions on FB (lol) and I don't know... (took a second to think) Maybe like whether there is a relationship between my activity with real people and whether they are more likely to show up in my feed, and also whether if we have more mutual friends that affects my rating of the post, or that if I interact with posts more often those kinds of posts will show more often. I do feel like that things show up in waves, that like some days a person shows up frequently but others they arent there, even though after I check they are still posting regularly.",10,0,1,1,"Days",1,"white","female","",NA,FALSE,TRUE
"352","4409","CDR 4","TM","10/28","2:03","12:40","asian","female",495,"",0,"Its about interactions on FB (lol) and I don't know... (took a second to think) Maybe like whether there is a relationship between my activity with real people and whether they are more likely to show up in my feed, and also whether if we have more mutual friends that affects my rating of the post, or that if I interact with posts more often those kinds of posts will show more often. I do feel like that things show up in waves, that like some days a person shows up frequently but others they arent there, even though after I check they are still posting regularly.",8,1,0,1,"Days",1,"white","female","",NA,FALSE,TRUE
"353","4409","CDR 4","TM","10/28","2:03","12:40","asian","female",495,"",0,"Its about interactions on FB (lol) and I don't know... (took a second to think) Maybe like whether there is a relationship between my activity with real people and whether they are more likely to show up in my feed, and also whether if we have more mutual friends that affects my rating of the post, or that if I interact with posts more often those kinds of posts will show more often. I do feel like that things show up in waves, that like some days a person shows up frequently but others they arent there, even though after I check they are still posting regularly.",9,1,0,1,"Days",1,"asian","female","",NA,TRUE,TRUE
"354","4409","CDR 4","TM","10/28","2:03","12:40","asian","female",495,"",0,"Its about interactions on FB (lol) and I don't know... (took a second to think) Maybe like whether there is a relationship between my activity with real people and whether they are more likely to show up in my feed, and also whether if we have more mutual friends that affects my rating of the post, or that if I interact with posts more often those kinds of posts will show more often. I do feel like that things show up in waves, that like some days a person shows up frequently but others they arent there, even though after I check they are still posting regularly.",1,1,0,1,"Hours",1,"white","female","",NA,FALSE,TRUE
"355","4409","CDR 4","TM","10/28","2:03","12:40","asian","female",495,"",0,"Its about interactions on FB (lol) and I don't know... (took a second to think) Maybe like whether there is a relationship between my activity with real people and whether they are more likely to show up in my feed, and also whether if we have more mutual friends that affects my rating of the post, or that if I interact with posts more often those kinds of posts will show more often. I do feel like that things show up in waves, that like some days a person shows up frequently but others they arent there, even though after I check they are still posting regularly.",2,1,0,1,"Days",1,"white","female","",NA,FALSE,TRUE
"356","4409","CDR 4","TM","10/28","2:03","12:40","asian","female",495,"",0,"Its about interactions on FB (lol) and I don't know... (took a second to think) Maybe like whether there is a relationship between my activity with real people and whether they are more likely to show up in my feed, and also whether if we have more mutual friends that affects my rating of the post, or that if I interact with posts more often those kinds of posts will show more often. I do feel like that things show up in waves, that like some days a person shows up frequently but others they arent there, even though after I check they are still posting regularly.",3,0,1,3,"Hours",1,"white","female","Page A",NA,FALSE,TRUE
"357","4409","CDR 4","TM","10/28","2:03","12:40","asian","female",495,"",0,"Its about interactions on FB (lol) and I don't know... (took a second to think) Maybe like whether there is a relationship between my activity with real people and whether they are more likely to show up in my feed, and also whether if we have more mutual friends that affects my rating of the post, or that if I interact with posts more often those kinds of posts will show more often. I do feel like that things show up in waves, that like some days a person shows up frequently but others they arent there, even though after I check they are still posting regularly.",4,1,0,20,"Hours",0,"other","","",NA,FALSE,FALSE
"358","4409","CDR 4","TM","10/28","2:03","12:40","asian","female",495,"",0,"Its about interactions on FB (lol) and I don't know... (took a second to think) Maybe like whether there is a relationship between my activity with real people and whether they are more likely to show up in my feed, and also whether if we have more mutual friends that affects my rating of the post, or that if I interact with posts more often those kinds of posts will show more often. I do feel like that things show up in waves, that like some days a person shows up frequently but others they arent there, even though after I check they are still posting regularly.",5,1,0,15,"Hours",1,"white","female","",NA,FALSE,TRUE
"359","4409","CDR 4","TM","10/28","2:03","12:40","asian","female",495,"",0,"Its about interactions on FB (lol) and I don't know... (took a second to think) Maybe like whether there is a relationship between my activity with real people and whether they are more likely to show up in my feed, and also whether if we have more mutual friends that affects my rating of the post, or that if I interact with posts more often those kinds of posts will show more often. I do feel like that things show up in waves, that like some days a person shows up frequently but others they arent there, even though after I check they are still posting regularly.",6,1,0,16,"Hours",1,"white","female","The next post interaction was reacting to a picture from this post individually",NA,FALSE,TRUE
"360","4409","CDR 4","TM","10/28","2:03","12:40","asian","female",495,"",0,"Its about interactions on FB (lol) and I don't know... (took a second to think) Maybe like whether there is a relationship between my activity with real people and whether they are more likely to show up in my feed, and also whether if we have more mutual friends that affects my rating of the post, or that if I interact with posts more often those kinds of posts will show more often. I do feel like that things show up in waves, that like some days a person shows up frequently but others they arent there, even though after I check they are still posting regularly.",7,0,1,21,"Hours",1,"white","female","Page A",NA,FALSE,TRUE
"361","4463","CDR 2","AJ","7/30","11:36","12:07","asian","female",1915,"bad internet connection, her computer shut down once and we had to scroll to find the last post we were on",0,NA,1,1,0,1,"days",1,"asian","female","",0,TRUE,TRUE
"362","4463","CDR 2","AJ","7/30","11:36","12:07","asian","female",1915,"bad internet connection, her computer shut down once and we had to scroll to find the last post we were on",0,NA,2,1,0,1,"days",1,"asian","male","",0,TRUE,FALSE
"363","4463","CDR 2","AJ","7/30","11:36","12:07","asian","female",1915,"bad internet connection, her computer shut down once and we had to scroll to find the last post we were on",0,NA,3,1,0,3,"days",0,"other","","",0,FALSE,FALSE
"364","4463","CDR 2","AJ","7/30","11:36","12:07","asian","female",1915,"bad internet connection, her computer shut down once and we had to scroll to find the last post we were on",0,NA,4,1,0,3,"days",1,"asian","male","",0,TRUE,FALSE
"365","4463","CDR 2","AJ","7/30","11:36","12:07","asian","female",1915,"bad internet connection, her computer shut down once and we had to scroll to find the last post we were on",0,NA,5,1,0,3,"days",1,"asian","female","",0,TRUE,TRUE
"366","4463","CDR 2","AJ","7/30","11:36","12:07","asian","female",1915,"bad internet connection, her computer shut down once and we had to scroll to find the last post we were on",0,NA,6,1,0,3,"days",1,"asian","male","",0,TRUE,FALSE
"367","4463","CDR 2","AJ","7/30","11:36","12:07","asian","female",1915,"bad internet connection, her computer shut down once and we had to scroll to find the last post we were on",0,NA,7,1,0,4,"days",1,"asian","female","",0,TRUE,TRUE
"368","4463","CDR 2","AJ","7/30","11:36","12:07","asian","female",1915,"bad internet connection, her computer shut down once and we had to scroll to find the last post we were on",0,NA,8,1,0,4,"days",0,"other","","",0,FALSE,FALSE
"369","4463","CDR 2","AJ","7/30","11:36","12:07","asian","female",1915,"bad internet connection, her computer shut down once and we had to scroll to find the last post we were on",0,NA,9,1,0,4,"days",1,"white","female","",0,FALSE,TRUE
"370","4463","CDR 2","AJ","7/30","11:36","12:07","asian","female",1915,"bad internet connection, her computer shut down once and we had to scroll to find the last post we were on",0,NA,10,1,0,5,"days",1,"white","female","",0,FALSE,TRUE
"371","4810","CDR 2","NH","7/28","12:58","1:18","white","female",809,"",0,NA,1,1,0,6,"Days",0,"other","","",0,FALSE,FALSE
"372","4810","CDR 2","NH","7/28","12:58","1:18","white","female",809,"",0,NA,2,0,1,8,"Days",1,"white","female","",0,TRUE,TRUE
"373","4810","CDR 2","NH","7/28","12:58","1:18","white","female",809,"",0,NA,3,1,0,6,"Days",1,"white","male","",0,TRUE,FALSE
"374","4810","CDR 2","NH","7/28","12:58","1:18","white","female",809,"",0,NA,4,1,0,8,"Days",1,"white","male","",0,TRUE,FALSE
"375","4810","CDR 2","NH","7/28","12:58","1:18","white","female",809,"",0,NA,5,1,0,11,"Days",1,"white","female","",0,TRUE,TRUE
"376","4810","CDR 2","NH","7/28","12:58","1:18","white","female",809,"",0,NA,6,1,0,14,"Days",1,"white","female","",0,TRUE,TRUE
"377","4810","CDR 2","NH","7/28","12:58","1:18","white","female",809,"",0,NA,7,1,0,16,"Days",1,"white","female","",0,TRUE,TRUE
"378","4810","CDR 2","NH","7/28","12:58","1:18","white","female",809,"",0,NA,8,1,0,18,"Days",1,"white","female","",0,TRUE,TRUE
"379","4810","CDR 2","NH","7/28","12:58","1:18","white","female",809,"",0,NA,9,1,0,19,"Days",1,"white","female","",0,TRUE,TRUE
"380","4810","CDR 2","NH","7/28","12:58","1:18","white","female",809,"",0,NA,10,1,0,22,"Days",0,"other","","",0,FALSE,FALSE
"381","4877","CDR 2","BG","7/31","2:00","2:27","hispanic","female",233,"",0,NA,1,1,0,1,"Days",1,"white","female","",0,FALSE,TRUE
"382","4877","CDR 2","BG","7/31","2:00","2:27","hispanic","female",233,"",0,NA,2,1,0,4,"Days",1,"white","female","",0,FALSE,TRUE
"383","4877","CDR 2","BG","7/31","2:00","2:27","hispanic","female",233,"",0,NA,3,1,0,7,"Days",1,"hispanic","female","",0,TRUE,TRUE
"384","4877","CDR 2","BG","7/31","2:00","2:27","hispanic","female",233,"",0,NA,4,1,0,8,"Days",1,"black or african american","female","",0,FALSE,TRUE
"385","4877","CDR 2","BG","7/31","2:00","2:27","hispanic","female",233,"",0,NA,5,1,0,8,"Days",1,"hispanic","female","",0,TRUE,TRUE
"386","4877","CDR 2","BG","7/31","2:00","2:27","hispanic","female",233,"",0,NA,6,1,0,10,"Days",1,"hispanic","female","",0,TRUE,TRUE
"387","4877","CDR 2","BG","7/31","2:00","2:27","hispanic","female",233,"",0,NA,7,1,0,12,"Days",1,"hispanic","female","",0,TRUE,TRUE
"388","4877","CDR 2","BG","7/31","2:00","2:27","hispanic","female",233,"",0,NA,8,1,0,11,"Days",1,"black or african american","female","",0,FALSE,TRUE
"389","4877","CDR 2","BG","7/31","2:00","2:27","hispanic","female",233,"",0,NA,9,1,0,10,"Days",1,"asian","female","",0,FALSE,TRUE
"390","4877","CDR 2","BG","7/31","2:00","2:27","hispanic","female",233,"",0,NA,10,1,0,NA,"Days",1,"hispanic","female","493 days ago. Wouldn't let me enter it",0,TRUE,TRUE
"391","4904","CDR 2","AJ","8/26","12:40","1:20","asian","male",472,"",0,NA,1,1,0,6,"hours",1,"black or african american","female","",0,FALSE,FALSE
"392","4904","CDR 2","AJ","8/26","12:40","1:20","asian","male",472,"",0,NA,2,1,0,5,"hours",1,"asian","male","",0,TRUE,TRUE
