"","primary.id","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q1","Q2","self.race","self.race.free","gender","age","education","covid.usage","pre.covid.usage","last.login","Q13","Q13_38_TEXT","subject_id","date","subject_gender_RA","subject_religion_RA"
"68",4385,"2020-08-25 23:34:28","2020-08-25 23:37:37","IP Address","49.37.15.83",100,189,"True","2020-08-25 23:37:38","R_3gUEKYhWvKNEFtb",NA,NA,NA,NA,22.5655059814453,88.3652954101562,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Female",26,"Bachelor's degree","A few times an hour","A few times a day","Within the past hour","Jharkand","",4385,2020-08-25,"female","hindu"
"69",4400,"2020-09-08 01:42:20","2020-09-08 01:46:22","IP Address","47.29.126.214",100,242,"True","2020-09-08 01:46:22","R_xloKt1bnfwSZ1Ml",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",21,"Bachelor's degree","A few times a month","A few times a month","Within the past day","Jharkand","",4400,2020-09-08,"male","hindu"
"70",4412,"2020-09-14 03:22:09","2020-09-14 03:24:06","IP Address","106.198.247.40",100,117,"True","2020-09-14 03:24:07","R_vrhVEbpPbGdfF1T",NA,NA,NA,NA,28.6519012451172,77.2315063476562,"anonymous","EN","Yes, I consent to participate","cdr","Other Backward Classes (OBC)","Muslim","Male",23,"Diploma","Never","Never","Within the past hour","Haryana","",4412,2020-09-14,"male","muslim"
"71",4450,"2020-08-26 03:32:56","2020-08-26 03:36:23","IP Address","49.32.48.93",100,206,"True","2020-08-26 03:36:23","R_1jNk5Xl2165kS7C",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",19,"Graduated high school","A few times a day","A few times a week","Within the past hour","Maharashtra","",4450,2020-08-26,"male","hindu"
"72",4471,"2020-09-01 00:03:18","2020-09-01 00:07:03","IP Address","117.97.229.185",100,225,"True","2020-09-01 00:07:03","R_10JHQ1bm1qb2vFN",NA,NA,NA,NA,28.6519012451172,77.2315063476562,"anonymous","EN","Yes, I consent to participate","CDR","General","Hindu","Female",20,"Currently in a diploma or bachelor's program","A few times a week","A few times a month","Within the past hour","Delhi","",4471,2020-09-01,"female","hindu"
"73",4542,"2020-09-14 01:34:56","2020-09-14 01:37:55","IP Address","47.31.27.201",100,179,"True","2020-09-14 01:37:55","R_yC8jgYIo0p8bcWJ",NA,NA,NA,NA,28.6519012451172,77.2315063476562,"anonymous","EN","Yes, I consent to participate","cdr","Other Backward Classes (OBC)","Muslim","Male",20,"Graduated high school","A few times an hour","A few times a day","Within the past hour","Delhi","",4542,2020-09-14,"male","muslim"
"74",4549,"2020-08-26 01:38:00","2020-08-26 01:42:52","IP Address","27.61.108.193",100,292,"True","2020-08-26 01:42:53","R_RPT0lOpXrttJjl7",NA,NA,NA,NA,23.3426055908203,85.3099060058594,"anonymous","EN","Yes, I consent to participate","CDR","Other Backward Classes (OBC)","Hindu","Female",23,"Bachelor's degree","A few times a week","A few times a week","Within the past week","Jharkand","",4549,2020-08-26,"female","hindu"
"75",4593,"2020-08-31 22:36:13","2020-08-31 22:38:36","IP Address","45.127.44.94",100,142,"True","2020-08-31 22:38:36","R_d0DUV4iMNZNdJ1T",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","Other Backward Classes (OBC)","Hindu","Female",22,"Bachelor's degree","A few times a week","A few times a month","Within the past week","Rajasthan","",4593,2020-08-31,"female","hindu"
"76",4622,"2020-09-14 00:13:19","2020-09-14 00:20:59","IP Address","47.30.198.222",100,460,"True","2020-09-14 00:21:00","R_1Kf1nkwkg8sGuX1",NA,NA,NA,NA,28.6519012451172,77.2315063476562,"anonymous","EN","Yes, I consent to participate","CDR","Other Backward Classes (OBC)","Muslim","Female",25,"Bachelor's degree","A few times a week","A few times a day","Within the past day","Delhi","",4622,2020-09-14,"female","muslim"
"77",4697,"2020-08-31 03:03:06","2020-08-31 03:07:04","IP Address","125.99.192.195",100,238,"True","2020-08-31 03:07:04","R_3DpCWEIp1fn2IMe",NA,NA,NA,NA,28.6327056884766,77.2197875976562,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Female",23,"Bachelor's degree","A few times a week","A few times a week","Within the past day","Delhi","",4697,2020-08-31,"female","hindu"
"78",4778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male","hindu"
"79",4784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female","hindu"
"80",4792,"2020-09-13 22:58:28","2020-09-13 23:04:16","IP Address","106.192.10.212",100,348,"True","2020-09-13 23:04:17","R_300Igyxcb9X4AKd",NA,NA,NA,NA,30.3609924316406,76.7977905273438,"anonymous","EN","Yes, I consent to participate","CDR","Other Backward Classes (OBC)","Muslim","Male",27,"Graduated high school","A few times a day","A few times an hour","Within the past day","Haryana","",4792,2020-09-13,"male","muslim"
"81",4833,"2020-09-01 02:58:42","2020-09-01 03:01:25","IP Address","103.26.57.249",100,163,"True","2020-09-01 03:01:26","R_WoLryN8JkEbx1Kx",NA,NA,NA,NA,19.2014007568359,72.9680023193359,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",19,"Currently in a diploma or bachelor's program","Never","A few times a month","Within the past month","Maharashtra","",4833,2020-09-01,"male","hindu"
"82",4874,"2020-09-02 05:32:03","2020-09-02 05:34:10","IP Address","157.42.27.233",100,126,"True","2020-09-02 05:34:10","R_2PbxcxAR4x1LI0M",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",22,"Bachelor's degree","A few times an hour","A few times a day","Within the past hour","Bihar","",4874,2020-09-02,"male","hindu"
"83",4923,"2020-09-10 07:00:42","2020-09-10 07:04:38","IP Address","49.33.184.227",100,236,"True","2020-09-10 07:04:39","R_31uWeShwrI05cJ5",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","Scheduled Castes (SC)","Hindu","Male",19,"Currently in a diploma or bachelor's program","A few times an hour","A few times an hour","Within the past hour","Maharashtra","",4923,2020-09-10,"male","hindu"
"84",4945,"2020-09-01 01:32:27","2020-09-01 01:36:28","IP Address","116.74.36.122",100,240,"True","2020-09-01 01:36:28","R_WAsbu8348hBBgtz",NA,NA,NA,NA,28.6327056884766,77.2197875976562,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",20,"Graduated high school","A few times an hour","A few times an hour","Within the past hour","Bihar","",4945,2020-09-01,"male","hindu"
"85",5043,"2020-09-02 03:02:56","2020-09-02 03:07:21","IP Address","47.9.250.142",100,265,"True","2020-09-02 03:07:21","R_31jcem7xCdWY7ke",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Female",21,"Bachelor's degree","A few times a day","A few times a week","Within the past day","Jharkand","",5043,2020-09-02,"female","hindu"
"86",5099,"2020-09-15 22:31:59","2020-09-15 22:41:39","IP Address","223.189.24.161",100,579,"True","2020-09-15 22:41:39","R_8dF6oiOrNn2VlER",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Female",20,"Bachelor's degree","A few times a day","A few times a day","Within the past day","Maharashtra","",5099,2020-09-15,"female","muslim"
"87",5327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male","hindu"
"88",5330,"2020-09-16 00:06:41","2020-09-16 00:12:45","IP Address","47.31.33.155",100,364,"True","2020-09-16 00:12:45","R_D2AnXWidwo6xRnP",NA,NA,NA,NA,28.6519012451172,77.2315063476562,"anonymous","EN","Yes, I consent to participate","CDR","General","Muslim","Female",21,"Currently in a diploma or bachelor's program","A few times a month","A few times a month","Within the past month","Delhi","",5330,2020-09-16,"female","muslim"
"89",5372,"2020-09-14 22:33:17","2020-09-14 22:40:25","IP Address","49.33.147.247",100,428,"True","2020-09-14 22:40:26","R_svAJr0lmFmZrbnX",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","CDR","Two or more","Muslim","Male",22,"Did not graduate high school","A few times an hour","A few times an hour","Within the past day","Maharashtra","",5372,2020-09-14,"male","muslim"
"90",5420,"2020-09-07 01:31:04","2020-09-07 01:36:25","IP Address","49.207.217.167",100,320,"True","2020-09-07 01:36:25","R_2SDGyIwpbRHHADV",NA,NA,NA,NA,12.9718933105469,77.5936889648438,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Female",19,"Currently in a diploma or bachelor's program","A few times a month","A few times a year","Within the past week","Karnataka","",5420,2020-09-07,"female","hindu"
"91",5440,"2020-08-27 05:39:19","2020-08-28 01:36:23","IP Address","103.66.212.29",100,71823,"True","2020-08-28 01:36:23","R_1EWOXzwkXjzalmh",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","Other Backward Classes (OBC)","Hindu","Female",19,"3","A few times an hour","A few times a day","Within the past hour","Maharashtra","",5440,2020-08-27,"female","hindu"
"92",5465,"2020-08-27 04:38:41","2020-08-27 04:42:57","IP Address","27.7.233.215",100,255,"True","2020-08-27 04:42:57","R_3NIhNYXGCngmYOm",NA,NA,NA,NA,28.6504058837891,77.2372131347656,"anonymous","EN","Yes, I consent to participate","CDR","General","Other","Female",27,"Master's degree","A few times a day","A few times a week","Within the past hour","Delhi","",5465,2020-08-27,"female","hindu"
"93",5469,"2020-09-17 04:24:20","2020-09-17 04:30:27","IP Address","1.38.220.49",100,367,"True","2020-09-17 04:30:28","R_1eqUL5pqDdsglxm",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","CDR","General","Muslim","Female",21,"Currently in a diploma or bachelor's program","A few times a year","A few times a year","Within the past year","Maharashtra","",5469,2020-09-17,"female","muslim"
"94",5539,"2020-08-27 01:51:13","2020-08-27 01:55:27","IP Address","103.19.138.223",100,254,"True","2020-08-27 01:55:27","R_31vCqqvhHpaXXsa",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Female",20,"Graduated high school","A few times a month","A few times a month","Within the past month","Maharashtra","",5539,2020-08-27,"female","hindu"
"95",5549,"2020-09-04 04:11:47","2020-09-04 04:14:26","IP Address","106.212.152.187",100,159,"True","2020-09-04 04:14:27","R_1IKTyty1WGbKlU5",NA,NA,NA,NA,28.4111938476562,77.3132019042969,"anonymous","EN","Yes, I consent to participate","CDR","General","Hindu","Female",20,"Graduated high school","A few times a week","A few times a week","Within the past day","Odisha","",5549,2020-09-04,"female","hindu"
"96",5618,"2020-08-28 02:03:38","2020-08-28 02:08:34","IP Address","43.248.71.172",100,296,"True","2020-08-28 02:08:35","R_2XdHUv1WZ7SaDBN",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",21,"3","A few times a week","A few times a week","Within the past week","Maharashtra","",5618,2020-08-28,"male","hindu"
"97",5717,"2020-08-25 00:01:25","2020-08-25 00:04:16","IP Address","103.140.72.159",100,170,"True","2020-08-25 00:04:16","R_307RHPPkpOhF2x2",NA,NA,NA,NA,19.2463073730469,73.1315002441406,"anonymous","EN","Yes, I consent to participate","cdr","Other Backward Classes (OBC)","Hindu","Male",19,"Bachelor's degree","A few times a week","A few times a week","Within the past day","Maharashtra","",5717,2020-08-25,"male","hindu"
"98",5739,"2020-09-05 00:32:16","2020-09-05 00:36:05","IP Address","45.118.159.184",100,229,"True","2020-09-05 00:36:05","R_svDVTll7y7tptV7",NA,NA,NA,NA,28.6519012451172,77.2315063476562,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",23,"Bachelor's degree","A few times a week","A few times a week","Within the past hour","Haryana","",5739,2020-09-05,"male","hindu"
"99",5744,"2020-09-14 02:58:04","2020-09-14 03:00:16","IP Address","160.19.223.119",100,132,"True","2020-09-14 03:00:17","R_viPwZOsZYZEuJON",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","CDR","General","Muslim","Male",28,"Master's degree","A few times an hour","A few times an hour","Within the past hour","Maharashtra","",5744,2020-09-14,"male","muslim"
"100",5839,"2020-08-27 23:11:07","2020-08-27 23:13:03","IP Address","49.205.224.95",100,116,"True","2020-08-27 23:13:03","R_1nSMF0ht6Otnqw1",NA,NA,NA,NA,17.3840942382812,78.4563903808594,"anonymous","EN","Yes, I consent to participate","CDR","Other Backward Classes (OBC)","Muslim","Female",23,"Master's degree","A few times a day","A few times a day","Within the past day","Telangana","",5839,2020-08-27,"female","muslim"
"101",5845,"2020-09-01 05:45:00","2020-09-01 05:51:04","IP Address","157.43.238.195",100,364,"True","2020-09-01 05:51:05","R_1il166NIKeHThXL",NA,NA,NA,NA,22.5626068115234,88.3630065917969,"anonymous","EN","Yes, I consent to participate","CDR","General","Hindu","Male",21,"Bachelor's degree","A few times a day","A few times a week","Within the past hour","Bihar","",5845,2020-09-01,"male","hindu"
"102",5854,"2020-09-02 01:35:43","2020-09-02 01:44:11","IP Address","157.42.53.161",100,508,"True","2020-09-02 01:44:11","R_2RPbk5rfsOGPUxl",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","CDR","Scheduled Tribes (ST)","Hindu","Female",21,"Bachelor's degree","A few times a week","A few times a week","Within the past week","Jharkand","",5854,2020-09-02,"female","hindu"
"103",5968,"2020-08-27 04:32:40","2020-08-27 04:43:34","IP Address","1.38.216.239",100,654,"True","2020-08-27 04:43:34","R_2wbQf0dyKAwre1h",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","Cdr","General","Muslim","Male",20,"3","A few times a month","A few times a month","Within the past hour","Other","MAHARASHTRA",5968,2020-08-27,"male","muslim"
"104",5980,"2020-09-01 03:08:17","2020-09-01 03:11:26","IP Address","47.31.14.141",100,188,"True","2020-09-01 03:11:26","R_1MXNr9iNrO7LWD2",NA,NA,NA,NA,28.6519012451172,77.2315063476562,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",20,"Graduated high school","A few times an hour","A few times an hour","Within the past hour","Uttar Pradesh","",5980,2020-09-01,"male","hindu"
"105",6015,"2020-08-29 07:33:43","2020-08-29 07:39:42","IP Address","27.61.103.175",100,358,"True","2020-08-29 07:39:42","R_ZgcVsLGnaPWnhQd",NA,NA,NA,NA,23.3426055908203,85.3099060058594,"anonymous","EN","Yes, I consent to participate","cdr","Other Backward Classes (OBC)","Hindu","Female",23,"Master's degree","A few times a day","A few times a day","Within the past hour","Jharkand","",6015,2020-08-29,"female","hindu"
"106",6025,"2020-09-02 01:44:47","2020-09-02 01:47:41","IP Address","103.210.144.131",100,173,"True","2020-09-02 01:47:41","R_3oTJ4hEcquSiQGq",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Male",19,"Currently in a diploma or bachelor's program","A few times an hour","A few times an hour","Within the past hour","Maharashtra","",6025,2020-09-02,"male","muslim"
"107",6032,"2020-09-09 08:21:28","2020-09-09 08:23:17","IP Address","203.163.239.213",100,109,"True","2020-09-09 08:23:17","R_3nHHPuT6Tjx5pWE",NA,NA,NA,NA,22.5626068115234,88.3630065917969,"anonymous","EN","Yes, I consent to participate","CDR","General","Hindu","Male",26,"Master's degree","A few times a day","A few times a day","Within the past hour","Madhya Pradesh","",6032,2020-09-09,"male","hindu"
"108",6045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female","hindu"
"109",6128,"2020-08-28 04:28:52","2020-08-28 04:31:46","IP Address","157.49.171.248",100,174,"True","2020-08-28 04:31:46","R_2z6DJnfWOrfpbUD",NA,NA,NA,NA,12.9718933105469,77.5936889648438,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",23,"Master's degree","A few times a day","A few times a day","Within the past hour","Karnataka","",6128,2020-08-28,"male","hindu"
"110",6132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female","hindu"
"111",6135,"2020-09-01 23:48:37","2020-09-01 23:50:16","IP Address","47.29.97.215",100,99,"True","2020-09-01 23:50:16","R_QogCHei79R7IHn3",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","CDR","General","Hindu","Male",22,"Bachelor's degree","Never","Never","Within the past month","Delhi","",6135,2020-09-01,"male","hindu"
"112",6141,"2020-08-31 03:00:32","2020-08-31 03:01:59","IP Address","122.173.189.82",100,86,"True","2020-08-31 03:01:59","R_2QE8T5BNQZtxUZv",NA,NA,NA,NA,30.7324066162109,76.7950134277344,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Female",33,"Master's degree","A few times a week","A few times a week","Within the past week","Chandigarh","",6141,2020-08-31,"female","hindu"
"113",6142,"2020-09-03 06:01:46","2020-09-03 06:06:18","IP Address","47.29.105.198",100,271,"True","2020-09-03 06:06:18","R_e3WpQmqU14A0tkB",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","cdr","Other Backward Classes (OBC)","Hindu","Male",21,"Graduated high school","A few times a day","A few times a day","Within the past hour","Jharkand","",6142,2020-09-03,"male","hindu"
"114",6287,"2020-09-15 00:47:26","2020-09-15 00:50:51","IP Address","27.106.84.6",100,204,"True","2020-09-15 00:50:51","R_2B4MEl0dFPXhdY8",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Male",19,"Bachelor's degree","A few times an hour","A few times an hour","Within the past hour","Maharashtra","",6287,2020-09-15,"male","muslim"
"115",6306,"2020-08-24 06:03:12","2020-08-24 06:06:35","IP Address","47.29.102.210",100,203,"True","2020-08-24 06:06:35","R_2tqXHx4tO5geb9i",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Female",23,"Bachelor's degree","A few times an hour","A few times a day","Within the past hour","Jharkand","",6306,2020-08-24,"female","other"
"116",6381,"2020-08-24 22:31:50","2020-08-24 22:40:46","IP Address","112.79.76.50",100,536,"True","2020-08-24 22:40:46","R_2WG485oYE2aKx69",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","CDR","General","Muslim","Male",21,"3","A few times a day","A few times a day","Within the past hour","Maharashtra","",6381,2020-08-24,"male","muslim"
"117",6454,"2020-09-04 03:03:06","2020-09-04 03:05:55","IP Address","14.102.188.74",100,168,"True","2020-09-04 03:05:55","R_1GIWQm8EXr162HK",NA,NA,NA,NA,28.4111938476562,77.3132019042969,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",18,"Currently in a diploma or bachelor's program","A few times a month","A few times a year","Within the past week","Haryana","",6454,2020-09-04,"male","hindu"
"118",6482,"2020-08-29 04:36:01","2020-08-29 04:39:11","IP Address","1.38.216.111",100,189,"True","2020-08-29 04:39:11","R_3QLeagvUcPOHR9b",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Female",18,"Graduated high school","A few times an hour","A few times a day","Within the past year","Maharashtra","",6482,2020-08-29,"female","muslim"
"119",6483,"2020-09-04 03:00:58","2020-09-04 03:41:37","IP Address","49.37.14.168",100,2438,"True","2020-09-04 03:41:37","R_z76vlQ2SxVgmM5b",NA,NA,NA,NA,22.5626068115234,88.3630065917969,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",18,"Graduated high school","A few times a day","A few times a week","Within the past day","West Bengal","",6483,2020-09-04,"male","hindu"
"120",6528,"2020-09-09 04:24:18","2020-09-09 04:28:39","IP Address","157.42.225.52",100,261,"True","2020-09-09 04:28:40","R_z5SiZupwuvnqiZz",NA,NA,NA,NA,26.1844024658203,91.7457885742188,"anonymous","EN","Yes, I consent to participate","cdr","Other Backward Classes (OBC)","Muslim","Female",20,"Currently in a diploma or bachelor's program","A few times a day","A few times a day","Within the past hour","Jharkand","",6528,2020-09-09,"female","muslim"
"121",6737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male","muslim"
"122",6785,"2020-08-27 02:27:40","2020-08-27 02:31:39","IP Address","157.33.129.147",100,238,"True","2020-08-27 02:31:39","R_3Hi7Zt58mJECLw3",NA,NA,NA,NA,18.5213012695312,73.852294921875,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Male",19,"Graduated high school","A few times a week","A few times a week","Within the past day","Goa","",6785,2020-08-27,"male","muslim"
"123",6818,"2020-08-25 05:44:43","2020-08-25 05:51:21","IP Address","27.61.101.54",100,398,"True","2020-08-25 05:51:22","R_24iNKOVPqEPhqZY",NA,NA,NA,NA,23.3426055908203,85.3099060058594,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Female",20,"3","A few times a day","A few times a day","Within the past hour","Jharkand","",6818,2020-08-25,"female","hindu"
"124",6825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female","muslim"
"125",6871,"2020-09-04 02:59:40","2020-09-04 03:03:07","IP Address","122.162.37.24",100,207,"True","2020-09-04 03:03:07","R_2Bz0GbEGdKFePoE",NA,NA,NA,NA,28.6519012451172,77.2315063476562,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",40,"Bachelor's degree","A few times a week","A few times a week","Within the past hour","Delhi","",6871,2020-09-04,"male","hindu"
"126",6909,"2020-09-10 09:39:40","2020-09-10 09:42:20","IP Address","49.35.0.24",100,159,"True","2020-09-10 09:42:20","R_3JDk12LLbcA4ljY",NA,NA,NA,NA,18.5196075439453,73.8553924560547,"anonymous","EN","Yes, I consent to participate","cdr","Scheduled Castes (SC)","Hindu","Female",18,"Graduated high school","A few times a week","A few times a month","Within the past week","Maharashtra","",6909,2020-09-10,"female","hindu"
"127",6945,"2020-08-28 02:31:18","2020-08-28 02:34:23","IP Address","45.117.74.11",100,185,"True","2020-08-28 02:34:24","R_3dEBwluLB5j2evE",NA,NA,NA,NA,19.0368041992188,73.0157928466797,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Male",21,"Bachelor's degree","A few times a day","A few times a day","Within the past hour","Maharashtra","",6945,2020-08-28,"male","muslim"
"128",6986,"2020-09-06 00:03:52","2020-09-06 00:05:28","IP Address","157.42.28.36",100,96,"True","2020-09-06 00:05:29","R_3rUKcJrY6ziHBOv",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Female",24,"Professional degree","A few times a day","A few times a day","Within the past day","Jharkand","",6986,2020-09-06,"female","hindu"
"129",7000,"2020-09-02 04:31:51","2020-09-02 04:33:41","IP Address","150.129.177.183",100,109,"True","2020-09-02 04:33:41","R_AclF8tTGn8KBZJv",NA,NA,NA,NA,23.6833038330078,86.9833068847656,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",26,"Master's degree","A few times an hour","A few times an hour","Within the past hour","Jharkand","",7000,2020-09-02,"male","hindu"
"130",7021,"2020-09-08 04:34:06","2020-09-08 04:38:10","IP Address","103.249.89.77",100,244,"True","2020-09-08 04:38:11","R_1OpqTXcG7aTVzRJ",NA,NA,NA,NA,18.5196075439453,73.8553924560547,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",18,"Graduated high school","A few times a week","Never","Within the past week","Maharashtra","",7021,2020-09-08,"male","hindu"
"131",7031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male","hindu"
"132",7059,"2020-08-26 04:11:35","2020-08-26 04:15:24","IP Address","157.42.93.170",100,229,"True","2020-08-26 04:15:25","R_6YhmM3I16o6FPzj",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Female",23,"Graduated high school","A few times a day","A few times a week","Within the past hour","Jharkand","",7059,2020-08-26,"female","hindu"
"133",7083,"2020-09-15 21:36:50","2020-09-15 21:39:03","IP Address","157.35.243.153",100,133,"True","2020-09-15 21:39:03","R_3nvLhuwLGZeAGdb",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","CDR","Other Backward Classes (OBC)","Muslim","Female",19,"Currently in a diploma or bachelor's program","A few times a day","A few times a day","Within the past hour","Jharkand","",7083,2020-09-15,"male","muslim"
"134",7130,"2020-08-26 01:44:28","2020-08-26 01:48:22","IP Address","49.32.63.100",100,234,"True","2020-08-26 01:48:23","R_DGpp4SdUR5utChz",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Male",21,"Graduated high school","A few times a day","A few times a day","Within the past hour","Maharashtra","",7130,2020-08-26,"male","muslim"
"135",7254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male","hindu"
"136",7414,"2020-09-16 04:32:56","2020-09-16 04:45:19","IP Address","49.32.53.198",100,743,"True","2020-09-16 04:45:20","R_3szCi3iZuVs0dA2",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","CDR","General","Muslim","Male",19,"Graduated high school","A few times an hour","A few times a day","Within the past hour","Other","CDR",7414,2020-09-16,"male","muslim"
"137",7489,"2020-08-28 05:34:47","2020-08-28 05:37:58","IP Address","59.97.149.127",100,191,"True","2020-08-28 05:37:58","R_3sv3gzlxvFkYr6K",NA,NA,NA,NA,23.3426055908203,85.3099060058594,"anonymous","EN","Yes, I consent to participate","CDR","General","Other","Male",27,"Bachelor's degree","A few times a year","A few times a year","Within the past year","Jharkand","",7489,2020-08-28,"male","other"
"138",7541,"2020-08-25 02:34:56","2020-08-25 02:40:14","IP Address","157.34.51.4",100,318,"True","2020-08-25 02:40:15","R_1N99hSoC5pwx2NZ",NA,NA,NA,NA,23.2525939941406,77.4045104980469,"anonymous","EN","Yes, I consent to participate","CDR","General","Hindu","Female",23,"Master's degree","A few times a day","A few times a day","Within the past hour","Chhatisgarh","",7541,2020-08-25,"female","hindu"
