participant_id,order,preference (1-7),post_tenure,tenure_units,human (y/n),nf_group (y/n),unrest (y/n),event (y/n),race_RA_1,race_RA_2,gender,Notes,,,manual_diag
9706,51,3,2,Days,1,0,,0,asian,,female,,,,0
9706,52,2,2,Days,1,0,,0,white,,female,,,,0
9706,53,3,5,Days,1,1,,0,hispanic,asian,female,,,,0
9706,54,3,3,Hours,0,0,,0,,,,duke HVI,,,0
9706,55,3,11,Hours,1,1,,0,asian,,male,,,,0
9706,56,3,17,Hours,1,1,,0,asian,,female,,,,0
9706,57,3,2,Days,0,0,,0,,,,meme page,,,0
9706,58,3,3,Days,0,0,,0,,,,nbc,,,0
9706,59,2,2,Days,1,0,,0,white,,male,,,,0
9706,60,2,4,Days,1,0,,0,Black or African American,,female,,,,0
3763,1,7,1,Days,1,0,,0,Asian,,Female,,,,0
3763,2,7,1,Days,1,0,,0,Asian,,Female,,,,0
3763,3,6,19,Hours,1,0,,0,Asian,,Female,,,,0
3763,4,6,7,Days,1,0,,0,Asian,,Female,,,,0
3763,5,6,3,Days,1,0,,0,White,,Female,,,,0
3763,6,6,3,Days,1,0,,0,White,,Female,,,,0
3763,7,6,17,Hours,1,0,,0,Asian,,Female,,,,0
3763,8,4,3,Days,1,0,,0,Asian,,Female,,,,0
3763,9,5,3,Days,1,0,,0,White,,Female,,,,0
3763,10,6,4,Days,1,0,,0,Asian,,Female,,,,0
3763,11,7,6,Hours,1,0,,0,Asian,,Female,,,,0
3763,12,7,3,Days,1,0,,0,Asian,,Male,,,,0
3763,13,6,2,Days,1,0,,0,White,,Female,,,,0
3763,14,6,3,Days,1,0,,0,White,,Female,Shared by mulitple people,,,0
3763,15,7,4,Days,1,0,,0,White,,Female,Shared by mulitple people,,,0
3763,16,4,6,Days,1,0,,0,White,,Female,,,,0
3763,17,5,4,Days,1,0,,0,White,,Female,,,,0
3763,18,5,2,Days,1,0,,0,Asian,,Female,,,,0
3763,19,6,4,Days,1,0,,0,White,,Male,,,,0
3763,20,5,1,Days,1,0,,0,Asian,,Female,,,,0
3763,21,4,1,Days,1,0,,0,White,,Male,,,,0
3763,22,4,4,Days,1,0,,0,Asian,,Female,,,,0
3763,23,7,1,Hours,1,0,,0,Asian,,Male,,,,0
3763,24,4,25,Days,1,0,,0,White,Hispanic,Female,Came up cuz someone commented,,,0
3763,25,5,3,Days,1,0,,0,Asian,,Female,,,,0
3763,26,4,2,Days,1,0,,0,White,,Female,,,,0
3763,27,3,4,Days,1,0,,0,Asian,,Male,,,,0
3763,28,5,1,Hours,1,0,,0,Asian,,Female,,,,0
3763,29,3,1,Days,1,0,,0,Asian,,Female,,,,0
3763,30,4,,,1,0,,0,Asian,,Female,Birthday Posts,,,0
3763,31,5,4,Days,1,0,,0,White,,Female,,,,0
3763,32,7,2,Days,1,0,,0,Asian,,Female,,,,0
3763,33,2,2,Days,1,0,,0,Asian,,Female,,,,0
3763,34,4,7,Days,1,0,,0,White,,Female,,,,0
3763,35,6,6,Days,1,0,,0,White,,Female,,,,0
3763,36,3,3,Days,1,0,,0,Asian,,Male,,,,0
3763,37,5,2,Days,1,0,,0,White,,Female,,,,0
3763,38,5,1,Days,1,0,,0,Hispanic,,Female,,,,0
3763,39,7,5,Days,1,0,,0,Asian,,Female,,,,0
3763,40,5,3,Days,1,0,,0,Asian,,Female,,,,0
3763,41,3,7,Days,1,0,,0,White,,Female,,,,0
3763,42,4,1,Days,1,0,,0,White,,Female,,,,0
3763,43,2,3,Days,1,0,,0,White,,Female,,,,0
3763,44,6,16,Hours,0,0,,0,,,,,,,0
3763,45,7,20,Hours,1,0,,0,Asian,,Female,,,,0
3763,46,3,23,Hours,1,0,,0,White,,Female,,,,0
3763,47,5,46,Minutes,1,0,,0,White,,Female,,,,0
3763,48,4,1,Days,1,0,,0,Asian,,Female,,,,0
3763,49,6,1,Days,1,0,,0,Hispanic,,Male,cc,,,0
3763,50,4,20,Hours,1,0,,0,White,,Female,,,,0
3763,51,4,20,Hours,1,0,,0,Asian,,Male,,,,0
3763,52,2,2,Days,1,0,,0,White,,Male,,,,0
3763,53,5,2,Days,1,0,,0,White,,Male,,,,0
3763,54,3,1,Days,1,0,,0,White,,Female,,,,0
3763,55,4,2,Days,1,0,,0,White,,Male,,,,0
3763,56,3,21,Hours,1,0,,0,White,,Female,,,,0
3763,57,4,2,Days,1,0,,0,Asian,,Male,,,,0
3763,58,4,7,Hours,1,0,,0,White,,Female,,,,0
3763,59,4,2,Days,1,0,,0,White,,Male,,,,0
3763,60,5,1,Days,1,0,,0,White,,Female,,,,0
2232,1,5,21,Hours,1,0,,0,white,,male,,,,0
2232,2,6,2,Days,1,0,,0,white,,male,,,,0
2232,3,4,5,Days,1,0,,0,white,,female,,,,0
2232,4,6,43,Minutes,0,0,,0,,,,northwestern grad students,,,0
2232,5,6,4,Days,1,0,,0,white,,female,,,,0
2232,6,4,1,Hours,1,0,,0,white,,male,,,,0
2232,7,6,20,Hours,1,0,,0,white,,female,,,,0
2232,8,5,1,Hours,1,1,,0,white,hispanic,male,,,,0
2232,9,6,2,Days,1,0,,0,white,,female,,,,0
2232,10,5,21,Hours,0,0,,0,,,,covid-101,,,0
2232,11,5,2,Days,1,0,,0,white,,male,,,,0
2232,12,5,4,Hours,1,0,,0,,,female,no profile pic,,,0
2232,13,5,2,Days,1,0,,0,white,,male,,,,0
2232,14,4,1,Days,1,0,,0,white,,female,,,,0
2232,15,6,3,Hours,0,0,,0,,,,northwestern postdoc org,,,0
2232,16,4,23,Hours,1,0,,0,white,,male,,,,0
2232,17,4,8,Hours,0,0,,0,,,,north pocono trails association,,,0
2232,18,6,2,Days,1,0,,0,white,,male,,,,0
2232,19,3,2,Days,1,0,,0,white,,male,,,,0
2232,20,3,2,Days,1,0,,0,white,,male,,,,0
2232,21,6,2,Days,1,0,,0,white,,male,,,,0
2232,22,4,4,Days,1,0,,0,white,,female,,,,0
2232,23,6,4,Days,1,0,,0,white,,male,,,,0
2232,24,4,19,Hours,1,0,,0,white,,male,,,,0
2232,25,4,2,Days,1,0,,0,asian,,female,,,,0
2232,26,7,4,Days,1,0,,0,white,,female,,,,0
2232,27,4,4,Days,1,0,,0,white,,male,,,,0
2232,28,6,2,Days,1,0,,0,white,,male,,,,0
2232,29,5,12,Minutes,1,0,,0,white,,female,,,,0
2232,30,2,20,Hours,1,0,,0,white,,male,,,,0
2232,31,5,2,Days,1,0,,0,white,,male,,,,0
2232,32,5,4,Hours,1,0,,0,white,,female,,,,0
2232,33,6,2,Hours,0,0,,0,,,,northwestern farley center,,,0
2232,34,3,1,Days,1,1,,0,white,,male,,,,0
2232,35,4,2,Hours,0,0,,0,,,,montana state university,,,0
2232,36,4,7,Hours,1,0,,0,Black or African American,,female,,,,0
2232,37,4,28,Minutes,0,0,,0,,,,eaton charolais ranch,,,0
2232,38,5,1,Hours,0,0,,0,,,,covid-101,,,0
2232,39,4,2,Days,1,0,,0,white,,male,,,,0
2232,40,4,2,Days,1,0,,0,white,,male,,,,0
2232,41,3,2,Days,1,0,,0,white,,female,,,,0
2232,42,6,3,Days,0,0,,0,,,,northwestern grad workers,,,0
2232,43,6,3,Days,0,0,,0,,,,covid-101,,,0
2232,44,3,1,Days,1,1,,0,,,female,no profile pic,,,0
2232,45,5,17,Hours,1,0,,0,white,hispanic,female,,,,0
2232,46,6,1,Days,0,0,,0,,,,northwestern knight lab,,,0
2232,47,2,18,Hours,1,0,,0,white,,male,,,,0
2232,48,3,22,Hours,0,0,,0,,,,northwestern fencing,,,0
2232,49,3,6,Hours,1,0,,0,white,,female,,,,0
2232,50,6,1,Days,0,0,,0,,,,covid-101,,,0
2232,51,4,,,0,0,,0,,,,penn state alumni,,,0
2232,52,5,1,Hours,0,0,,0,,,,northwestern club of chicago,,,0
2232,53,3,18,Hours,0,0,,0,,,,eaton charolais ranch,,,0
2232,54,2,2,Hours,1,1,,0,white,,female,,,,0
2232,55,2,12,Hours,1,1,,0,white,,female,,,,0
2232,56,5,23,Hours,0,0,,0,,,,montana state university,,,0
2232,57,3,15,Hours,1,0,,0,asian,,male,,,,0
2232,58,4,4,Days,1,0,,0,white,,female,,,,0
2232,59,3,3,Days,1,0,,0,white,,female,,,,0
2232,60,5,3,Days,1,0,,0,white,,male,,,,0
319299999,1,4,12,Minutes,1,0,,0,White,,Male,,,,1
319299999,2,6,56,Minutes,1,0,,0,Asian,,Male,,,,1
319299999,3,2,20,Minutes,1,0,,0,White,,Male,,,,1
319299999,4,5,49,Minutes,1,0,,0,White,,Male,,,,1
319299999,5,2,1,Hours,1,0,,0,White,,Male,,,,1
319299999,6,4,1,Hours,1,0,,0,Black or African American,,Male,,,,1
319299999,7,3,59,Minutes,0,0,,0,,,,,,,1
319299999,8,2,1,Hours,0,0,,0,,,,,,,1
319299999,9,2,14,Hours,1,1,,0,White,,Male,,,,1
319299999,10,1,2,Hours,0,0,,0,,,,,,,1
319299999,11,1,23,Minutes,1,1,,0,Asian,,Male,,,,1
319299999,12,3,2,Hours,1,0,,0,Asian,,Male,Multiple people shared this post,,,1
319299999,13,1,1,Hours,1,0,,0,White,,Female,Politician's page,,,1
319299999,14,1,1,Hours,1,0,,0,Asian,,Male,"palready seen this post, didnt want tosee it again",,,1
319299999,15,1,21,Hours,1,1,,0,White,,Female,,,,1
319299999,16,3,3,Days,1,0,,0,White,,Male,,,,1
319299999,17,2,2,Hours,1,1,,0,White,,Male,,,,1
319299999,18,5,2,Hours,1,0,,1,White,,Male,,,,1
319299999,19,4,3,Days,0,0,,0,,,,,,,1
319299999,20,1,3,Hours,1,1,,0,Black or African American,,Male,,,,1
319299999,21,1,,,1,0,,0,,,,Birthday Posts,,,1
319299999,22,4,16,Minutes,1,0,,0,White,,Female,,,,1
319299999,23,1,16,Hours,1,1,,0,White,,Female,,,,1
319299999,24,1,26,Minutes,1,1,,0,White,,Male,,,,1
319299999,25,1,2,Hours,1,1,,0,White,,Male,,,,1
319299999,26,1,4,Hours,1,1,,0,Black or African American,,Male,,,,1
319299999,27,2,2,Hours,1,0,,0,White,,Male,Politician's page,,,1
319299999,28,3,1,Hours,1,0,,0,White,,Male,,,,1
319299999,29,3,20,Hours,1,1,,0,White,,Female,,,,1
319299999,30,1,36,Minutes,1,0,,0,White,,Female,Video didn't load,,,1
319299999,31,2,3,Hours,1,0,,0,White,,Female,,,,1
319299999,32,2,53,Minutes,1,0,,0,Hispanic,,Male,,,,1
319299999,33,1,2,Hours,1,0,,0,Black or African American,,Male,,,,1
319299999,34,4,14,Hours,1,1,,0,White,,Male,,,,1
319299999,35,5,18,Minutes,1,0,,0,White,,Male,,,,1
319299999,36,1,2,Hours,1,0,,0,White,,Female,Politician's page,,,1
319299999,37,4,2,Hours,1,0,,0,White,,Female,,,,1
319299999,38,6,52,Minutes,1,0,,0,White,,Male,Opened in new tab,,,1
319299999,39,2,1,Hours,1,0,,0,Hispanic,,Male,,,,1
319299999,40,3,14,Hours,1,1,,0,White,,Male,,,,1
319299999,41,2,3,Hours,1,1,,0,Hispanic,,Male,,,,1
319299999,42,3,21,Hours,1,1,,0,White,,Female,,,,1
319299999,43,2,51,Minutes,1,1,,0,White,,Female,,,,1
319299999,44,1,2,Hours,1,1,,0,Black or African American,,Male,,,,1
319299999,45,3,1,Hours,0,0,,0,,,,,,,1
319299999,46,2,2,Hours,1,0,,0,White,,Female,,,,1
319299999,47,2,2,Hours,0,0,,0,,,,,,,1
319299999,48,4,1,Hours,1,0,,0,Asian,,Female,opened in new tab,,,1
319299999,49,2,1,Hours,1,1,,0,Hispanic,,Male,,,,1
319299999,50,1,2,Hours,1,1,,0,White,,Female,,,,1
319299999,51,7,2,Hours,1,0,,0,White,,Female,,,,1
319299999,52,3,2,Hours,0,0,,0,,,,,,,1
319299999,53,2,1,Hours,1,0,,0,Hispanic,,Male,,,,1
319299999,54,2,2,Hours,1,0,,0,Hispanic,,Male,,,,1
319299999,55,2,3,Hours,1,1,,0,Hispanic,,Male,,,,1
319299999,56,4,3,Hours,1,0,,0,White,,Female,opened in new tab,,,1
319299999,57,3,3,Hours,0,0,,0,,,,,,,1
319299999,58,3,16,Hours,1,1,,0,Asian,,Female,,,,1
319299999,59,2,15,Hours,1,1,,0,White,,Non-binary,,,,1
319299999,60,3,3,Hours,1,1,,0,White,,Non-binary,,,,1
5099,1,2,53,Minutes,1,0,,0,hispanic,,male,,,,0
,2,1,2,Minutes,1,0,,0,hispanic,,male,,,,0
,3,5,22,Minutes,1,0,,0,white,,female,,,,0
,4,3,2,Hours,1,0,,0,hispanic,,male,,,,0
,5,5,23,Minutes,1,0,,0,white,,female,,,,0
,6,1,4,Days,1,0,,0,hispanic,,female,,,,0
,7,4,1,Days,1,0,,0,hispanic,,male,,,,0
,8,6,13,Hours,1,0,,0,white,hispanic,male,,,,0
,9,3,1,Hours,1,0,,0,hispanic,white,female,,,,0
,10,4,20,Hours,0,0,,0,,,,ocean club,,,0
,11,4,2,Days,1,0,,0,hispanic,,male,,,,0
,12,5,20,Hours,1,0,,0,hispanic,white,male,,,,0
,13,6,2,Days,1,0,,0,white,hispanic,male,,,,0
,14,4,3,Days,1,0,,0,white,,male,,,,0
,15,2,5,Days,1,0,,0,white,,female,,,,0
,16,3,5,Days,1,0,,0,white,hispanic,male,,,,0
,17,5,1,Hours,1,0,,0,white,,female,,,,0
,18,3,2,Days,1,0,,0,hispanic,,male,,,,0
,19,6,2,Days,1,0,,0,hispanic,,male,,,,0
,20,6,2,Days,1,0,,0,hispanic,,male,,,,0
,21,1,2,Days,1,0,,0,white,,male,,,,0
,22,4,2,Hours,1,0,,0,hispanic,,female,,,,0
,23,1,2,Hours,1,0,,0,hispanic,,male,,,,0
,24,4,3,Days,1,0,,0,hispanic,,female,,,,0
,25,3,1,Days,1,0,,0,white,,female,,,,0
,26,5,1,Days,0,0,,0,,,,argentinean newspaper,,,0
,27,2,1,Days,1,0,,0,Black or African American,,female,,,,0
,28,5,2,Days,1,0,,0,white,hispanic,male,,,,0
,29,6,19,Hours,1,0,,0,hispanic,Black or African American,female,,,,0
,30,4,2,Hours,0,0,,0,,,,holy trinity college,,,0
,31,2,2,Hours,1,0,,0,hispanic,,male,,,,0
,32,4,15,Hours,1,0,,0,white,hispanic,male,,,,0
,33,6,27,Minutes,1,0,,0,hispanic,,male,,,,0
,34,1,2,Days,1,0,,0,asian,,male,,,,0
,35,1,1,Days,1,0,,0,white,,male,,,,0
,36,5,3,Days,1,0,,0,white,hispanic,female,,,,0
,37,3,15,Hours,1,0,,0,white,,female,,,,0
,38,1,4,Days,1,0,,0,hispanic,Black or African American,female,,,,0
,39,4,3,Days,1,0,,0,hispanic,,female,,,,0
,40,6,2,Days,1,0,,0,white,asian,female,,,,0
,41,5,3,Days,1,0,,0,white,hispanic,female,,,,0
,42,5,3,Days,1,0,,0,white,hispanic,male,,,,0
,43,6,3,Days,1,0,,0,white,,male,,,,0
,44,5,17,Hours,1,0,,0,hispanic,,female,,,,0
,45,5,2,Days,1,0,,0,white,,female,,,,0
,46,6,5,Days,1,0,,0,white,,male,,,,0
,47,4,3,Days,1,0,,0,white,,female,,,,0
,48,3,4,Hours,1,0,,0,hispanic,,male,,,,0
,49,4,1,Days,1,0,,0,white,,female,,,,0
,50,6,22,Hours,1,0,,0,white,,female,,,,0
,51,4,1,Days,1,0,,0,hispanic,,female,,,,0
,52,1,3,Hours,1,0,,0,white,,female,,,,0
,53,3,22,Hours,1,0,,0,hispanic,,female,,,,0
,54,4,1,Days,1,0,,0,hispanic,,male,,,,0
,55,5,17,Hours,1,0,,0,hispanic,,male,,,,0
,56,2,1,Days,1,0,,0,white,hispanic,male,,,,0
,57,2,17,Hours,1,0,,0,white,,female,,,,0
,58,4,4,Days,1,0,,0,hispanic,white,male,,,,0
,59,3,2,Hours,1,0,,0,white,,female,,,,0
,60,5,1,Days,1,0,,0,white,,female,,,,0
6594,1,4,1,Hours,0,1,,0,,,,,,,0
6594,2,2,,,0,1,,0,,,,,,,0
6594,3,6,14,Hours,1,0,,0,white,,female,,,,0
6594,4,4,1,Hours,0,1,,0,,,,,,,0
6594,5,3,14,Hours,1,0,,0,asian,,female,,,,0
6594,6,2,1,Hours,0,1,,0,,,,,,,0
6594,7,4,,,0,1,,0,,,,,,,0
6594,8,3,13,Hours,1,1,,0,white,,male,,,,0
6594,9,3,14,Hours,0,1,,0,,,,,,,0
6594,10,5,28,Minutes,1,1,,0,white,,female,,,,0
6594,11,1,1,Hours,0,1,,0,,,,,,,0
6594,12,2,,,0,1,,0,,,,,,,0
6594,13,1,,,1,0,,0,asian,,female,,,,0
6594,14,4,,,0,1,,0,,,,,,,0
6594,15,3,1,Hours,0,1,,0,,,,,,,0
6594,16,3,21,Hours,1,0,,0,hispanic,,male,,,,0
6594,17,2,11,Hours,0,1,,0,,,,,,,0
6594,18,1,,,1,1,,0,white,,female,,,,0
6594,19,1,12,Hours,0,1,,0,,,,,,,0
6594,20,2,,,0,1,,0,,,,,,,0
6594,21,1,1,Hours,1,0,,0,asian,,female,,,,0
6594,22,2,1,Hours,0,1,,0,,,,,,,0
6594,23,2,,,1,1,,0,white,,male,,,,0
6594,24,3,1,Hours,0,1,,0,,,,suggested,,,0
6594,25,1,,,0,1,,0,,,,,,,0
6594,26,2,,,0,1,,0,,,,,,,0
6594,27,4,,,1,0,,0,white,,female,,,,0
6594,28,1,1,Hours,0,1,,0,,,,,,,0
6594,29,4,1,Hours,1,0,,0,wjoye,,"fe,a;e",,,,0
6594,30,1,,,0,1,,0,,,,,,,0
6594,31,6,32,Minutes,1,0,,0,white,,female,,,,0
6594,32,5,8,Hours,0,1,,0,,,,,,,0
6594,33,2,,,1,0,,0,Black or African American,,female,,,,0
6594,34,1,1,Hours,0,1,,0,,,,,,,0
6594,35,3,,,0,1,,0,,,,,,,0
6594,36,2,21,Hours,1,1,,0,asian,,female,,,,0
6594,37,5,2,Hours,0,1,,0,,,,,,,0
6594,38,3,,,1,0,,0,white,hispanic,female,,,,0
6594,39,2,,,1,0,,0,hispanic,,female,,,,0
6594,40,1,,,0,1,,0,,,,,,,0
6594,41,1,,,1,0,,0,white,,female,,,,0
6594,42,4,,,0,1,,0,,,,,,,0
6594,43,6,4,Minutes,0,1,,0,,,,,,,0
6594,44,1,1,Hours,1,1,,0,asian,,female,,,,0
6594,45,1,,,0,1,,0,,,,,,,0
6594,46,1,13,Hours,0,1,,0,,,,,,,0
6594,47,2,,,1,1,,0,white,,female,,,,0
6594,48,1,11,Hours,0,1,,0,,,,,,,0
6594,49,4,,,0,1,,0,,,,,,,0
6594,50,3,,,0,1,,0,,,,,,,0
6594,51,3,,,1,1,,0,white,,female,,,,0
6594,52,5,14,Minutes,0,1,,0,,,,,,,0
6594,53,2,7,Hours,1,0,,0,white,,female,,,,0
6594,54,1,13,Minutes,1,0,,0,white,hispanic,female,,,,0
6594,55,3,,,0,1,,0,,,,,,,0
6594,56,4,,,1,0,,0,asian,,male,,,,0
6594,57,1,,,1,0,,0,white,,male,,,,0
6594,58,3,,,0,1,,0,,,,,,,0
6594,59,4,4,Minutes,1,1,,0,asian,,female,,,,0
6594,60,1,,,0,1,,0,,,,,,,0
8866,1,7,,,1,0,,0,Black or African American,,male,,,,0
8866,2,7,,,1,0,,0,Black or African American,,female,,,,0
8866,3,7,,,1,0,,0,Black or African American,,male,,,,0
8866,4,7,,,1,0,,0,Black or African American,,female,,,,0
8866,5,5,,,1,0,,0,Black or African American,,male,,,,0
8866,6,7,,,1,0,,0,Black or African American,,female,,,,0
8866,7,7,,,1,0,,0,Black or African American,,male,,,,0
8866,8,5,,,1,0,,0,Black or African American,,male,,,,0
8866,9,5,,,1,0,,0,Black or African American,,female,,,,0
8866,10,5,6,Hours,1,0,,0,Black or African American,,male,,,,0
8866,11,5,7,Hours,1,0,,0,Black or African American,,male,,,,0
8866,12,5,,,1,0,,0,Black or African American,,female,,,,0
8866,13,5,2,Hours,1,0,,0,Black or African American,,female,,,,0
8866,14,5,17,Hours,1,0,,0,Black or African American,,male,,,,0
8866,15,5,17,Hours,1,0,,0,Black or African American,,male,,,,0
8866,16,6,5,Hours,1,0,,0,Black or African American,,female,,,,0
8866,17,5,,,1,0,,0,Black or African American,,female,,,,0
8866,18,7,,,1,0,,0,Black or African American,,male,,,,0
8866,19,6,2,Hours,1,0,,0,Black or African American,,female,,,,0
8866,20,5,,,1,0,,0,Black or African American,,female,,,,0
8866,21,5,,,1,0,,0,Black or African American,,female,,,,0
8866,22,5,,,1,1,,0,Black or African American,,female,,,,0
8866,23,5,,,1,0,,0,Black or African American,,female,,,,0
8866,24,5,3,Hours,1,0,,1,Black or African American,,female,,,,0
8866,25,4,15,Hours,1,0,,0,Black or African American,,female,,,,0
8866,26,5,19,Hours,1,0,,0,asian,,male,,,,0
8866,27,6,6,Hours,1,0,,0,hispanic,,female,,,,0
8866,28,6,,,1,0,,0,Black or African American,,female,,,,0
8866,29,6,,,1,0,,0,Black or African American,,female,,,,0
8866,30,5,16,Hours,1,0,,0,Black or African American,,female,,,,0
8866,31,5,,,1,0,,0,Black or African American,,female,,,,0
8866,32,5,,,1,0,,0,Black or African American,,female,,,,0
8866,33,5,,,1,0,,0,Black or African American,,male,,,,0
8866,34,5,1,Hours,1,0,,0,hispanic,,male,,,,0
8866,35,4,,,1,0,,0,Black or African American,,female,,,,0
8866,36,6,,,1,0,,0,Black or African American,,female,,,,0
8866,37,6,,,1,0,,0,Black or African American,,female,,,,0
8866,38,5,,,1,0,,0,Black or African American,,male,,,,0
8866,39,5,,,1,0,,0,Black or African American,,female,,,,0
8866,40,5,,,1,0,,0,Black or African American,,female,,,,0
8866,41,5,,,1,0,,0,white,,female,,,,0
8866,42,5,,,1,0,,0,hispanic,,female,,,,0
8866,43,4,,,1,0,,0,Black or African American,,female,,,,0
8866,44,5,,,1,0,,0,Black or African American,,male,,,,0
8866,45,5,19,Hours,1,0,,0,Black or African American,,female,,,,0
8866,46,5,,,1,0,,0,Black or African American,,female,,,,0
8866,47,5,,,1,0,,0,Black or African American,,female,,,,0
8866,48,5,,,1,0,,0,Black or African American,,female,,,,0
8866,49,5,8,Hours,1,0,,0,white,,female,,,,0
8866,50,5,,,1,0,,0,Black or African American,,female,,,,0
8866,51,5,20,Hours,1,0,,0,Black or African American,,male,,,,0
8866,52,5,2,Hours,1,0,,0,Black or African American,,female,,,,0
8866,53,5,7,Hours,1,0,,0,Black or African American,,male,,,,0
8866,54,5,,,1,0,,0,Black or African American,,female,,,,0
8866,55,5,18,Hours,1,0,,0,Black or African American,,female,,,,0
8866,56,6,,,1,0,,0,Black or African American,,male,,,,0
8866,57,5,,,1,0,,0,white,,female,,,,0
8866,58,6,,,1,0,,0,Black or African American,,male,,,,0
8866,59,5,,`,1,0,,0,Black or African American,,female,,,,0
8866,60,6,,,1,0,,0,Black or African American,,female,,,,0
2691,1,6,6,Minutes,0,0,,0,,,,Immigrant Law Center of Minnesota,,,0
2691,2,3,38,Minutes,1,0,,0,White,Asian,Female,,,,0
2691,3,1,24,Minutes,0,0,,0,,,,Northwestern University,,,0
2691,4,2,45,Minutes,1,0,,0,Black or African American,,Female,,,,0
2691,5,4,17,Minutes,1,0,,0,White,,Male,,,,0
2691,6,4,49,Minutes,0,0,,0,,,,ABC 7 Chicago,,,0
2691,7,5,39,Minutes,1,0,,0,Black or African American,,Female,,,,0
2691,8,3,3,Hours,1,0,,0,Black or African American,,Female,,,,0
2691,9,1,6,Years,1,0,,0,Black or African American,,Male,,,,0
2691,10,4,19,Hours,0,0,,0,,,,Suggested: Crafty Panda,,,0
2691,11,1,2,Hours,1,0,,0,White,,Male,,,,0
2691,12,2,4,Hours,0,0,,0,,,,Prodeo Academy,,,0
2691,13,4,11,Minutes,0,0,,0,,,,Bring Me The News,,,0
2691,14,3,3,Hours,1,0,,0,Black or African American,,Female,,,,0
2691,15,2,2,Hours,1,0,,0,Hispanic,,Female,,,,0
2691,16,6,3,Days,1,0,,0,Black or African American,,Male,,,,0
2691,17,1,5,Hours,1,0,,0,Hispanic,,Male,,,,0
2691,18,3,3,Days,1,0,,0,Black or African American,,Male,,,,0
2691,19,4,5,Days,1,0,,0,Black or African American,,Female,,,,0
2691,20,2,2,Days,1,0,,0,Black or African American,,Male,,,,0
2691,21,1,3,Days,1,0,,0,Hispanic,,Male,,,,0
2691,22,5,3,Hours,0,0,,0,,,,Humans of Minneapolis,,,0
2691,23,2,5,Days,1,0,,0,Black or African American,,Female,,,,0
2691,24,6,2,Hours,0,0,,0,,,,The Chicago Sun-Times,,,0
2691,25,2,6,Hours,1,0,,0,White,,Female,,,,0
2691,26,6,3,Days,0,0,,0,,,,Green Card Voices,,,0
2691,27,5,3,Minutes,0,0,,0,,,,ESPN,,,0
2691,28,4,5,Hours,1,0,,0,Hispanic,,Male,,,,0
2691,29,2,2,Hours,1,0,,0,Black or African American,,Male,,,,0
2691,30,3,2,Days,0,0,,0,,,,The Other 98%,,,0
2691,31,3,2,Hours,1,0,,0,Black or African American,Hispanic,Female,,,,0
2691,32,1,3,Hours,0,0,,0,,,,NowThis Politics,,,0
2691,33,2,6,Hours,1,0,,0,Hispanic,,Male,,,,0
2691,34,3,5,Days,1,0,,0,Black or African American,,Female,,,,0
2691,35,1,6,Minutes,1,0,,0,Black or African American,,Female,,,,0
2691,36,5,3,Hours,1,0,,0,White,,Female,,,,0
2691,37,3,11,Minutes,0,0,,0,,,,Christiane Amanpour page,,,0
2691,38,1,56,Minutes,0,0,,0,,,,The New York Times,,,0
2691,39,5,19,Minutes,0,0,,0,,,,CNN International,,,0
2691,40,1,5,Hours,1,0,,0,White,,Female,,,,0
2691,41,1,9,Hours,1,0,,0,White,,Male,,,,0
2691,42,1,51,Minutes,1,1,,0,White,,Female,,,,0
2691,43,2,5,Days,1,0,,0,Black or African American,,Male,,,,0
2691,44,6,5,Hours,0,0,,0,,,,The Other 98%,,,0
2691,45,6,3,Days,1,0,,0,Black or African American,,Female,,,,0
2691,46,2,4,Days,1,0,,0,Black or African American,,Female,,,,0
2691,47,1,1,Hours,0,0,,0,,,,Residence Life at University of St. Thomas,,,0
2691,48,4,4,Hours,0,0,,0,,,,CNN International,,,0
2691,49,5,8,Minutes,0,0,,0,,,,Christiane Amanpour page,,,0
2691,50,4,2,Hours,1,1,,0,Hispanic,,Female,,,,0
2691,51,4,2,Hours,1,0,,0,White,,Male,,,,0
2691,52,1,3,Hours,1,0,,0,White,,Female,,,,0
2691,53,3,6,Hours,0,0,,0,,,,City Pages Minneapolis,,,0
2691,54,4,2,Hours,1,1,,0,Black or African American,,Male,,,,0
2691,55,3,32,Minutes,0,0,,0,,,,ACLU,,,0
2691,56,1,16,Minutes,0,0,,0,,,,Time Out Chicago,,,0
2691,57,5,50,Minutes,0,0,,0,,,,Women & Children First Bookstore,,,0
2691,58,1,3,Hours,1,0,,0,Asian,,Female,,,,0
2691,59,2,3,Minutes,1,0,,0,Hispanic,,Female,,,,0
2691,60,1,44,Minutes,1,0,,0,Hispanic,,Male,,,,0
3549,1,3,1,Days,1,0,,0,White,,Female,,,,0
3549,2,5,18,Hours,1,0,,0,White,,Male,,,,0
3549,3,4,18,Hours,1,0,,0,White,,,,,,0
3549,4,2,1,Days,0,0,,0,,,,Guy Denning page,,,0
3549,5,5,2,Days,1,0,,0,White,,Female,Lana Del Rey,,,0
3549,6,3,10,Hours,1,0,,0,,,,Guy Denning page,,,0
3549,7,2,2,Days,1,0,,0,White,,Female,Lana Del Rey,,,0
3549,8,2,1,Days,1,0,,0,,,,Guy Denning page,,,0
3549,9,2,3,Hours,1,0,,0,,,,Guy Denning page,,,0
3549,10,5,19,Hours,1,0,,0,White,,Female,Lana Del Rey,,,0
